Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,TKN,F_TKN,TON,F_TON,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ECOLI_MPN,F_ECOLI_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI
gtmpcnut,1/20/2015 9:47:00 AM,1,1,,0.027,,0.051,,0.014,,0.008,<1> [SCC] (CSM),-0.003,<-3> [SNV],0.005,<1> [SCC],0.019,,0.755,,0.75,,0.736,,2.2,<1> (CSM),2.8,<1> (CSM),0.99,,6,,160,<1> (CHB),,,11.9,,5.7,,8.29,,6.82,,0.58,
gtmpcnut,1/20/2015 10:09:00 AM,1,2,,0.025,,0.054,,0.015,,0.007,<1> [SCC],-0.001,<-3> [SNV],0.006,<1> [SCC],0.021,,1.006,,1,<1> (CSM),0.985,,1.9,,2.7,,1.2,,15,<1> (CSM),130,<1> (CHB),,,12.3,,9.75,,8.13,,7.05,,0.58,
gtmpcnut,1/19/2015 9:30:00 AM,2,1,,0.019,<1> (CHB),0.053,,0.021,,0.005,<1> [SCC],-0.001,<-3> [SNV],0.004,<1> [SCC],0.025,,0.644,,0.64,,0.619,,1.8,<1> (CHB),3.3,<1> (CHB),1.3,<1> (CHB),19,,,<-2> (CHB),,,17.79,,14.66,,8.16,,7.48,,,
gtmpcnut,1/19/2015 12:00:00 PM,2,1,,0.024,,0.045,,0.02,,0.004,<1> (CHB),0,,0.004,<-4> [SBL],0.024,,,<-4> [SCB],0.59,,0.57,,1.4,,2.4,,1.5,,11,,98,<1> (CHB),,,12.85,,14.5,,8.2,,7.54,,,
gtmpcnut,1/19/2015 2:30:00 PM,2,1,,0.024,,0.057,,0.016,,0.003,<-4> [SBL],0.005,,0.008,,0.024,,0.838,,0.83,,0.814,,0.76,,1.6,,1.3,,11,,270,<1> (CHB),,,13.33,,1.72,,8.06,,6.67,,,
gtmpcnut,1/19/2015 5:00:00 PM,2,1,,0.027,,0.049,,0.009,,0.003,<-4> [SBL],0.003,,0.006,,0.015,,0.836,,0.83,,0.821,,0.55,<-4> [SBL],0.58,,0.4,<-4> [SBL],2,<-4> [SBL],200,<1> (CHB),,,13.68,,0.39,,7.96,,6.47,,,
gtmpcnut,1/19/2015 7:30:00 PM,2,1,,0.026,,0.053,,0.016,,0.003,<-4> [SBL],0.005,,0.008,,0.024,,0.848,,0.84,,0.824,,0.55,,0.94,,0.61,,6,,190,<1> (CHB),,,13.56,,1.14,,8.01,,6.51,,,
gtmpcnut,1/19/2015 10:00:00 PM,2,1,,0.024,,0.048,,0.017,,0.007,<1> [SCC],-0.003,<-3> [SNV],0.004,<1> [SCC],0.021,,0.804,,0.8,,0.783,,0.97,,1.7,,1.1,,8,,130,<1> (CHB),,,13.28,,5.01,,8.3,,6.88,,,
gtmpcnut,1/20/2015 12:30:00 AM,2,1,,0.023,,0.053,,0.014,,0.003,<-4> [SBL],0.005,,0.008,,0.022,,0.828,,0.82,,0.806,,0.55,<-4> [SBL],0.94,,0.62,,4,,130,<1> (CHB),,,12.89,,1.42,,8.08,,6.68,,,
gtmpcnut,1/20/2015 3:00:00 AM,2,1,,0.023,,0.049,,0.015,,0.003,<-4> [SBL],0.004,,0.007,,0.022,,0.847,,0.84,,0.825,,0.55,<-4> [SBL],0.4,<-4> [SBL],0.5,,4,,140,<1> (CHB),,,12.71,,0.29,,7.85,,6.45,,,
gtmpcnut,1/20/2015 5:30:00 AM,2,1,,0.028,,0.049,,0.014,,0.003,<-4> [SBL],0.004,,0.007,,0.021,,0.887,,0.88,,0.866,,0.55,<-4> [SBL],0.4,<-4> [SBL],0.4,<-4> [SBL],3,,220,<1> (CHB),,,12.55,,0.14,,7.67,,6.42,,,
gtmpcnut,1/20/2015 8:00:00 AM,2,1,,0.03,,0.05,,0.013,,0.003,<-4> [SBL],0.005,,0.008,,0.021,,0.888,,0.88,,0.867,,0.55,<-4> [SBL],0.63,,0.4,<-4> [SBL],2,,210,<1> (CHB),,,12.12,,0.45,,7.83,,6.49,,,
gtmpcnut,1/20/2015 10:30:00 AM,2,1,,0.019,,0.059,,0.018,,0.005,<1> [SCC],-0.001,<-3> [SNV],0.004,<1> [SCC],0.022,,0.754,,0.75,,0.732,,2.4,,3.9,,2.4,,23,,96,<1> (CHB),,,12.9,,15.42,,8.12,,7.5,,,
gtmpinut,1/20/2015 10:14:00 AM,1,1,,0.026,,0.044,<1> [SRD],0.016,,0.002,<-4> [SBL],0.014,,0.016,,0.032,,0.536,,0.52,,0.504,,3,,3.9,,1.4,,11,,3,<1> (CHB),,,13.4,,23.5,,9.57,,8.59,,,<-1> [GDM]
gtmpinut,1/20/2015 10:25:00 AM,1,2,,0.029,,0.059,<1> [SRD],0.016,,0.002,<-4> [SBL],0.015,,0.017,,0.033,,0.587,,0.57,,0.554,,2.8,,3.5,,0.99,,10,,2,<1> (CHB),,,13.4,,23.5,,9.57,,8.59,,,<-1> [GDM]
gtmssnut,1/20/2015 11:21:00 AM,1,1,,0.013,,0.043,,0.018,,0.002,<-4> [SBL],0.009,,0.011,,0.029,,0.391,,0.38,,0.362,,3.8,,5,,1.8,,13,,42,<1> (CHB),,,13.2,,29.19,,11.09,,8.13,,,<-1> [GDM]
gtmssnut,1/20/2015 11:32:00 AM,1,2,,0.013,,0.045,,0.016,,0.002,<-4> [SBL],0.009,,0.011,,0.027,,0.361,,0.35,,0.334,,3,,3.9,,1.3,,12,,42,<1> (CHB),,,13.2,,29.19,,11.09,,8.13,,,<-1> [GDM]
gtmfmnut,1/20/2015 12:39:00 PM,1,1,,0.016,,0.033,,0.015,,0.002,<-4> [SBL],0.003,,0.005,,0.02,,0.335,,0.33,,0.315,,1.8,,2.2,,0.58,,10,,6,<1> (CHB),,,13.7,,28.32,,10.5,,8.1,,,<-1> [GDM]
gtmfmnut,1/20/2015 12:42:00 PM,1,2,,0.015,,0.032,,0.016,,0.002,<-4> [SBL],0.003,,0.005,,0.021,,0.345,,0.34,,0.324,,1.7,,2.1,,0.55,,11,<1> (CSM),8,<1> (CHB),,,13.7,,28.32,,10.5,,8.1,,,<-1> [GDM]
gtmpcnut,2/17/2015 11:23:00 AM,1,1,,0.032,,0.061,,0.018,,0.004,,0.011,,0.015,,0.033,,0.705,,0.69,,0.672,,5,,5.7,,0.86,,7,,48,<1> (CHB),,,15.1,,16.35,,8.4,,7.52,,0.8,
gtmpcnut,2/17/2015 11:26:00 AM,1,2,,0.033,,0.065,,0.018,,0.004,,0.005,,0.009,,0.027,,0.659,,0.65,,0.632,,5.6,,6.3,,0.82,,9,,60,<1> (CHB),,,15.2,,13.65,,8.74,,7.46,,0.8,
gtmpcnut,2/16/2015 9:30:00 AM,2,1,,0.016,<1> (CHB),0.045,,0.006,,0.002,<1> [SBL] (CHB),0.006,,0.008,,0.014,,0.588,,0.58,,0.574,,1.3,<1> (CHB),2.1,<1> (CHB),1.2,<1> (CHB),14,,,<-2> (CHB),,,13.47,,19.97,,8.1,,7.85,,,
gtmpcnut,2/16/2015 12:00:00 PM,2,1,,0.019,<1> (CHB),0.049,,0.006,,0.002,,0.002,,0.004,<-4> [SBL],0.01,,,<-4> [SCB],0.59,,0.584,,1.9,,2.8,,1.3,,13,,18,<1> (CHB),,,13.61,,16.93,,,<-2> [GDM],7.75,,,
gtmpcnut,2/16/2015 2:30:00 PM,2,1,,0.026,<1> (CHB),0.05,,0.014,,0.004,<1> (CSM),0.003,,0.007,,0.021,,0.597,,0.59,,0.576,,1.1,,1.5,,0.66,,3,<-4> [SBL],62,<1> (CHB),,,14.52,,9.06,,8.65,,7.26,,,
gtmpcnut,2/16/2015 5:00:00 PM,2,1,,0.029,,0.063,,0.014,,0.005,,0,,0.005,,0.019,,0.725,,0.72,,0.706,,1.5,,2.2,<1> (CSM),1.2,,8,,66,<1> (CHB),,,14.62,,7.33,,8.25,,7.15,,,
gtmpcnut,2/16/2015 7:30:00 PM,2,1,,0.028,,0.063,,0.01,,0.004,,0,,0.004,<-4> [SBL],0.014,,,<-4> [SCB],0.58,,0.57,,1.2,,1.6,,0.67,,9,,39,<1> (CHB),,,15.19,,9.99,,8.79,,7.32,,,
gtmpcnut,2/16/2015 10:00:00 PM,2,1,,0.023,,0.046,,0.008,,0.003,,0.001,,0.004,<-4> [SBL],0.012,,,<-4> [SCB],0.52,,0.512,,1.4,,2,,0.95,,4,,26,<1> (CHB),,,15.72,,16.83,,8.64,,7.6,,,
gtmpcnut,2/17/2015 12:30:00 AM,2,1,,0.026,,0.054,,0.014,,0.004,,0,,0.004,<-4> [SBL],0.018,,,<-4> [SCB],0.62,,0.606,,1.5,,2,,0.74,,8,,23,<1> (CHB),,,15.13,,10.31,,8.6,,7.33,,,
gtmpcnut,2/17/2015 3:00:00 AM,2,1,,0.031,,0.05,,0.041,,0.004,<-4> [SBL],0.004,,0.008,,0.049,,0.628,,0.62,,0.579,,0.69,,1.1,,0.69,,6,,20,<1> (CHB),,,15.13,,10.7,,8.33,,7.3,,,
gtmpcnut,2/17/2015 5:30:00 AM,2,1,,0.032,,0.054,,0.037,,0.005,,0.005,,0.01,,0.047,,0.71,,0.7,,0.663,,0.83,,1.4,,0.97,,2,,42,<1> (CHB),,,14.29,,3.97,,7.86,,7.02,,,
gtmpcnut,2/17/2015 8:00:00 AM,2,1,,0.024,,0.062,,0.015,,0.004,,0,,0.004,,0.019,,0.684,,0.68,,0.665,,1.9,,2.9,,1.6,,14,,42,<1> (CHB),,,14.91,,10.24,,8.33,,7.27,,,
gtmpcnut,2/17/2015 10:30:00 AM,2,1,,0.022,,0.051,,0.009,,0.003,,0.001,,0.004,<-4> [SBL],0.013,,,<-4> [SCB],0.53,,0.521,,1.5,,2.5,,1.5,,7,,33,<1> (CHB),,,15.14,,17,,8.09,,7.61,,,
gtmpinut,2/17/2015 9:39:00 AM,1,1,,0.021,,0.045,,0.008,,0.002,<-4> [SBL],0.005,,0.007,,0.015,,0.497,,0.49,,0.482,,2.6,,3.2,,0.8,,8,,220,<1> (CHB),,,13.9,,25.34,,9.4,,7.64,,1.5,
gtmpinut,2/17/2015 9:44:00 AM,1,2,,0.019,,0.043,,0.007,,0.002,<-4> [SBL],0.006,,0.008,,0.015,,0.558,,0.55,,0.543,,2.2,,2.5,,0.5,,9,,68,<1> (CHB),,,13.8,,25.39,,9.69,,7.72,,1.5,
gtmssnut,2/17/2015 9:47:00 AM,1,1,,0.013,,0.035,,0.014,,0.004,,0.006,,0.01,,0.024,,0.33,,0.32,,0.306,,2.7,,3.3,,0.86,,11,,15,<1> (CHB),,,14.1,,30.57,,9.74,,7.81,,1.2,
gtmssnut,2/17/2015 9:51:00 AM,1,2,,0.014,,0.041,,0.019,,0.006,,0.005,,0.011,,0.03,,0.411,,0.4,,0.381,,3.6,,4.7,,1.7,,10,,11,<1> (CHB),,,14.2,,30.77,,9.44,,7.94,,1.2,
gtmfmnut,2/17/2015 11:45:00 AM,1,1,,0.01,,0.029,,0.005,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.009,,,<-4> [SCB],0.33,,0.325,,1.8,,2.1,,0.4,<-4> [SBL],10,,7,<1> (CHB),,,14.8,,31.92,,9.09,,7.89,,1.4,
gtmfmnut,2/17/2015 11:56:00 AM,1,2,,0.01,,0.027,,0.004,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.008,,,<-4> [SCB],0.32,,0.316,,1.6,,1.8,,0.4,<-4> [SBL],7,,2,<1> (CHB),,,14.8,,31.98,,9.02,,8.03,,1.4,
gtmpcnut,3/17/2015 9:32:00 AM,1,1,,0.042,,0.082,,0.007,,0.003,,0.001,,0.004,<-4> [SBL],0.011,,,<-4> [SCB],0.81,,0.803,,11,,12,,1.8,,6,,23,<1> (CHB),,,22.9,,16.79,,5.39,,6.9,,0.4,
gtmpcnut,3/17/2015 9:50:00 AM,1,2,,0.042,,0.084,,0.006,,0.003,,0.001,,0.004,<-4> [SBL],0.01,,,<-4> [SCB],0.88,,0.874,,11,,12,,1.8,,9,,10,<1> (CHB),,,23.1,,15.88,,5.38,,7.54,,0.4,
gtmpcnut,3/16/2015 8:30:00 AM,2,1,,0.043,<1> (CHB),0.084,,0.027,,0.004,<1> (CHB),0.001,,0.005,,0.032,,0.675,,0.67,,0.643,,11,<1> (CHB),12,<1> (CHB),2.1,<1> (CHB),6,,,<-2> (CHB),,,23.87,,15.68,,5.04,,7.53,,,
gtmpcnut,3/16/2015 11:00:00 AM,2,1,,0.043,,0.084,,0.05,,0.003,,0.002,,0.005,,0.055,,0.595,,0.59,,0.54,,4,,7.4,,5.5,,17,,16,<1> (CHB),,,23.78,,16.11,,3.94,,7.42,,,
gtmpcnut,3/16/2015 1:30:00 PM,2,1,,0.041,,0.1,,0.055,,0.003,,0.004,,0.007,,0.062,,0.637,,0.63,,0.575,,4.1,,8.4,,7,,25,,16,<1> (CHB),,,24.23,,13.76,,3.67,,7.31,,,
gtmpcnut,3/16/2015 4:00:00 PM,2,1,,0.047,,0.098,,0.11,,0.004,,0.01,,0.014,,0.124,,0.674,,0.66,,0.55,,2.3,,5.2,,4.7,,24,,10,<1> (CHB),,,24.16,,13.28,,4.65,,7.29,,,
gtmpcnut,3/16/2015 6:30:00 PM,2,1,,0.038,,0.087,,0.033,,0.003,,0.03,,0.033,,0.066,,0.613,,0.58,,0.547,,4.9,,8.7,,6,,21,,18,<1> (CHB),,,25.96,,12.29,,7.25,,7.71,,,
gtmpcnut,3/16/2015 9:00:00 PM,2,1,,0.036,,0.21,,0.028,,0.003,,0.001,,0.004,<-4> [SBL],0.032,,,<-4> [SCB],1.1,,1.072,,5.4,,8.7,,5.2,,88,,20,<1> (CHB),,,25.2,,14.2,,5.69,,7.53,,,
gtmpcnut,3/17/2015 11:30:00 PM,2,1,,0.048,,0.15,,0.067,,0.003,,0.004,,0.007,,0.074,,0.857,,0.85,,0.783,,2.9,,5.5,,4.3,,54,,16,<1> (CHB),,,25.21,,14.57,,5.04,,7.48,,,
gtmpcnut,3/17/2015 2:00:00 AM,2,1,,0.05,,0.16,,0.11,,0.006,,0.005,,0.011,,0.121,,0.951,,0.94,,0.83,,2,,4,,3.2,,63,,33,<1> (CHB),,,25.35,,13.08,,4.34,,7.36,,,
gtmpcnut,3/17/2015 4:30:00 AM,2,1,,0.041,,0.1,,0.033,,0.003,,0.001,,0.004,<-4> [SBL],0.037,,,<-4> [SCB],0.71,,0.677,,6,,15,,14,,39,,18,<1> (CHB),,,24.12,,9.27,,5.76,,7.39,,,
gtmpcnut,3/17/2015 7:00:00 AM,2,1,,0.038,,0.21,,0.021,,0.002,<1> (CSM),0.002,,0.004,<-4> [SBL],0.025,,,<-4> [SCB],1.4,,1.379,,14,,31,,28,,107,,38,<1> (CHB),,,23.25,,17.38,,5.22,,7.6,,,
gtmpcnut,3/17/2015 9:30:00 AM,2,1,,0.038,,0.19,,0.016,,0.002,,0.002,,0.004,<-4> [SBL],0.02,,,<-4> [SCB],1.4,,1.384,,6.2,,9.5,,5.1,,106,,31,<1> (CHB),,,23.15,,16.89,,5.13,,7.58,,,
gtmpinut,3/17/2015 10:15:00 AM,1,1,,0.022,,0.059,,0.018,,0.002,<-4> [SBL],0.004,,0.006,,0.024,,0.686,,0.68,,0.662,,8.3,,9.6,,1.6,,15,,2,<1> (CHB),,,22.7,,22,,6.18,,7.78,,1.5,
gtmpinut,3/17/2015 10:22:00 AM,1,2,,0.022,,0.055,,0.014,,0.002,<-4> [SBL],0.005,,0.007,,0.021,,0.747,,0.74,,0.726,,10,,12,,1.9,,11,,2,<1> (CHB),,,22.7,,22,,6.18,,7.78,,1.5,
gtmssnut,3/17/2015 9:00:00 AM,1,1,,0.016,,0.045,,0.055,,0.008,,0.006,,0.014,,0.069,,0.694,,0.68,,0.625,,4.6,,6.1,,2.3,,17,,18,<1> (CHB),,,20.3,,29.18,,6.01,,7.98,,0.8,
gtmssnut,3/17/2015 9:12:00 AM,1,2,,0.017,,0.05,,0.064,,0.009,,0.004,,0.013,,0.077,,0.653,,0.64,,0.576,,4,,5.3,,2,,17,,15,<1> (CHB),,,20.3,,29.18,,6.01,,7.98,,0.8,
gtmfmnut,3/17/2015 7:53:00 AM,1,1,,0.017,,0.05,,0.021,,0.002,<-4> [SBL],0.007,,0.009,,0.03,,0.329,,0.32,,0.299,,2.8,<1> (CSM),3.8,<1> (CSM),1.4,<1> (CSM),13,<1> (CSM),2,<1> (CHB),,,21.6,,29.85,,5.86,,7.98,,,<-1> [GDM]
gtmfmnut,3/17/2015 8:10:00 AM,1,2,,0.016,,0.041,,0.02,,0.002,<-4> [SBL],0.002,,0.004,,0.024,,0.314,,0.31,,0.29,,2.7,,3.4,,1.1,,13,,3,<1> (CHB),,,21.6,,29.85,,5.86,,7.98,,,<-1> [GDM]
gtmpcnut,4/15/2015 8:53:00 AM,1,1,,0.051,,0.098,,0.047,,0.003,,0.011,,0.014,,0.061,,0.894,,0.88,,0.833,,9.7,,12,,2.5,,8,,300,<1> (CHB),,,24.8,,7.97,,5.64,,7.07,,0.5,
gtmpcnut,4/15/2015 9:00:00 AM,1,2,,0.051,,0.1,,0.044,,0.003,,0.012,,0.015,,0.059,,0.895,,0.88,,0.836,,7.7,,9.3,,2.2,,17,<1> (CSM),330,<1> (CHB),,,24.4,,4.52,,5.4,,6.97,,0.5,
gtmpcnut,4/14/2015 8:30:00 AM,2,1,,0.046,<1> (CHB),0.092,,0.073,,0.002,<1> [SBL] (CHB),0.006,,0.008,,0.081,,0.718,,0.71,,0.637,,7.6,<1> (CHB),11,<1> (CHB),4.8,<1> (CHB),21,,,<-2> (CHB),,,24.71,,14.73,,4.22,,7.36,,,
gtmpcnut,4/14/2015 11:00:00 AM,2,1,,0.066,,0.13,,0.045,,0.003,<-4> [SBL],0.031,,0.034,,0.079,,0.864,,0.83,,0.785,,5.3,,8.8,,5.3,,32,,560,<1> (CHB),,,23.1,,1.98,,4.34,,6.99,,,
gtmpcnut,4/14/2015 1:30:00 PM,2,1,,0.06,,0.11,,0.017,,0.003,<-4> [SBL],0.026,,0.029,,0.046,,0.689,,0.66,,0.643,,2.4,,4.1,,2.6,,16,,960,<1> (CHB),,,23.47,,0.66,,,<-2> [GDM],6.84,,,
gtmpcnut,4/14/2015 4:00:00 PM,2,1,,0.06,,0.15,,0.025,,0.003,<-4> [SBL],0.025,,0.028,,0.053,,1.028,,1,,0.975,,4.2,,8.5,,6.8,,34,,1000,<1> (CHB),,,24.81,,0.79,,5.4,,6.8,,,
gtmpcnut,4/14/2015 6:30:00 PM,2,1,,0.061,,0.15,,0.034,,0.003,<-4> [SBL],0.029,,0.032,,0.066,,0.912,,0.88,,0.846,,9.2,,15,,8.9,,43,,700,<1> (CHB),,,25.86,,1.59,,5.63,,7.01,,,
gtmpcnut,4/14/2015 9:00:00 PM,2,1,,0.061,,0.13,,0.024,,0.003,<-4> [SBL],0.027,,0.03,,0.054,,0.83,,0.8,,0.776,,3.7,,7.2,,5.5,,34,,700,<1> (CHB),,,25.52,,1.52,,5.57,,7,,,
gtmpcnut,4/15/2015 11:30:00 PM,2,1,,0.052,,0.1,,0.03,,0.003,<-4> [SBL],0.016,,0.019,,0.049,,0.859,,0.84,,0.81,,1.1,<-4> [SBL],2.5,,2.2,,12,,850,<1> (CHB),,,23.77,,0.48,,4.88,,6.65,,,
gtmpcnut,4/15/2015 2:00:00 AM,2,1,,0.048,,0.092,,0.03,,0.003,<-4> [SBL],0.01,,0.013,,0.043,,0.843,,0.83,,0.8,,1,,2,,1.6,,8,,820,<1> (CHB),,,23.04,,0.45,,4.34,,6.57,,,
gtmpcnut,4/15/2015 4:30:00 AM,2,1,,0.05,,0.1,,0.036,,0.003,<-4> [SBL],0.012,,0.015,,0.051,,0.985,,0.97,,0.934,,1.8,,3.1,,2.2,,14,,630,<1> (CHB),,,22.78,,0.43,,4.68,,6.54,,,
gtmpcnut,4/15/2015 7:00:00 AM,2,1,,0.049,,0.14,,0.042,,0.003,<-4> [SBL],0.014,,0.017,,0.059,,0.987,,0.97,,0.928,,12,,16,,6.8,,56,,590,<1> (CHB),,,23.9,,2.94,,4.59,,6.79,,,
gtmpcnut,4/15/2015 9:30:00 AM,2,1,,0.048,,0.14,,0.05,,0.002,<-4> [SBL],0.005,,0.007,,0.057,,0.917,,0.91,,0.86,,10,,16,,9.4,,45,,200,<1> (CHB),,,25.37,,13.64,,4.23,,7.3,,,
gtmpinut,4/15/2015 8:05:00 AM,1,1,,0.024,,0.055,,0.073,<1> [SRD],0.002,<-4> [SBL],0.01,,0.012,,0.085,,0.632,,0.62,,0.547,,7.4,,9.2,,2.6,,16,<1> (CSM),2,<1> (CHB),,,25.4,,22.89,,4.89,,7.52,,1,
gtmpinut,4/15/2015 8:09:00 AM,1,2,,0.023,,0.06,,0.085,<1> [SRD],0.002,<-4> [SBL],0.009,,0.011,,0.096,,0.651,,0.64,,0.555,,7.5,,9.8,,3.5,,16,,3,<1> (CHB),,,25.4,,22.89,,4.89,,7.52,,1,
gtmssnut,4/15/2015 9:30:00 AM,1,1,,0.031,,0.067,,0.097,<1> [SRD],0.008,,0.027,,0.035,,0.132,,0.505,,0.47,,0.373,,3.7,,5.1,,2.2,,19,,25,<1> (CHB),,,23.6,,25.45,,4.98,,7.72,,0.8,
gtmssnut,4/15/2015 9:45:00 AM,1,2,,0.028,,0.057,<1> (CUS),0.083,<1> [SRD],0.006,,0.023,,0.029,,0.112,,0.489,,0.46,<1> (CUS),0.377,,3,,4.4,,2.1,,19,,20,<1> (CHB),,,23.6,,25.45,,4.98,,7.72,,0.8,
gtmfmnut,4/15/2015 11:50:00 AM,1,1,,0.016,,0.039,,0.034,,0.002,<-4> [SBL],0.005,,0.007,,0.041,,0.387,,0.38,,0.346,,3.7,,4.5,,1.1,,14,,2,<1> (CHB),,,23.5,,25.61,,5.84,,7.86,,1,
gtmfmnut,4/15/2015 11:53:00 AM,1,2,,0.014,,0.038,,0.032,,0.002,<-4> [SBL],0.005,,0.007,,0.039,,0.427,,0.42,,0.388,,3.3,,4,,0.98,,14,,3,<1> (CHB),,,23.5,,25.61,,5.84,,7.86,,1,
gtmpcnut,5/14/2015 9:12:00 AM,1,1,,0.036,,0.081,,0.022,,0.002,,0.006,,0.008,,0.03,,0.668,,0.66,,0.638,,11,,14,,3.9,,14,,3,<1> (CHB),,,28,,22.02,,4.43,,7.66,,0.9,
gtmpcnut,5/14/2015 9:16:00 AM,1,2,,0.037,,0.09,,0.026,,0.002,,0.006,,0.008,,0.034,,0.708,,0.7,,0.674,,10,,12,,2.8,,15,,3,<1> (CHB),,,28.1,,21.44,,4.35,,7.61,,0.9,
gtmpcnut,5/13/2015 8:30:00 AM,2,1,,0.03,<1> (CHB),0.1,,0.034,,0.002,<1> (CHB),0.008,,0.01,,0.044,,0.82,,0.81,,0.776,,11,<1> (CSM),19,<1> (CSM),12,<1> (CSM),34,,,<-2> (CHB),,,28.42,,19.33,,4.32,,7.44,,,
gtmpcnut,5/13/2015 11:00:00 AM,2,1,,0.054,,0.1,,0.051,,0.016,<1> [SCC],-0.003,<-3> [SNV],0.013,<1> [SCC],0.064,,0.733,,0.72,,0.669,,6.4,,9.4,,4.5,,12,,2,<1> (CHB),,,28.51,,19.02,,4.05,,,<-2> [GDM],,
gtmpcnut,5/13/2015 1:30:00 PM,2,1,,0.046,,0.11,,0.1,,0.004,,0.014,,0.018,,0.118,,0.798,,0.78,,0.68,,5.1,,8.2,,4.9,,24,,2,<1> (CHB),,,28.74,,17.16,,3.03,,7.37,,,
gtmpcnut,5/13/2015 4:00:00 PM,2,1,,0.04,,0.11,,0.078,,0.003,,0.013,,0.016,,0.094,,0.776,,0.76,,0.682,,8.3,,14,,8.7,,27,,2,<1> (CHB),,,30.13,,10.9,,5.83,,7.42,,,
gtmpcnut,5/13/2015 6:30:00 PM,2,1,,0.032,,0.1,,0.005,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.009,,,<-4> [SCB],0.69,,0.685,,12,,17,,6.7,,34,,2,<1> (CHB),,,30.09,,18.51,,6.04,,7.74,,,
gtmpcnut,5/13/2015 9:00:00 PM,2,1,,0.033,,0.17,,0.005,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.009,,,<-4> [SCB],1,,0.995,,17,,26,,15,,107,,2,<1> (CHB),,,30.01,,20.08,,6.11,,7.81,,,
gtmpcnut,5/14/2015 11:30:00 PM,2,1,,0.038,,0.097,,0.039,,0.002,,0.003,,0.005,,0.044,,0.695,,0.69,,0.651,,7.3,,12,,7.1,,32,,2,<1> (CHB),,,29.91,,18.49,,5.01,,7.63,,,
gtmpcnut,5/14/2015 2:00:00 AM,2,1,,0.045,,0.15,,0.091,,0.004,,0.011,,0.015,,0.106,,1.005,,0.99,,0.899,,6.6,,11,,6.7,,44,,2,<1> (CHB),,,29.65,,16.61,,4.34,,7.51,,,
gtmpcnut,5/14/2015 4:30:00 AM,2,1,,0.036,,0.091,,0.042,,0.003,,0.002,,0.005,,0.047,,0.625,,0.62,,0.578,,7.3,,11,,5,,14,,5,<1> (CHB),,,28.17,,12.05,,4.79,,7.38,,,
gtmpcnut,5/14/2015 7:00:00 AM,2,1,,0.04,,0.14,,0.038,,0.002,<-4> [SBL],0.006,,0.008,,0.046,,0.898,,0.89,,0.852,,12,,19,,10,,50,,8,<1> (CHB),,,28.12,,21.25,,4.34,,7.65,,,
gtmpcnut,5/14/2015 9:30:00 AM,2,1,,0.036,,0.14,,0.026,,0.002,<-4> [SBL],0.005,,0.007,,0.033,,0.857,,0.85,,0.824,,9.9,,13,,5.3,,36,,3,<1> (CHB),,,28.05,,22.66,,4.47,,7.72,,,
gtmpinut,5/14/2015 7:53:00 AM,1,1,,0.03,,0.064,<1> [SRD],0.056,,0.002,,0.009,,0.011,,0.067,,0.661,,0.65,,0.594,,4.9,,6.5,,2.4,,14,,3,<1> (CHB),,,27.8,,31.91,,3.98,,7.53,,,<-1> [GDM]
gtmpinut,5/14/2015 7:58:00 AM,1,2,,0.039,,0.075,<1> [SRD],0.055,,0.002,,0.007,,0.009,,0.064,,0.619,,0.61,,0.555,,4,,6.1,,3.3,,14,,2,<1> (CHB),,,27.8,,31.81,,3.98,,7.53,,,<-1> [GDM]
gtmssnut,5/14/2015 9:20:00 AM,1,1,,0.029,,0.067,,0.075,,0.004,,0.024,,0.028,,0.103,,0.588,,0.56,,0.485,,4.4,,6,,2.3,,21,,18,<1> (CHB),,,26,,33.44,,4.48,,7.53,,,<-1> [GDM]
gtmssnut,5/14/2015 9:25:00 AM,1,2,,0.031,,0.069,,0.08,,0.005,,0.025,,0.03,,0.11,,0.58,,0.55,,0.47,,3.9,,5.3,,2.1,,21,<1> (CSM),30,<1> (CHB),,,26,,33.44,,4.48,,7.75,,,<-1> [GDM]
gtmfmnut,5/14/2015 10:22:00 AM,1,1,,0.018,,0.045,,0.038,<1> (CUS),0.002,<-4> [SBL],0.005,,0.007,<1> (CUS),0.045,,0.377,,0.37,,0.332,,4.7,,5.8,,1.5,,12,<1> (CSM),3,<1> (CHB),,,26.1,,33.46,,4.69,,7.86,,,<-1> [GDM]
gtmfmnut,5/14/2015 10:28:00 AM,1,2,,0.017,,0.049,,0.037,,0.002,<-4> [SBL],0.004,,0.006,,0.043,,0.276,,0.27,,0.233,,4.5,,5.6,,1.6,,12,,2,<1> (CHB),,,26.1,,33.46,,4.69,,7.86,,,<-1> [GDM]
