Station Code,DateTimeStamp,Monitoring Program,REP,F_Record,PO4F_C,PO4F,F_PO4F,TDP_C,TDP,F_TDP,TP_C,TP,F_TP,PHOSP_C,PHOSP,F_PHOSP,NH4F_C,NH4F,F_NH4F,NO2F_C,NO2F,F_NO2F,NO3F_C,NO3F,F_NO3F,NO23F_C,NO23F,F_NO23F,DIN_C,DIN,F_DIN,TDN_C,TDN,F_TDN,TN_C,TN,F_TN,PN_C,PN,F_PN,UncCHLa_N_C,UncCHLa_N,F_UncCHLa_N,CHLA_N_C,CHLA_N,F_CHLA_N,PHEA_C,PHEA,F_PHEA,POC_C,POC,F_POC,SiO4F_C,SiO4F,F_SiO4F,TSS_C,TSS,F_TSS,WTEM_N_C,WTEM_N,F_WTEM_N,SALT_N_C,SALT_N,F_SALT_N,DO_N_C,DO_N,F_DO_N,PH_N_C,PH_N,F_PH_N,TURB_N_C,TURB_N,F_TURB_N,COLOR_C,COLOR,F_COLOR,SECCHI_C,SECCHI,F_SECCHI,IRR0_N_C,IRR0_N,F_IRR0_N,IRR1_N_C,IRR1_N,F_IRR1_N,Kd_N_C,Kd_N,F_Kd_N
gtmpcnut,1/10/2005 14:15,2,1,,,0.022,<4>,,0.045,<4>,,0.079,<4>,C,0.034,<4>,,0.031,<4>,B,0.0014,<4>,B - C,,<4>,B,0.0014,<4>,B - C,,<4>,,0.1731,<4>,,0.2626,<4>,C,0.0895,<4>,,6.4,<4>,,,<4>,M,,<4>,,2.92,<4>,,3.322,<4>,M,,<4>,M,,<4>,,23,<4>,M,,<4>,M,,<4>,,6.3,<4>,,35,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,1/10/2005 16:45,2,1,,,0.025,<4>,,0.045,<4>,,0.079,<4>,C,0.034,<4>,,0.112,<4>,B,0.0014,<4>,B - C,,<4>,B,0.0014,<4>,B - C,,<4>,,0.1947,<4>,,0.2525,<4>,C,0.0578,<4>,,5.5,<4>,,,<4>,M,,<4>,,1.55,<4>,,5.305,<4>,M,,<4>,M,,<4>,,16,<4>,M,,<4>,M,,<4>,,5.3,<4>,,48,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,1/10/2005 19:15,2,1,,,0.027,<4>,,0.044,<4>,,0.074,<4>,C,0.03,<4>,,0.045,<4>,B,0.0014,<4>,B - C,,<4>,B,0.0014,<4>,B - C,,<4>,,0.2134,<4>,,0.2252,<4>,C,0.0118,<4>,,3,<4>,,,<4>,M,,<4>,,2.17,<4>,,6.03,<4>,M,,<4>,M,,<4>,,12,<4>,M,,<4>,M,,<4>,,4.8,<4>,,52,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,1/10/2005 21:45,2,1,,,0.021,<4>,,0.044,<4>,,0.072,<4>,C,0.028,<4>,B,0.008,<4>,B,0.0014,<4>,B - C,,<4>,,0.0022,<4>,B - C,,<4>,,0.1932,<4>,,0.2064,<4>,C,0.0132,<4>,,4.1,<4>,,,<4>,M,,<4>,,1.6,<4>,,4.161,<4>,M,,<4>,M,,<4>,,19,<4>,M,,<4>,M,,<4>,,4.7,<4>,,42,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,1/11/2005 0:15,2,1,,,0.019,<4>,,0.049,<4>,,0.072,<4>,C,0.023,<4>,,0.034,<4>,B,0.0014,<4>,B - C,,<4>,,0.0015,<4>,C,0.036,<4>,,0.1903,<4>,,0.2473,<4>,C,0.057,<4>,,3.2,<4>,,,<4>,M,,<4>,,1.56,<4>,,3.005,<4>,M,,<4>,M,,<4>,,23,<4>,M,,<4>,M,,<4>,,4.2,<4>,,36,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,1/11/2005 2:45,2,1,,,0.019,<4>,,0.051,<4>,,0.069,<4>,C,0.018,<4>,B,0.008,<4>,B,0.0014,<4>,B - C,,<4>,,0.0032,<4>,B - C,,<4>,,0.237,<4>,,0.2555,<4>,C,0.0185,<4>,,3.6,<4>,,,<4>,M,,<4>,,1.52,<4>,,4.402,<4>,M,,<4>,M,,<4>,,16,<4>,M,,<4>,M,,<4>,,3.1,<4>,,49,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,1/11/2005 5:15,2,1,,,0.028,<4>,,0.067,<4>,,0.069,<4>,C,0.002,<4>,B,0.008,<4>,,0.0014,<4>,C,0.0023,<4>,,0.0037,<4>,B - C,,<4>,,0.2139,<4>,,0.2544,<4>,C,0.0405,<4>,,2.9,<4>,,,<4>,M,,<4>,,1.43,<4>,,6.429,<4>,M,,<4>,M,,<4>,,12,<4>,M,,<4>,M,,<4>,,2.9,<4>,,54,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,1/11/2005 7:45,2,1,,,0.027,<4>,,0.067,<4>,,0.073,<4>,C,0.006,<4>,,0.01,<4>,,0.0014,<4>,C,0.0025,<4>,,0.0039,<4>,C,0.014,<4>,,0.2268,<4>,,0.2568,<4>,C,0.03,<4>,,4,<4>,,,<4>,M,,<4>,,1.23,<4>,,6.356,<4>,M,,<4>,M,,<4>,,11,<4>,M,,<4>,M,,<4>,,3.1,<4>,,55,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,1/11/2005 10:15,2,1,,,0.022,<4>,,0.066,<4>,,0.075,<4>,C,0.009,<4>,,0.028,<4>,B,0.0014,<4>,B - C,,<4>,,0.0019,<4>,C,0.03,<4>,,0.2002,<4>,,0.2203,<4>,C,0.0201,<4>,,10.4,<4>,,,<4>,M,,<4>,,2.01,<4>,,3.677,<4>,M,,<4>,M,,<4>,,20,<4>,M,,<4>,M,,<4>,,5.2,<4>,,38,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,2/7/2005 8:30,2,1,,,0.008,<4>,,0.028,<4>,,0.039,<4>,C,0.011,<4>,,0.027,<4>,B,0.0014,<4>,B - C,,<4>,,0.0019,<4>,C,0.029,<4>,,0.2507,<4>,,0.3045,<4>,C,0.0538,<4>,,1.8,<4>,,1.2,<4>,,1,<4>,,1.78,<4>,,1.157,<4>,M,,<4>,M,,<4>,,27,<4>,M,,<4>,M,,<4>,,2,<4>,,26,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,2/7/2005 11:00,2,1,,,0.009,<4>,,0.033,<4>,,0.037,<4>,C,0.004,<4>,B,0.008,<4>,B,0.0014,<4>,B - C,,<4>,B,0.0014,<4>,B - C,,<4>,,0.2493,<4>,,0.3361,<4>,C,0.0868,<4>,,1.8,<4>,,1.3,<4>,,0.9,<4>,,1.47,<4>,,1.038,<4>,M,,<4>,M,,<4>,,28,<4>,M,,<4>,M,,<4>,,3.8,<4>,,21,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpinut,2/7/2005 11:40,1,1,,,0.002,<4>,,0.023,<4>,,0.05,<4>,C,0.027,<4>,,0.02,<4>,B,0.0014,<4>,B - C,,<4>,,0.0031,<4>,C,0.023,<4>,,0.3122,<4>,,0.5398,<4>,C,0.2276,<4>,,2.8,<4>,,2,<4>,,1.4,<4>,,2.93,<4>,,1.198,<4>,,42,<4>,,12.7,<4>,,28.1,<4>,,8.6,<4>,,7.7,<4>,,3.6,<4>,,13,<4>,,0.8,<4>,,1450,<4>,,278.6,<4>,C,1.65,<4>
gtmpinut,2/7/2005 11:41,1,2,,B,0.002,<4>,,0.031,<4>,,0.043,<4>,C,0.012,<4>,,0.02,<4>,B,0.0014,<4>,B - C,,<4>,,0.0031,<4>,C,0.023,<4>,,0.2058,<4>,,0.4512,<4>,C,0.2454,<4>,,2.4,<4>,,2.1,<4>,,0.5,<4>,,2.15,<4>,,1.285,<4>,,45,<4>,,12.7,<4>,,28.1,<4>,,8.6,<4>,,7.7,<4>,,3.8,<4>,,15,<4>,,0.8,<4>,,1450,<4>,,278.6,<4>,C,1.65,<4>
gtmssnut,2/7/2005 13:00,1,1,,,0.002,<4>,,0.028,<4>,,0.035,<4>,C,0.007,<4>,,0.028,<4>,,0.0014,<4>,C,0.0051,<4>,,0.0065,<4>,C,0.035,<4>,,0.2759,<4>,,0.3705,<4>,C,0.0946,<4>,,2,<4>,,1.7,<4>,,0.6,<4>,,1.24,<4>,,0.771,<4>,,47,<4>,,13.1,<4>,,29.6,<4>,,8.9,<4>,,7.9,<4>,,4.4,<4>,,9,<4>,,1,<4>,,1441,<4>,,429,<4>,C,1.212,<4>
gtmssnut,2/7/2005 13:01,1,2,,,0.002,<4>,,0.029,<4>,,0.031,<4>,C,0.002,<4>,,0.036,<4>,,0.0019,<4>,C,0.008,<4>,,0.0099,<4>,C,0.046,<4>,,0.3401,<4>,,0.3656,<4>,C,0.0255,<4>,,2.1,<4>,,1.9,<4>,,0.4,<4>,,1.57,<4>,,0.643,<4>,,35,<4>,,13.1,<4>,,29.6,<4>,,8.9,<4>,,7.9,<4>,,4.7,<4>,,7,<4>,,1,<4>,,1441,<4>,,429,<4>,C,1.212,<4>
gtmpcnut,2/7/2005 13:30,2,1,,,0.011,<4>,,0.035,<4>,,0.051,<4>,C,0.016,<4>,,0.02,<4>,B,0.0014,<4>,B - C,,<4>,B,0.0014,<4>,B - C,,<4>,,0.2327,<4>,,0.3371,<4>,C,0.1044,<4>,,3.4,<4>,,2.8,<4>,,1.1,<4>,,2.05,<4>,,1.784,<4>,M,,<4>,M,,<4>,,22,<4>,M,,<4>,M,,<4>,,3.5,<4>,,33,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmfmnut,2/7/2005 13:45,1,1,,B,0.002,<4>,,0.006,<4>,,0.027,<4>,C,0.021,<4>,B,0.008,<4>,B,0.0014,<4>,B - C,,<4>,,0.0014,<4>,B - C,,<4>,,0.1357,<4>,,0.3278,<4>,C,0.1921,<4>,,1.2,<4>,,1.1,<4>,,0.2,<4>,,1.49,<4>,,0.475,<4>,,32,<4>,,13.5,<4>,,30.2,<4>,,9,<4>,,7.9,<4>,,3.1,<4>,,8,<4>,,1.2,<4>,,1518,<4>,,524.6,<4>,C,1.062,<4>
gtmfmnut,2/7/2005 13:46,1,2,,B,0.002,<4>,,0.003,<4>,,0.021,<4>,C,0.018,<4>,,0.008,<4>,B,0.0014,<4>,B - C,,<4>,,0.0014,<4>,C,0.009,<4>,,0.2002,<4>,,0.255,<4>,C,0.0548,<4>,,1.2,<4>,,0.4,<4>,,1.4,<4>,,1.54,<4>,,0.479,<4>,,34,<4>,,13.5,<4>,,30.2,<4>,,9,<4>,,7.9,<4>,,2.6,<4>,,8,<4>,,1.2,<4>,,1518,<4>,,524.6,<4>,C,1.062,<4>
gtmpcnut,2/7/2005 14:00,1,1,,,0.009,<4>,,0.033,<4>,,0.044,<4>,C,0.011,<4>,,0.02,<4>,B,0.0014,<4>,B - C,,<4>,B,0.0014,<4>,B - C,,<4>,,0.3896,<4>,,0.5286,<4>,C,0.139,<4>,,3.8,<4>,,3.4,<4>,,0.9,<4>,,2.49,<4>,,2.431,<4>,,25,<4>,,15.1,<4>,,18,<4>,,8.8,<4>,,7.7,<4>,,3.4,<4>,,39,<4>,,1.1,<4>,,1276,<4>,,144.9,<4>,C,2.175,<4>
gtmpcnut,2/7/2005 14:01,1,2,,,0.007,<4>,,0.032,<4>,,0.042,<4>,C,0.01,<4>,,0.024,<4>,B,0.0014,<4>,B - C,,<4>,B,0.0014,<4>,B - C,,<4>,,0.3358,<4>,,0.46,<4>,C,0.1242,<4>,,4,<4>,,3.5,<4>,,1,<4>,,2.04,<4>,,2.743,<4>,,17,<4>,,15.1,<4>,,18,<4>,,8.8,<4>,,7.7,<4>,,2.2,<4>,,38,<4>,,1.1,<4>,,1276,<4>,,144.9,<4>,C,2.175,<4>
gtmpcnut,2/7/2005 16:00,2,1,,,0.014,<4>,,0.036,<4>,,0.052,<4>,C,0.016,<4>,,0.015,<4>,B,0.0014,<4>,B - C,,<4>,B,0.0014,<4>,B - C,,<4>,,0.2902,<4>,,0.3054,<4>,C,0.0152,<4>,,5.2,<4>,,4.1,<4>,,2.1,<4>,,2.16,<4>,,3.704,<4>,M,,<4>,M,,<4>,,14,<4>,M,,<4>,M,,<4>,,4.3,<4>,,54,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,2/7/2005 18:30,2,1,,,0.013,<4>,,0.036,<4>,,0.045,<4>,C,0.009,<4>,,0.008,<4>,B,0.0014,<4>,B - C,,<4>,,0.0014,<4>,C,0.009,<4>,,0.2767,<4>,,0.3388,<4>,C,0.0621,<4>,,2.8,<4>,,2.1,<4>,,1.3,<4>,,1.5,<4>,,3.417,<4>,M,,<4>,M,,<4>,,17,<4>,M,,<4>,M,,<4>,,3.2,<4>,,48,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,2/7/2005 21:00,2,1,,,0.01,<4>,,0.035,<4>,,0.043,<4>,C,0.008,<4>,,0.019,<4>,B,0.0014,<4>,B - C,,<4>,B,0.0014,<4>,B - C,,<4>,,0.3259,<4>,,0.3449,<4>,C,0.019,<4>,,2,<4>,,1.7,<4>,,0.6,<4>,,1.48,<4>,,1.676,<4>,M,,<4>,M,,<4>,,24,<4>,M,,<4>,M,,<4>,,3.9,<4>,,32,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,2/7/2005 23:30,2,1,,,0.012,<4>,,0.03,<4>,,0.042,<4>,C,0.012,<4>,,0.013,<4>,B,0.0014,<4>,B - C,,<4>,,0.0015,<4>,C,0.015,<4>,,0.2859,<4>,,0.3107,<4>,C,0.0248,<4>,,2.2,<4>,,1.6,<4>,,1.1,<4>,,1.48,<4>,,1.944,<4>,M,,<4>,M,,<4>,,23,<4>,M,,<4>,M,,<4>,,4,<4>,,35,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,2/8/2005 2:00,2,1,,,0.015,<4>,,0.034,<4>,,0.046,<4>,C,0.012,<4>,,0.008,<4>,,0.0018,<4>,C,0.0015,<4>,,0.0033,<4>,C,0.011,<4>,,0.3128,<4>,,0.3183,<4>,C,0.0055,<4>,,2.4,<4>,,1.9,<4>,,1,<4>,,1.54,<4>,,4.128,<4>,M,,<4>,M,,<4>,,14,<4>,M,,<4>,M,,<4>,,2.8,<4>,,53,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,2/8/2005 4:30,2,1,,,0.016,<4>,,0.038,<4>,,0.048,<4>,C,0.01,<4>,,0.011,<4>,,0.0019,<4>,C,0.0001,<4>,,0.002,<4>,C,0.013,<4>,,0.2653,<4>,,0.3248,<4>,C,0.0595,<4>,,5.6,<4>,,4.7,<4>,,1.7,<4>,,1.91,<4>,,4.786,<4>,M,,<4>,M,,<4>,,12,<4>,M,,<4>,M,,<4>,,3.6,<4>,,54,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,2/8/2005 7:00,2,1,,,0.015,<4>,,0.038,<4>,,0.042,<4>,C,0.004,<4>,,0.011,<4>,,0.002,<4>,C,0,<4>,,0.002,<4>,C,0.013,<4>,,0.2673,<4>,,0.3743,<4>,C,0.107,<4>,,10.9,<4>,,9.9,<4>,,2,<4>,,1.58,<4>,,3.206,<4>,M,,<4>,M,,<4>,,17,<4>,M,,<4>,M,,<4>,,3.4,<4>,,45,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,2/8/2005 9:30,2,1,,,0.011,<4>,,0.032,<4>,,0.044,<4>,C,0.012,<4>,B,0.008,<4>,,0.002,<4>,C,0.0048,<4>,,0.0068,<4>,B - C,,<4>,,0.2657,<4>,,0.3347,<4>,C,0.069,<4>,,1.9,<4>,,1.2,<4>,,1.2,<4>,,1.65,<4>,,1.082,<4>,M,,<4>,M,,<4>,,28,<4>,M,,<4>,M,,<4>,,2.5,<4>,,22,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,3/7/2005 7:00,2,1,,,0.019,<4>,,0.04,<4>,,0.071,<4>,C,0.031,<4>,,0.051,<4>,B,0.0014,<4>,B - C,,<4>,,0.0024,<4>,C,0.053,<4>,,0.4799,<4>,,0.6729,<4>,C,0.193,<4>,,9.1,<4>,,5.6,<4>,,6.3,<4>,,2.69,<4>,,1.457,<4>,M,,<4>,M,,<4>,,15,<4>,M,,<4>,M,,<4>,,8.9,<4>,,108,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpcnut,3/7/2005 9:30,2,1,,,0.021,<4>,,0.038,<4>,,0.088,<4>,C,0.05,<4>,,0.01,<4>,B,0.0014,<4>,B - C,,<4>,B,0.0014,<4>,B - C,,<4>,,0.4871,<4>,,0.6397,<4>,C,0.1526,<4>,,20.3,<4>,,16.6,<4>,,6.8,<4>,,3.28,<4>,,2.625,<4>,M,,<4>,M,,<4>,,8,<4>,M,,<4>,M,,<4>,,6.4,<4>,,146,<4>,M,,<4>,M,,<4>,M,,<4>,M,,<4>
gtmpinut,3/7/2005 9:30,1,1,,,0.012,<4>,,0.032,<4>,,0.05,<4>,C,0.018,<4>,,0.017,<4>,B,0.0014,<4>,B - C,,<4>,,0.0058,<4>,C,0.023,<4>,,0.3434,<4>,,0.4541,<4>,C,0.1107,<4>,,2.7,<4>,,1.6,<4>,,2,<4>,,1.89,<4>,,1.541,<4>,,26,<4>,,15.3,<4>,,24.2,<4>,,7.8,<4>,,7.6,<4>,,3.9,<4>,,38,<4>,,0.8,<4>,,1143,<4>,,96.6,<4>,C,2.471,<4>
gtmpinut,3/7/2005 9:31,1,2,,,0.015,<4>,,0.033,<4>,,0.053,<4>,C,0.02,<4>,B,0.008,<4>,B,0.0014,<4>,B - C,,<4>,,0.0053,<4>,B - C,,<4>,,0.2813,<4>,,0.3616,<4>,C,0.0803,<4>,,2.8,<4>,,1.7,<4>,,2,<4>,,2.26,<4>,,1.497,<4>,,23,<4>,,15.3,<4>,,24.2,<4>,,7.8,<4>,,7.6,<4>,,3.3,<4>,,39,<4>,,0.8,<4>,,1143,<4>,,96.6,<4>,C,2.471,<4>
gtmssnut,3/7/2005 10:15,1,1,,,0.014,<4>,,0.028,<4>,,0.049,<4>,C,0.021,<4>,,0.044,<4>,,0.0076,<4>,C,0.0177,<4>,,0.0253,<4>,C,0.069,<4>,,0.2649,<4>,,0.4206,<4>,C,0.1557,<4>,,2.8,<4>,,1.7,<4>,,1.9,<4>,,2.28,<4>,,1.345,<4>,,46,<4>,,15,<4>,,28.5,<4>,,7.4,<4>,,7.9,<4>,,3.6,<4>,,19,<4>,,0.8,<4>,,1850,<4>,,87,<4>,C,3.057,<4>
gtmssnut,3/7/2005 10:16,1,2,,,0.014,<4>,,0.03,<4>,,0.053,<4>,C,0.023,<4>,,0.081,<4>,,0.0086,<4>,C,0.0193,<4>,,0.0279,<4>,C,0.109,<4>,,0.3048,<4>,,0.4159,<4>,C,0.1111,<4>,,2.6,<4>,,1.4,<4>,,2,<4>,,2.21,<4>,,1.401,<4>,,58,<4>,,15,<4>,,28.5,<4>,,7.4,<4>,,7.9,<4>,,6,<4>,,18,<4>,,0.8,<4>,,1850,<4>,,87,<4>,C,3.057,<4>
gtmfmnut,3/7/2005 10:45,1,1,,,0.008,<4>,,0.024,<4>,,0.031,<4>,C,0.007,<4>,,0.048,<4>,B,0.0014,<4>,B - C,,<4>,,0.006,<4>,C,0.054,<4>,,0.2313,<4>,,0.2632,<4>,C,0.0319,<4>,,1.2,<4>,,0.4,<4>,,1.4,<4>,,1.5,<4>,,0.894,<4>,,34,<4>,,15.4,<4>,,30.1,<4>,,7.4,<4>,,7.9,<4>,,2.2,<4>,,17,<4>,,1,<4>,,1402,<4>,,416.6,<4>,C,1.214,<4>
gtmfmnut,3/7/2005 10:46,1,2,,,0.008,<4>,,0.02,<4>,,0.033,<4>,C,0.013,<4>,,0.031,<4>,B,0.0014,<4>,B - C,,<4>,,0.0031,<4>,C,0.034,<4>,,0.2427,<4>,,0.2841,<4>,C,0.0414,<4>,,1.2,<4>,,0.6,<4>,,1.1,<4>,,1.27,<4>,,0.874,<4>,,29,<4>,,15.4,<4>,,30.1,<4>,,7.4,<4>,,7.9,<4>,,2.6,<4>,,15,<4>,,1,<4>,,1402,<4>,,416.6,<4>,C,1.214,<4>
gtmpcnut,3/7/2005 12:00,1,1,,,0.024,<4>,,0.048,<4>,,0.082,<4>,C,0.034,<4>,,0.03,<4>,B,0.0014,<4>,B - C,,<4>,B,0.0014,<4>,B - C,,<4>,,0.5632,<4>,,0.6722,<4>,C,0.109,<4>,,10.2,<4>,,8.2,<4>,,3.7,<4>,,2.9,<4>,,1.285,<4>,,18,<4>,,17.9,<4>,,4.3,<4>,,7.8,<4>,,7.6,<4>,,7.5,<4>,,171,<4>,,0.5,<4>,,1717,<4>,,4.2,<4>,C,6.013,<4>
