Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,TKN,F_TKN,TKNF,F_TKNF,TON,F_TON,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ECOLI_MPN,F_ECOLI_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI,DOC,F_DOC
gtmpcnut,9/4/2018 1:30:00 PM,2,1, ,0.049, ,0.095, ,0.003,,0.003,,0.047,,0.05, ,0.053,,0.9,,0.85, , ,<-1>  ,0.847,,8.4,<1> (CSM),10,<1> (CSM),2.2,<1> (CSM),8,,91,<1> (CHB), ,<-1>  ,29.99, ,,<-1>  ,5.24, ,7.07, ,,<-1>  ,24, 
gtmpcnut,9/4/2018 4:00:00 PM,2,1, ,0.047, ,0.092, ,0.004,,0.008,<1> (CHB),0.022,,0.03, ,0.034,,0.88,,0.85, , ,<-1>  ,0.846,,20, ,25, ,7.1, ,26, ,110,<1> (CHB), ,<-1>  ,31.8, ,,<-1>  ,6.53, ,7.36, ,,<-1>  ,22, 
gtmpcnut,9/4/2018 6:30:00 PM,2,1, ,0.035, ,0.096, ,0.004,,0.004,,0,,0.004,<-4> [SBL],0.008,,0.884,,0.88, , ,<-1>  ,0.876,,23, ,28, ,7.7, ,25, ,27,<1> (CHB), ,<-1>  ,31.92, ,,<-1>  ,7.41, ,7.84, ,,<-1>  ,18, 
gtmpcnut,9/4/2018 9:00:00 PM,2,1, ,0.045, ,0.09, ,0.004,,0.007,,0.019,,0.026, ,0.03,,0.816,,0.79, , ,<-1>  ,0.786,,15, ,20, ,8.2, ,12, ,78,<1> (CHB), ,<-1>  ,31.03, ,,<-1>  ,5.83, ,7.27, ,,<-1>  ,22, 
gtmpcnut,9/4/2018 11:30:00 PM,2,1, ,0.052, ,0.082, ,0.003,,0.004,,0.047,,0.051, ,0.054,,0.821,,0.77, , ,<-1>  ,0.767,,4.4, ,6.2, ,2.7, ,14, ,100,<1> (CHB), ,<-1>  ,29.64, ,,<-1>  ,4.82, ,7.07, ,,<-1>  ,24, 
gtmpcnut,9/5/2018 2:00:00 AM,2,1, ,0.052, ,0.081, ,0.004,,0.002,<-4> [SBL],0.046,,0.049, ,0.053,,0.839,,0.79, , ,<-1>  ,0.786,,3,,4.2, ,1.7,,5,,130,<1> (CHB), ,<-1>  ,29.03, ,,<-1>  ,4.56, ,7, ,,<-1>  ,24, 
gtmpcnut,9/5/2018 4:30:00 AM,2,1, ,0.053, ,0.096, ,0.024, ,0.003,,0.046,,0.049, ,0.073,,0.869,,0.82, , ,<-1>  ,0.796,,8, ,10, ,3.5,,10,<1> (CSM),55,<1> (CHB), ,<-1>  ,29.41, ,,<-1>  ,5.15, ,7.11, ,,<-1>  ,23, 
gtmpinut,9/5/2018 6:26:00 AM,1,1, ,0.046, ,0.074, ,0.037, ,0.094,<1> [SCC],-0.039,<-3> [SNV],0.055,<1> [SCC],0.092,,0.775,,0.72, ,0.8, ,0.683,,3.7, ,4.8, ,1.7,,7,<1> (CSM),3,<1> (CHB), ,<-1>  ,29.3, ,20.32,,4.42, ,7.5, ,0.8,,10, 
gtmpinut,9/5/2018 6:30:00 AM,1,2, ,0.047, ,0.075, ,0.035, ,0.096,<1> [SCC],-0.044,<-3> [SNV],0.052,<1> [SCC],0.087,,0.832,,0.78, ,0.72, ,0.745,,3.8, ,5, ,1.7,,11, ,3,<1> (CHB), ,<-1>  ,29.3, ,20.32,,4.42, ,7.5, ,0.8,,10, 
gtmpcnut,9/5/2018 7:00:00 AM,2,1, ,0.047, ,0.1, ,0.025, ,0.007,<1> (CSM),0.017,,0.024, ,0.049,,0.924,,0.9, , ,<-1>  ,0.875,,10, ,14, ,5.3,,12, ,,<-2> [GDM], ,<-1>  ,29.22, ,,<-1>  ,4.5, ,7.25, ,,<-1>  ,20, 
gtmssnut,9/5/2018 7:37:00 AM,1,1, ,0.042, ,0.085, ,0.1, ,0.01, ,0.046,,0.056, ,0.156,,0.716,,0.66, ,0.44, ,0.56,,4.3, ,6.2, ,2.7,,25, ,23,<1> (CHB), ,<-1>  ,28.8, ,33.39,,4.72, ,7.77, ,0.8,,3.9, 
gtmssnut,9/5/2018 7:43:00 AM,1,2, ,0.047, ,0.084, ,0.1, ,0.01, ,0.036,,0.046, ,0.146,,0.686,,0.64, ,0.46, ,0.54,,4.5, ,6.5, ,3,,28, ,11,<1> (CHB), ,<-1>  ,28.8, ,33.39,,4.72, ,7.77, ,0.8,,3.8, 
gtmpcnut,9/5/2018 8:37:00 AM,1,1, ,0.056, ,0.081, ,0.031, ,0.003,,0.05,,0.053, ,0.084,,1.003,,0.95, ,0.73, ,0.919,,8.1, ,10, ,3.2,,10, ,150,<1> (CHB),209,<1> (CHB),29, ,1.88,,4.81, ,7.01, ,0.4,,24, 
gtmfmnut,9/5/2018 8:40:00 AM,1,1, ,0.022, ,0.051, ,0.033, ,0.002,<-4> [SBL],0.01,,0.012,,0.045,,0.372,,0.36,,0.24,,0.327,,4.9, ,5.7, ,1.1,,10,<1> (CSM),9,<-2> [SBL] (CHB), ,<-1>  ,28.1, ,35.12,,4.96, ,7.88, ,1.2,,2.6, 
gtmpcnut,9/5/2018 8:41:00 AM,1,2, ,0.056, ,0.08, ,0.026, ,0.003,,0.047,,0.05,,0.076,,0.92,,0.87,,0.7,,0.844,,9.3, ,11, ,3.1,,10, ,170,<1> (CHB), ,<-1>  ,29, ,1.88,,4.81, ,7.01, ,0.4,,23, 
gtmfmnut,9/5/2018 8:46:00 AM,1,2, ,0.022, ,0.053, ,0.031, ,0.002,<-4> [SBL],0.007,,0.009,,0.04,,0.369,,0.36,,0.25,,0.329,,5.3, ,6.3, ,1.3,,12, ,3,<1> (CHB), ,<-1>  ,28.1, ,35.12,,4.96, ,7.88, ,1.2,,2.6, 
gtmpcnut,9/5/2018 9:30:00 AM,2,1, ,0.054, ,0.1, ,0.019, ,0.003,,0.045,,0.048,,0.067,,0.928,,0.88, , ,<-1>  ,0.861,,9.5, ,12, ,3.6, ,6,,270,<1> (CHB), ,<-1>  ,29.09, ,,<-1>  ,4.61, ,7.06, ,,<-1>  ,24, 
gtmpcnut,10/22/2018 8:30:00 AM,2,1, ,0.044,<1> (CHB),0.096, ,0.078, ,0.005,<1> (CHB),0.022,,0.027, ,0.105,,0.917,,0.89, ,0.63, ,0.812,,14,<1> (CHB),21,<1> (CHB),11,<1> (CHB),125, , ,<-2> [GDM], ,<-1>  ,22.07, ,,<-1>  ,6.5, ,7.49, ,,<-1>  ,18, 
gtmpcnut,10/22/2018 11:00:00 AM,2,1, ,0.038, ,0.076, ,0.06, ,0.005,<1> (CHB),0.022,,0.027, ,0.087,,0.657,,0.63, , ,<-1>  ,0.57,,13,<1> (CHB),19,<1> (CHB),9.2,<1> (CHB),109, ,48,<1> (CHB), ,<-1>  ,21.96, ,,<-1>  ,6.65, ,7.6, ,,<-1>  ,15, 
gtmpcnut,10/22/2018 1:30:00 PM,2,1, ,0.043, ,0.079, ,0.043, ,0.007,<1> (CSM),0.025,,0.032, ,0.075,,0.882,,0.85, , ,<-1>  ,0.807,,6.2, ,8.9, ,4.1, ,26, ,140,<1> (CHB), ,<-1>  ,24.09, ,,<-1>  ,5.69, ,7.08, ,,<-1>  ,24, 
gtmpcnut,10/22/2018 4:00:00 PM,2,1, ,0.046, ,0.078, ,0.035, ,0.008, ,0.024,,0.032, ,0.067,,0.872,,0.84, , ,<-1>  ,0.805,,4.4,<1> (CSM),5.8,<1> (CSM),2.3,,12, ,210,<1> (CHB), ,<-1>  ,24.56, ,,<-1>  ,5.33, ,6.94, ,,<-1>  ,27, 
gtmpcnut,10/22/2018 6:30:00 PM,2,1, ,0.046, ,0.083, ,0.04, ,0.008, ,0.025,,0.033, ,0.073,,0.903,,0.87, , ,<-1>  ,0.83,,5.7, ,7.8, ,3.1,,17, ,120,<1> (CHB), ,<-1>  ,24.3, ,,<-1>  ,6, ,7.07, ,,<-1>  ,26, 
gtmpcnut,10/22/2018 9:00:00 PM,2,1, ,0.041, ,0.077, ,0.041, ,0.006, ,0.021,,0.027, ,0.068,,0.827,,0.8, , ,<-1>  ,0.759,,9.3, ,15, ,8.3,,110, ,86,<1> (CHB), ,<-1>  ,23.49, ,,<-1>  ,6.71, ,7.45, ,,<-1>  ,18, 
gtmpcnut,10/22/2018 11:30:00 PM,2,1, ,0.042, ,0.1, ,0.04, ,0.005, ,0.021,,0.026, ,0.066,,0.926,,0.9, , ,<-1>  ,0.86,,6.9, ,11, ,5.8,,42, ,66,<1> (CHB), ,<-1>  ,23.35, ,,<-1>  ,6.61, ,7.49, ,,<-1>  ,18, 
gtmpcnut,10/23/2018 2:00:00 AM,2,1, ,0.047, ,0.09, ,0.048, ,0.007, ,0.027,,0.034, ,0.082,,0.934,,0.9, , ,<-1>  ,0.852,,3.2, ,4.8, ,2.4,,10, ,100,<1> (CHB), ,<-1>  ,23.76, ,,<-1>  ,5.54, ,7, ,,<-1>  ,26, 
gtmpcnut,10/23/2018 4:30:00 AM,2,1, ,0.048, ,0.082, ,0.045, ,0.008, ,0.026,,0.034, ,0.079,,0.984,,0.95, , ,<-1>  ,0.905,,2.1, ,2.7, ,0.86,,8,,250,<1> (CHB), ,<-1>  ,23.73, ,,<-1>  ,5.08, ,6.9, ,,<-1>  ,28, 
gtmpcnut,10/23/2018 7:00:00 AM,2,1, ,0.048, ,0.086, ,0.056, ,0.007, ,0.027,,0.034, ,0.09,,0.864,,0.83, , ,<-1>  ,0.774,,3.7, ,5.4, ,2.5,,14,,110,<1> (CHB), ,<-1>  ,23.36, ,,<-1>  ,5.47, ,7.05, ,,<-1>  ,24, 
gtmfmnut,10/23/2018 8:09:00 AM,1,1, ,0.012, ,0.036, ,0.018, ,0.007, ,0.003,,0.01,,0.028,,0.3,,0.29,,0.28,,0.272,,3.9, ,4.6, ,0.88,,9,,2,<-2> [SBL] (CHB), ,<-1>  ,25.2, ,35.68,,5.97, ,8.02, ,1.6,,2, 
gtmfmnut,10/23/2018 8:13:00 AM,1,2, ,0.012, ,0.035, ,0.017, ,0.007, ,0.001,,0.008,,0.025,,0.318,,0.31,,0.31,,0.293,,4.1, ,4.8, ,0.89,,10,,5,<1> (CHB), ,<-1>  ,25.2, ,35.68,,5.97, ,8.02, ,1.6,,1.8,
gtmssnut,10/23/2018 9:21:00 AM,1,1, ,0.015, ,0.049, ,0.019, ,0.018, ,0.007,,0.025, ,0.044,,0.395,,0.37,,0.3,,0.351,,5.1, ,6.3, ,1.6,,18,,3,<1> (CHB), ,<-1>  ,25.1, ,35.3,,5.63, ,7.94, ,1.1,,2.2, 
gtmssnut,10/23/2018 9:22:00 AM,1,2, ,0.016, ,0.046, ,0.022, ,0.015, ,0.007,,0.022, ,0.044,,0.392,,0.37,,0.26,,0.348,,4.8, ,5.7, ,1.1,,18,,5,<1> (CHB), ,<-1>  ,25.1, ,35.3,,5.63, ,7.94, ,1.1,,2.3, 
gtmpcnut,10/23/2018 9:30:00 AM,2,1, ,0.031, ,0.046, ,0.03, ,0.002,,0.012,,0.014, ,0.044,,0.494,,0.48, , ,<-1>  ,0.45,,11, ,15, ,6,,40,,40,<1> (CHB), ,<-1>  ,22.81, ,,<-1>  ,5.99, ,7.69, ,,<-1>  ,12, 
gtmpinut,10/23/2018 10:34:00 AM,1,1, ,0.037, ,0.065, ,0.058, ,0.006,,0.021,,0.027, ,0.085,,0.587,,0.56, ,0.49, ,0.502,,4.6, ,5.4, ,0.98,,10,,2,<-2> [SBL] (CHB), ,<-1>  ,24.3, ,30.26,,5.49, ,7.58, ,1.2,,6.2, 
gtmpinut,10/23/2018 10:36:00 AM,1,2, ,0.039, ,0.066, ,0.058, ,0.007,,0.015,,0.022, ,0.08,,0.582,,0.56, ,0.49, ,0.502,,5.4, ,6.1, ,0.93,,10, ,5,<1> (CHB), ,<-1>  ,24.3, ,30.26,,5.49, ,7.58, ,1.2,,6.3, 
gtmpcnut,10/23/2018 10:54:00 AM,1,1, ,0.031, ,0.075, ,0.023, ,0.003,,0.017,,0.02, ,0.043,,0.66,,0.64, ,0.56, ,0.617,,9.5, ,11, ,2.7,,18, ,60,<1> (CHB),104,<1> (CSM),22.7, ,24.86,,6.31, ,7.41, ,0.45,,13, 
gtmpcnut,10/23/2018 10:57:00 AM,1,2, ,0.03, ,0.077, ,0.019, ,0.003,,0.012,,0.015, ,0.034,,0.725,,0.71, ,0.52, ,0.691,,11, ,13, ,3.5,,17,<1> (CSM),46,<1> (CHB), ,<-1>  ,22.7, ,24.86,,6.31, ,7.41, ,0.45,,13, 
gtmpcnut,11/5/2018 9:30:00 AM,2,1, ,0.024,<1> (CHB),0.1, ,0.025, ,0.003,<1> (CHB),0.009,,0.012, ,0.037,,0.722,,0.71, ,0.47, ,0.685,,4.5,<1> (CSM),6.1,<1> (CSM),3.6,<1> (CHB),9,, ,<-2> [GDM], ,<-1>  ,22.73, ,,<-1>  ,6.22, ,7.87, ,,<-1>  ,8.8, 
gtmpcnut,11/5/2018 12:00:00 PM,2,1, ,0.029,<1> (CHB),0.087, ,0.033, ,0.003,<1> (CHB),0.014,,0.017, ,0.05,,0.657,,0.64, , ,<-1>  ,0.607,,4.7,<1> (CHB),6.4,<1> (CHB),2.4,<1> (CHB),30, ,,<-2> [GDM], ,<-1>  ,22.62, ,,<-1>  ,6, ,7.74, ,,<-1>  ,12, 
gtmpcnut,11/5/2018 2:30:00 PM,2,1, ,0.034,<1> (CHB),0.069, ,0.022, ,0.005,<1> (CHB),0.017,,0.022, ,0.044,,0.722,,0.7, , ,<-1>  ,0.678,,2.4,<1> (CHB),3.1,<1> (CHB),1.2,<1> [SBL] (CHB),11, ,,<-2> [GDM], ,<-1>  ,22.74, ,,<-1>  ,5.76, ,7.21, ,,<-1>  ,21, 
gtmpcnut,11/5/2018 5:00:00 PM,2,1, ,0.037, ,0.068, ,0.023, ,0.005,<1> (CHB),0.018,,0.023, ,0.046,,0.763,,0.74, , ,<-1>  ,0.717,,1.4,,1.4,,0.6,<-4> [SBL],6,,190,<1> (CHB), ,<-1>  ,22.72, ,,<-1>  ,5.42, ,7.14, ,,<-1>  ,21, 
gtmpcnut,11/5/2018 7:30:00 PM,2,1, ,0.034, ,0.068, ,0.031, ,0.004,,0.016,,0.02, ,0.051,,0.73,,0.71, , ,<-1>  ,0.679,,3.7,,4.7, ,1.6,,11,,220,<1> (CHB), ,<-1>  ,23.68, ,,<-1>  ,5.91, ,7.31, ,,<-1>  ,17, 
gtmpcnut,11/5/2018 10:00:00 PM,2,1, ,0.03, ,0.062, ,0.021, ,0.003,,0.011,,0.014, ,0.035,,0.564,,0.55, , ,<-1>  ,0.529,,3.3,,4.1, ,0.6,<-4> [SBL],8,,73,<1> (CHB), ,<-1>  ,24.1, ,,<-1>  ,6.24, ,7.66, ,,<-1>  ,12, 
gtmpcnut,11/6/2018 12:30:00 AM,2,1, ,0.034, ,0.077, ,0.033, ,0.004,<1> (CSM),0.018,,0.022, ,0.055,,0.722,,0.7, , ,<-1>  ,0.667,,3.7, ,5.3, ,2.4,,15, ,240,<1> (CHB), ,<-1>  ,23.43, ,,<-1>  ,5.69, ,7.31, ,,<-1>  ,17, 
gtmpcnut,11/6/2018 3:00:00 AM,2,1, ,0.037, ,0.064, ,0.026, ,0.005,,0.017,,0.022, ,0.048,,0.722,,0.7, , ,<-1>  ,0.674,,1.6,,2.2, ,0.81,,5,,200,<1> (CHB), ,<-1>  ,22.58, ,,<-1>  ,5.44, ,7.14, ,,<-1>  ,20, 
gtmpcnut,11/6/2018 5:30:00 AM,2,1, ,0.039, ,0.065, ,0.023, ,0.002,<-4> [SBL],0.026,,0.029, ,0.052,,0.699,,0.67, , ,<-1>  ,0.647,,1.6,,2, ,0.6,<-4> [SBL],4,,210,<1> (CHB), ,<-1>  ,22.2, ,,<-1>  ,5.28, ,7.11, ,,<-1>  ,21, 
gtmpcnut,11/6/2018 8:00:00 AM,2,1, ,0.035, ,0.071, ,0.043, ,0.004,,0.016,,0.02, ,0.063,,0.71,,0.69, , ,<-1>  ,0.647,,0.55,<-4> [SBL],3,,0.6,<-4> [SBL],11, ,160,<1> (CHB), ,<-1>  ,23.34, ,,<-1>  ,4.96, ,7.28, ,,<-1>  ,15, 
gtmpinut,11/6/2018 9:23:00 AM,1,1, ,0.024, ,0.061, ,0.038, ,0.008,,0.01,,0.018, ,0.056,,0.438,,0.42, ,0.27,,0.382,,3.5, ,4.2, ,0.9,,16,<1> (CSM),11,<1> (CHB), ,<-1>  ,22.8, ,33.5,,4.77, ,7.74, ,1.1,,3.6, 
gtmpinut,11/6/2018 9:26:00 AM,1,2, ,0.025, ,0.061, ,0.039, ,0.008,,0.009,,0.017, ,0.056,,0.527,,0.51, ,0.3,,0.471,,4.6, ,5.6, ,1.3,,16, ,8,<1> (CHB), ,<-1>  ,22.8, ,33.5,,4.77, ,7.74, ,1.1,,3.7, 
gtmpcnut,11/6/2018 10:30:00 AM,2,1, ,0.024, ,0.068, ,0.026, ,0.002,,0.012,,0.014, ,0.04,,0.584,,0.57, , ,<-1>  ,0.544,,4.7, ,5.8, ,1.6,,14, ,64,<1> (CSM), ,<-1>  ,24.04, ,,<-1>  ,5.51, ,7.76, ,,<-1>  ,8.8, 
gtmssnut,11/6/2018 10:30:00 AM,1,1, ,0.016, ,0.056, ,0.017, ,0.004,,0.008,,0.012, ,0.029,,0.382,,0.37,,0.08,<-4> [SBL],0.353,,5.2, ,6.9, ,2.5,,22, ,25,<1> (CHB), ,<-1>  ,24.1, ,35.6,,5.41, ,7.96, ,0.95,,2.2, 
gtmssnut,11/6/2018 10:31:00 AM,1,2, ,0.018, ,0.062, ,0.019, ,0.006, ,0.011,,0.017, ,0.036,,0.507,,0.49, ,0.16,<1> [SBL] (CSM),0.471,,7.5, ,8, ,0.6,<-4> [SBL],22, ,13,<1> (CHB), ,<-1>  ,24.1, ,35.6,,5.41, ,7.96, ,0.95,,2.3, 
gtmpcnut,11/6/2018 11:00:00 AM,1,1, ,0.024,<1> (CUS),0.064,<1> (CUS),0.02,<1> (CUS),0.002,<1> (CUS),0.013,,0.015,<1> (CUS),0.035,,0.595,,0.58,<1> (CUS),0.45,<1> (CUS),0.56,,6,<1> (CUS),7.1,<1> (CUS),1.5,<1> (CUS),10,<1> (CUS),62,<1> (CHB),172.5,<1> (CSM),23.8, ,24.16,,5.56, ,7.25, ,0.5,,9.6,<1> (CUS)
gtmpcnut,11/6/2018 11:03:00 AM,1,2, ,0.025,<1> (CUS),0.063,<1> (CUS),0.018,<1> (CUS),0.002,<1> (CUS),0.013,,0.015,<1> (CUS),0.033,,0.615,,0.6,<1> (CUS),0.37,<1> (CUS),0.582,,6.7,<1> (CUS),7.7,<1> (CUS),1.3,<1> (CUS),10,<1> (CSM),64,<1> (CHB), ,<-1>  ,23.8, ,24.16,,5.56, ,7.25, ,0.5,,9.8,<1> (CUS)
gtmfmnut,11/6/2018 11:37:00 AM,1,1,  {CLE},0.017, ,0.047, ,0.021, ,0.002,,0.008,,0.01,,0.031,,0.42,,0.41, ,0.24,,0.389,,3.8, ,4.4, ,0.77,,10, ,13,<1> (CHB), ,<-1>  ,24.8, ,35.61,,5.43, ,7.97, ,1.25,,2.4, 
gtmfmnut,11/6/2018 11:38:00 AM,1,2,  {CLE},0.017, ,0.047, ,0.023, ,0.002,,0.008,,0.01,,0.033,,0.44,,0.43, ,0.28,,0.407,,4.1, ,4.7, ,0.81,,11, ,13,<1> (CHB), ,<-1>  ,24.8, ,35.61,,5.43, ,7.97, ,1.25,,2.4, 
gtmpcnut,12/3/2018 9:30:00 AM,2,1, ,0.028, ,0.06, ,0.041, ,0.003,,0.147,,0.15, ,0.191,,0.79,,0.64, ,0.56, ,0.599,,2.7,<1> (CHB),3.9,<1> (CHB),1.8,<1> (CHB),12, , ,<-2> [GDM], ,<-1>  ,20.62, ,,<-1>  ,6.55, ,7.47, ,,<-1>  ,16, 
gtmpcnut,12/3/2018 12:00:00 PM,2,1, ,0.032, ,0.063, ,0.03, ,0.005,<1> (CSM),0.275,,0.28, ,0.31,,1.1,,0.82, , ,<-1>  ,0.79,,1.9,,2.3,,0.6,<-4> [SBL],8,,92,<1> (CHB), ,<-1>  ,19.42, ,,<-1>  ,6.92, ,7.05, ,,<-1>  ,26, 
gtmpcnut,12/3/2018 2:30:00 PM,2,1, ,0.032, ,0.061, ,0.018, ,0.005, ,0.255,,0.26, ,0.278,,1.07,,0.81, , ,<-1>  ,0.792,,0.55,<-4> [SBL],1.3,,0.6,<-4> [SBL],6,,150,<1> (CHB), ,<-1>  ,19.22, ,,<-1>  ,7.18, ,6.99, ,,<-1>  ,29, 
gtmpcnut,12/3/2018 5:00:00 PM,2,1, ,0.033, ,0.06, ,0.025, ,0.005, ,0.255,,0.26, ,0.285,,1.15,,0.89, , ,<-1>  ,0.865,,1.3,,1.8,,0.6,<-4> [SBL],6,,150,<1> (CHB), ,<-1>  ,20.1, ,,<-1>  ,7.22, ,6.97, ,,<-1>  ,28, 
gtmpcnut,12/3/2018 7:30:00 PM,2,1, ,0.032, ,0.067, ,0.043, ,0.004,,0.266,,0.27, ,0.313,,1.05,,0.78, , ,<-1>  ,0.737,,2.8,,4, ,1.8,,16,,110,<1> (CHB), ,<-1>  ,21.68, ,,<-1>  ,6.71, ,7.25, ,,<-1>  ,19, 
gtmpcnut,12/3/2018 10:00:00 PM,2,1, ,0.03, ,0.062, ,0.009, ,0.004,,0.266,,0.27, ,0.279,,1,,0.73, , ,<-1>  ,0.721,,2.8,,3.9, ,1.6,,9,,48,<1> (CHB), ,<-1>  ,21.99, ,,<-1>  ,6.77, ,7.72, ,,<-1>  ,19, 
gtmpcnut,12/4/2018 12:30:00 AM,2,1, ,0.034, ,0.06, ,0.009, ,0.005,,0.255,,0.26, ,0.269,,1.07,,0.81, , ,<-1>  ,0.801,,1.2,,1.8, ,0.9,,5,,100,<1> (CHB), ,<-1>  ,20.34, ,,<-1>  ,6.65, ,7.34, ,,<-1>  ,26, 
gtmpcnut,12/4/2018 3:00:00 AM,2,1, ,0.034, ,0.058, ,0.009, ,0.005, ,0.255,,0.26, ,0.269,,1.11,,0.85, , ,<-1>  ,0.841,,0.55,<-4> [SBL],1.1,,0.6,<-4> [SBL],5,,96,<1> (CHB), ,<-1>  ,19.47, ,,<-1>  ,6.67, ,7.15, ,,<-1>  ,29, 
gtmpcnut,12/4/2018 5:30:00 AM,2,1, ,0.036, ,0.063, ,0.009, ,0.005, ,0.245,,0.25, ,0.259,,1.06,,0.81, , ,<-1>  ,0.801,,2.2, ,2.9, ,1.1,,5,,140,<1> (CHB), ,<-1>  ,19.41, ,,<-1>  ,6.7, ,7.13, ,,<-1>  ,28, 
gtmpcnut,12/4/2018 8:00:00 AM,2,1, ,0.029, ,0.072, ,0.009, ,0.004,,0.266,,0.27, ,0.279,,1.01,,0.74, , ,<-1>  ,0.731,,3.8, ,4.9, ,1.6,,25,,64,<1> (CHB), ,<-1>  ,20.64, ,,<-1>  ,6.37, ,7.59, ,,<-1>  ,16, 
gtmpinut,12/4/2018 8:31:00 AM,1,1, ,0.022, ,0.049, ,0.04, ,0.002,<-4> [SBL],0.148,,0.15, ,0.19,,0.59,,0.44, ,0.48, ,0.4,,3, ,3.6, ,0.91,,8,,18,<1> (CHB), ,<-1>  ,19, ,28.89,,6.22, ,7.67, ,1.3,,5.4, 
gtmpinut,12/4/2018 8:33:00 AM,1,2, ,0.023, ,0.046, ,0.035, ,0.002,<-4> [SBL],0.148,,0.15, ,0.185,,0.66,,0.51, ,0.4, ,0.475,,2.7, ,3.2, ,0.68,,8,,23,<1> (CHB), ,<-1>  ,19, ,28.89,,6.22, ,7.67, ,1.3,,5.4, 
gtmssnut,12/4/2018 9:45:00 AM,1,1, ,0.02, ,0.061, ,0.029, ,0.004,,0.156,,0.16, ,0.189,,0.61,,0.45, ,0.32,,0.421,,7.5, ,9.6, ,3,,24, ,31,<1> (CHB), ,<-1>  ,19.5, ,33.99,,6.7, ,7.98, ,0.7,,3.1, 
gtmssnut,12/4/2018 9:47:00 AM,1,2, ,0.019, ,0.055, ,0.028, ,0.004,,0.166,,0.17, ,0.198,,0.6,,0.43, ,0.29,,0.402,,6.8, ,8.6, ,2.5,,26, ,39,<1> (CHB), ,<-1>  ,19.5, ,33.99,,6.7, ,7.98, ,0.7,,3.1, 
gtmpcnut,12/4/2018 10:16:00 AM,1,1, ,0.029, ,0.055, ,0.057, ,0.003,,0.147,,0.15, ,0.207,,0.82,,0.67, ,0.46,,0.613,,3, ,4.1, ,1.6,,12, ,39,<1> (CHB),120.5,<1> (CSM),20.5, ,20.84,,6.49, ,6.9, ,0.65,,14, 
gtmpcnut,12/4/2018 10:19:00 AM,1,2, ,0.027, ,0.057, ,0.056, ,0.003,,0.147,,0.15, ,0.206,,0.73,,0.58, ,0.52,,0.524,,3.3, ,4.4, ,1.7,,11, ,40,<1> (CHB), ,<-1>  ,20.84, ,20.84,,6.49, ,6.9, ,0.65,,13, 
gtmpcnut,12/4/2018 10:30:00 AM,2,1, ,0.026, ,0.059, ,0.009, ,0.003,,0.267,,0.27, ,0.279,,0.91,,0.64, , ,<-1>  ,0.631,,3.1, ,4.4, ,2,,17, ,26,<1> (CHB), ,<-1>  ,20.68, ,,<-1>  ,6.28, ,7.72, ,,<-1>  ,13, 
gtmfmnut,12/4/2018 10:55:00 AM,1,1, ,0.02, ,0.043, ,0.047, ,0.003,,0.147,,0.15, ,0.197,,0.63,,0.48, ,0.35,,0.433,,2.2, ,2.7, ,0.74,,11,<1> (CSM),10,<1> (CHB), ,<-1>  ,20.5, ,33.24,,6.16, ,7.91, ,1.4,,3.6, 
gtmfmnut,12/4/2018 10:57:00 AM,1,2, ,0.02, ,0.044, ,0.046, ,0.003,,0.147,,0.15, ,0.196,,0.51,,0.36,,0.3,,0.314,,2.1, ,2.6, ,0.69,,10,<1> (CSM),8,<1> (CHB), ,<-1>  ,20.5, ,33.24,,6.16, ,7.91, ,1.4,,3.5, 
