2015,January,,February,,March,,April,,May,,June,,July,,August,,September,,October       ,,November,,December,
19,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.17,0.08,0.00,0.00,0.10,0.06,0.13,0.01
20,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.09,0.07,0.04,0.00,0.00,0.00,0.00,0.10,0.07,0.44,0.15,0.00,0.00,0.05,0.07,0.00,0.00
21,0.00,0.00,0.00,0.00,0.01,0.02,0.19,0.19,0.19,1.29,0.00,0.00,0.95,0.83,1.15,0.39,0.00,0.00,0.08,0.00,0.02,0.00,0.01,0.01
22,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.80,0.00,0.17,0.02,0.00,0.00,0.02,0.13,0.02,0.22,0.00,0.00
23,0.00,0.00,0.04,0.00,0.20,0.50,0.00,0.00,0.00,0.00,0.64,1.82,0.93,0.37,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.06,0.00,0.00
24,1.21,1.05,0.11,0.05,0.15,0.00,0.00,0.00,0.00,0.00,0.02,0.16,2.34,1.72,1.19,0.25,0.58,0.75,0.00,0.00,0.00,0.01,0.02,0.01
25,0.00,0.00,0.00,0.21,0.04,0.06,0.00,0.00,0.00,0.00,0.07,0.09,0.44,1.01,0.12,0.00,0.11,0.04,0.02,0.01,0.00,0.00,0.03,0.01
26,0.04,0.09,0.00,0.00,0.01,0.01,0.26,0.18,0.00,0.00,0.63,0.49,0.48,0.80,0.00,0.00,0.15,0.36,0.00,0.00,0.00,0.00,0.00,0.00
27,0.00,0.00,0.00,0.00,0.50,0.50,0.01,0.00,0.00,0.00,0.39,0.02,0.14,0.01,1.21,1.61,0.00,0.00,0.10,0.00,0.10,0.00,0.11,0.08
28,0.00,0.00,0.16,0.02,0.10,0.08,0.07,0.05,0.00,0.00,0.39,0.03,0.00,0.00,0.01,0.01,0.10,1.34,0.12,0.13,0.04,0.03,0.02,0.01
29,0.00,0.00,,,0.00,0.00,0.00,0.04,0.00,0.00,0.19,0.40,0.00,0.01,0.15,0.00,0.62,0.72,0.15,0.31,0.02,0.00,0.00,0.00
30,0.00,0.00,,,0.00,0.00,0.17,0.24,0.00,0.00,0.36,0.41,0.00,0.00,3.28,0.27,0.01,0.01,0.00,0.01,0.00,0.00,0.01,0.01
31,0.00,0.00,,,0.00,0.00,,,0.00,0.00,,,0.00,0.00,2.07,1.87,,,0.00,0.00,,,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,
Total,2.89,3.07,2.30,2.17,1.86,2.37,3.69,4.22,0.67,1.51,3.01,3.62,10.04,6.50,14.94,7.85,9.08,11.72,0.60,0.70,1.11,0.95,1.22,0.84
YTD,2.89,3.07,5.19,5.24,7.05,7.61,10.74,11.83,11.41,13.34,14.42,16.96,24.46,23.46,39.40,31.31,48.48,43.03,49.08,43.73,50.19,44.68,45.90,46.74
