"ANALYTE_SYNONYM_KEY"|"DEP_PRIMARY_ANALYTE_NAME"|"DEP_ANALYTE_ID"|"LONG_NAME"|"BEGIN_DATE"|"END_DATE"|"MODIFY_USER_NAME"|"MODIFY_TS"
"253"|"4-Chlorotoluene"|"106434"|"Chlorotoluene, 4-"|"01-JAN-2014 00:00:00"|""|""|""
"254"|"4-Methylphenol"|"106445"|"p-Cresol"|"01-JAN-2014 00:00:00"|""|""|""
"255"|"4-Methylphenol"|"106445"|"Cresol, p-"|"01-JAN-2014 00:00:00"|""|""|""
"256"|"4-Chloroaniline"|"106478"|"4-Chlorobenzenamine"|"01-JAN-2014 00:00:00"|""|""|""
"257"|"4-Chloroaniline"|"106478"|"Chloroaniline, 4-"|"01-JAN-2014 00:00:00"|""|""|""
"258"|"1,2-Dibromoethane"|"106934"|"Ethylene dibromide (EDB)"|"01-JAN-2014 00:00:00"|""|""|""
"259"|"Acrolein"|"107028"|"2-Propenal"|"01-JAN-2014 00:00:00"|""|""|""
"260"|"1,2-Dichloroethane"|"107062"|"Dichloroethane, 1,2-"|"01-JAN-2014 00:00:00"|""|""|""
"261"|"Acrylonitrile"|"107131"|"2-Propenenitrile"|"01-JAN-2014 00:00:00"|""|""|""
"262"|"Tetraethyl pyrophosphate"|"107493"|"O,O,O',O'-Tetraethyl pyrophosphate"|"01-JAN-2014 00:00:00"|""|""|""
"263"|"Tetraethyl pyrophosphate"|"107493"|"TEPP"|"01-JAN-2014 00:00:00"|""|""|""
"264"|"Tetraethyl pyrophosphate"|"107493"|"TEPP, Tetraethyl pyrophosphate"|"01-JAN-2014 00:00:00"|""|""|""
"265"|"4-Methyl-2-pentanone"|"108101"|"Hexone"|"01-JAN-2014 00:00:00"|""|""|""
"266"|"4-Methyl-2-pentanone"|"108101"|"Methyl isobutyl ketone"|"01-JAN-2014 00:00:00"|""|""|""
"267"|"4-Methyl-2-pentanone"|"108101"|"MIBK"|"01-JAN-2014 00:00:00"|""|""|""
"268"|"3-Methylphenol"|"108394"|"m-Cresol"|"01-JAN-2014 00:00:00"|""|""|""
"269"|"1,3,5-Trimethylbenzene"|"108678"|"Mesitylene"|"01-JAN-2014 00:00:00"|""|""|""
"270"|"1,3,5-Trimethylbenzene"|"108678"|"Trimethylbenzene, 1,3,5-"|"01-JAN-2014 00:00:00"|""|""|""
"271"|"Toluene"|"108883"|"Methylbenzene"|"01-JAN-2014 00:00:00"|""|""|""
"272"|"Thiophenol"|"108985"|"Benzenethiol"|"01-JAN-2014 00:00:00"|""|""|""
"273"|"Thiophenol"|"108985"|"Mercaptobenzene"|"01-JAN-2014 00:00:00"|""|""|""
"274"|"Thiophenol"|"108985"|"Phenylmercaptan"|"01-JAN-2014 00:00:00"|""|""|""
"275"|"Bis(2-chloroethyl)ether"|"111444"|"bis(2-chloroethyl) ether"|"01-JAN-2014 00:00:00"|""|""|""
"276"|"Bis(2-chloroethoxy)methane"|"111911"|"bis(2-chloroethoxy) methane"|"01-JAN-2014 00:00:00"|""|""|""
"277"|"Propoxur"|"114261"|"2-(1-methylethoxy)phenol methylcarbamate"|"01-JAN-2014 00:00:00"|""|""|""
"278"|"Propoxur"|"114261"|"Baygon"|"01-JAN-2014 00:00:00"|""|""|""
"279"|"Aldicarb"|"116063"|"Temik"|"01-JAN-2014 00:00:00"|""|""|""
"280"|"Di-n-Octyl phthalate"|"117840"|"Bis(n-octyl) Phthalate"|"01-JAN-2014 00:00:00"|""|""|""
"281"|"Dichlorprop"|"120365"|"Dichloroprop"|"01-JAN-2014 00:00:00"|""|""|""
"282"|"2,4-Dinitrotoluene"|"121142"|"1-Methyl-2,4-dinitrobenzene"|"01-JAN-2014 00:00:00"|""|""|""
"283"|"Diphenylamine"|"122394"|"N-phenylbenzenamine"|"01-JAN-2014 00:00:00"|""|""|""
"284"|"Diphenylamine"|"122394"|"Diphenyl amine"|"01-JAN-2014 00:00:00"|""|""|""
"285"|"Dibromochloromethane"|"124481"|"Chlorodibromomethane"|"01-JAN-2014 00:00:00"|""|""|""
"286"|"Demeton-S"|"126750"|"Demeton, s-"|"01-JAN-2014 00:00:00"|""|""|""
"287"|"Tetrachloroethene"|"127184"|"Tetrachloroethylene"|"01-JAN-2014 00:00:00"|""|""|""
"288"|"1-Naphthylamine"|"134327"|"alpha Naphthylamine"|"01-JAN-2014 00:00:00"|""|""|""
"289"|"1-Naphthylamine"|"134327"|"Naphthylamine, alpha-"|"01-JAN-2014 00:00:00"|""|""|""
"290"|"sec-Butylbenzene"|"135988"|"Butylbenzene, sec-"|"01-JAN-2014 00:00:00"|""|""|""
"291"|"1,3-Dichloropropane"|"142289"|"Dichloropropane, 1,3-"|"01-JAN-2014 00:00:00"|""|""|""
"292"|"Silica (SiO2)"|"7631869"|"Silica- Dissolved"|"01-JAN-2014 00:00:00"|""|""|""
"293"|"Ammonia- Un-ionized (NH3)"|"7664417"|"Ammonia"|"01-JAN-2014 00:00:00"|""|""|""
"294"|"Ammonia- Un-ionized (NH3)"|"7664417"|"Un-ionized Ammonia"|"01-JAN-2014 00:00:00"|""|""|""
"295"|"Ammonia- Un-ionized (NH3)"|"7664417"|"Ammonia, unionized"|"01-JAN-2014 00:00:00"|""|""|""
"296"|"Mevinphos"|"7786347"|"Phosdrin"|"01-JAN-2014 00:00:00"|""|""|""
"297"|"Toxaphene"|"8001352"|"Agricide"|"01-JAN-2014 00:00:00"|""|""|""
"298"|"Demeton-O+S"|"8065483"|"Demeton"|"01-JAN-2014 00:00:00"|""|""|""
"299"|"Demeton-O+S"|"8065483"|"Demeton- Total"|"01-JAN-2014 00:00:00"|""|""|""
"300"|"PCB-1260"|"11096825"|"Arochlor 1260"|"01-JAN-2014 00:00:00"|""|""|""
"301"|"PCB-1260"|"11096825"|"Pcb-aroclor 1260"|"01-JAN-2014 00:00:00"|""|""|""
"302"|"PCB-1254"|"11097691"|"Arochlor 1254"|"01-JAN-2014 00:00:00"|""|""|""
"303"|"PCB-1221"|"11104282"|"Arochlor 1221"|"01-JAN-2014 00:00:00"|""|""|""
"304"|"PCB-1221"|"11104282"|"Pcb-aroclor 1221"|"01-JAN-2014 00:00:00"|""|""|""
"305"|"PCB-1232"|"11141165"|"Arochlor 1232"|"01-JAN-2014 00:00:00"|""|""|""
"306"|"PCB-1232"|"11141165"|"Pcb-aroclor 1232"|"01-JAN-2014 00:00:00"|""|""|""
"307"|"PCB-1248"|"12672296"|"Arochlor 1248"|"01-JAN-2014 00:00:00"|""|""|""
"308"|"PCB-1016"|"12674112"|"Arochlor 1016"|"01-JAN-2014 00:00:00"|""|""|""
"309"|"PCB-1016"|"12674112"|"Pcb-aroclor 1016"|"01-JAN-2014 00:00:00"|""|""|""
"310"|"Sulfate"|"14808798"|"Sulfur, sulfate (SO4) as SO4"|"01-JAN-2014 00:00:00"|""|""|""
"311"|"Bromate"|"15541454"|"Bromates"|"01-JAN-2014 00:00:00"|""|""|""
"312"|"Methomyl"|"16752775"|"Lannate"|"01-JAN-2014 00:00:00"|""|""|""
"313"|"Chlorophyll c"|"18901569"|"Chlorophyll-c"|"01-JAN-2014 00:00:00"|""|""|""
"314"|"Pronamide"|"23950585"|"3,5-Dichloro-N-(1,1-Dimethyl-2-Propynyl)benzamide"|"01-JAN-2014 00:00:00"|""|""|""
"315"|"Pronamide"|"23950585"|"Kerb"|"01-JAN-2014 00:00:00"|""|""|""
"316"|"Acephate"|"30560191"|"Orthene"|"01-JAN-2014 00:00:00"|""|""|""
"317"|"2,3',4,4',5-Pentachlorobiphenyl"|"31508006"|"PCB-118"|"01-JAN-2014 00:00:00"|""|""|""
"318"|"2,3',4,4'-Tetrachlorobiphenyl"|"32598100"|"2,3',4,4'-PCB"|"01-JAN-2014 00:00:00"|""|""|""
"319"|"PCB-105"|"32598144"|"2,3,3',4,4'-pentachlorobiphenyl"|"01-JAN-2014 00:00:00"|""|""|""
"320"|"Endosulfan II"|"33213659"|"Endosulfan, beta-"|"01-JAN-2014 00:00:00"|""|""|""
"321"|"Tokuthion"|"34643464"|"prothiofos"|"01-JAN-2014 00:00:00"|""|""|""
"322"|"Tokuthion"|"34643464"|"Prothiophos"|"01-JAN-2014 00:00:00"|""|""|""
"323"|"Bolstar"|"35400432"|"Sulprofos"|"01-JAN-2014 00:00:00"|""|""|""
"324"|"2,2',5,5'-Tetrachlorobiphenyl"|"35693993"|"PCB-52"|"01-JAN-2014 00:00:00"|""|""|""
"325"|"2,2',3,3',4,4',5,5'-Octachlorobiphenyl"|"35694087"|"PCB-194"|"01-JAN-2014 00:00:00"|""|""|""
"326"|"2,2',4,5,5'-Pentachlorobiphenyl"|"37680732"|"PCB-101"|"01-JAN-2014 00:00:00"|""|""|""
"327"|"Pendimethalin"|"40487421"|"Pendimethalin"|"01-JAN-2014 00:00:00"|"04-JAN-2022 05:00:00"|"ZIMMERMAN_JM"|"04-JAN-2022 17:52:12"
"328"|"Pendimethalin"|"40487421"|"Penoxalin"|"01-JAN-2014 00:00:00"|""|""|""
"329"|"2,2',3,5'-Tetrachlorobiphenyl"|"41464395"|"PCB-44"|"01-JAN-2014 00:00:00"|""|""|""
"330"|"Cypermethrin"|"52315078"|"(+/-)-alpha-cyano-3-phenoxybenzyl (+/-)-cis,trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylate"|"01-JAN-2014 00:00:00"|""|""|""
"331"|"Cypermethrin"|"52315078"|"Agrothrin"|"01-JAN-2014 00:00:00"|""|""|""
"332"|"Cypermethrin"|"52315078"|"Cyperkill"|"01-JAN-2014 00:00:00"|""|""|""
"333"|"Cypermethrin"|"52315078"|"Cypermethrin (Cymbush)"|"01-JAN-2014 00:00:00"|""|""|""
"334"|"PCB-195"|"52663782"|"2,2',3,3',4,4',5,6-octachlorobiphenyl"|"01-JAN-2014 00:00:00"|""|""|""
"335"|"PCB-1242"|"53469219"|"Arochlor 1242"|"01-JAN-2014 00:00:00"|""|""|""
"336"|"Metalaxyl"|"57837191"|"Apron"|"01-JAN-2014 00:00:00"|""|""|""
"337"|"Imidacloprid"|"138261413"|"1-((6-Chloro-3-pyridinyl)methyl)-N-nitro-imidazolidinimine"|"01-JAN-2014 00:00:00"|""|""|""
"338"|"Chlorophyll a- uncorrected"|"FL-BIO-004"|"Chlorophyll a, uncorrected for pheophytin"|"01-JAN-2014 00:00:00"|""|""|""
"339"|"Chlorophyll/Phaeophytin ratio"|"FL-BIO-005"|"Chlorophyll Ratio- 664/665"|"01-JAN-2014 00:00:00"|"25-OCT-2017 04:00:00"|"ZIMMERMAN_JM"|"25-OCT-2017 11:37:18"
"340"|"Chlorophyll/Phaeophytin ratio"|"FL-BIO-005"|"Pheophytin ratio"|"01-JAN-2014 00:00:00"|"25-OCT-2017 04:00:00"|"ZIMMERMAN_JM"|"25-OCT-2017 11:37:34"
"341"|"Carbon- Inorganic"|"FL-INORG-005"|"Carbon- Dissolved Inorganic"|"01-JAN-2014 00:00:00"|""|""|""
"342"|"Carbon- Inorganic"|"FL-INORG-005"|"Carbon, inorganic"|"01-JAN-2014 00:00:00"|""|""|""
"343"|"Carbon- Inorganic"|"FL-INORG-005"|"DIC"|"01-JAN-2014 00:00:00"|""|""|""
"344"|"Color- True"|"FL-PHYS-012"|"color (true)"|"01-JAN-2014 00:00:00"|""|""|""
"345"|"Color- True"|"FL-PHYS-012"|"Color, True"|"01-JAN-2014 00:00:00"|""|""|""
"346"|"Color- Apparent"|"FL-PHYS-023"|"color (apparent)"|"01-JAN-2014 00:00:00"|""|""|""
"347"|"Color- Apparent"|"FL-PHYS-023"|"Color, Apparent"|"01-JAN-2014 00:00:00"|""|""|""
"348"|"Chlorophyll a- corrected"|"WIN-001"|"Chlorophyll a, corrected for pheophytin"|"01-JAN-2014 00:00:00"|""|""|""
"349"|"Velocity"|"WIN-004"|"Velocity - stream"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"21-APR-2023 17:50:02"
"350"|"Fixed Residue- Dissolved"|"WIN-008"|"Solids, Fixed Dissolved"|"01-JAN-2014 00:00:00"|""|""|""
"351"|"Light Photosynthetic Active Radiation At Depth (PAR)"|"WIN-014"|"Light attenuation at measurement depth"|"01-JAN-2014 00:00:00"|"22-APR-2019 04:00:00"|"ZIMMERMAN_JM"|"22-APR-2019 16:36:33"
"352"|"BOD- Nitrogenous"|"WIN-021"|"BOD, nitrogenous"|"01-JAN-2014 00:00:00"|""|""|""
"353"|"BOD- Nitrogenous"|"WIN-021"|"Biological Oxygen Demand- Nitrogenous"|"01-JAN-2014 00:00:00"|""|""|""
"354"|"Ammonium (NH4)"|"WIN-024"|"Ammonium Ion"|"01-JAN-2014 00:00:00"|"22-APR-2019 04:00:00"|"ZIMMERMAN_JM"|"22-APR-2019 16:36:01"
"355"|"Coliform Total (CFU)"|"WIN-025"|"Total Coliform (CFU)"|"01-JAN-2014 00:00:00"|""|""|""
"356"|"Coliform Total (CFU)"|"WIN-025"|"Total Coliform Bacteria (CFU)"|"01-JAN-2014 00:00:00"|""|""|""
"357"|"Coliform Total (CFU)"|"WIN-025"|"Total Coliforms (CFU)"|"01-JAN-2014 00:00:00"|""|""|""
"358"|"Enterococci (CFU)"|"WIN-026"|"Enterococcus Group Bacteria (CFU)"|"01-JAN-2014 00:00:00"|""|""|""
"359"|"Coliform Fecal (CFU)"|"WIN-027"|"Fecal Coliform (CFU)"|"01-JAN-2014 00:00:00"|""|""|""
"360"|"Coliform Fecal (CFU)"|"WIN-027"|"Fecal Coliform Bacteria (CFU)"|"01-JAN-2014 00:00:00"|""|""|""
"361"|"Coliform Fecal (CFU)"|"WIN-027"|"Fecal Coliforms (CFU)"|"01-JAN-2014 00:00:00"|""|""|""
"362"|"Fecal Streptococci (CFU)"|"WIN-028"|"Fecal Streptococcus Group Bacteria (CFU)"|"01-JAN-2014 00:00:00"|""|""|""
"363"|"Phenolics (as Phenol)"|"WIN-029"|"Total Phenolics"|"01-JAN-2014 00:00:00"|""|""|""
"364"|"Residues- Total"|"1950"|"Solids, Total"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"21-APR-2023 17:32:12"
"365"|"Residues- Total"|"1950"|"Total Solids"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"21-APR-2023 17:32:24"
"366"|"Residues- Total"|"1950"|"Total-Residues"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"21-APR-2023 17:32:40"
"367"|"Coliform Total (MPN)"|"WIN-030"|"Total Coliform (MPN)"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"31-JAN-2018 12:45:14"
"368"|"Coliform Total (MPN)"|"WIN-030"|"Total Coliform Bacteria (MPN)"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"31-JAN-2018 12:45:40"
"369"|"Coliform Total (MPN)"|"WIN-030"|"Total Coliforms (MPN)"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"31-JAN-2018 12:45:55"
"370"|"Enterococci (MPN)"|"WIN-031"|"Enterococcus Group Bacteria (MPN)"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"31-JAN-2018 12:47:02"
"371"|"Escherichia coli (CFU)"|"WIN-032"|"E. coli (CFU)"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"31-JAN-2018 12:44:11"
"372"|"Escherichia coli (MPN)"|"WIN-033"|"E. coli (MPN)"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"31-JAN-2018 12:46:37"
"373"|"Coliform Fecal (MPN)"|"WIN-034"|"Fecal Coliform (MPN)"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"31-JAN-2018 12:47:22"
"374"|"Coliform Fecal (MPN)"|"WIN-034"|"Fecal Coliform Bacteria (MPN)"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"31-JAN-2018 12:47:39"
"375"|"Coliform Fecal (MPN)"|"WIN-034"|"Fecal Coliforms (MPN)"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"31-JAN-2018 12:48:07"
"376"|"Fecal Streptococci (MPN)"|"WIN-035"|"Fecal Streptococcus Group Bacteria (MPN)"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"31-JAN-2018 12:49:23"
"377"|"Heterotrophic bacteria (CFU)"|"WIN-036"|"Heterotrophic plate count (CFU)"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"31-JAN-2018 12:44:34"
"378"|"Alpha - Gross"|"2830"|"Alpha Radiation"|"01-JAN-2014 00:00:00"|""|""|""
"379"|"Alpha - Gross"|"2830"|"Radioactive Substances (Gross Alpha)"|"01-JAN-2014 00:00:00"|""|""|""
"380"|"Alpha - Gross"|"2830"|"Gross alpha radioactivity, (Thorium-230 ref std)"|"01-JAN-2014 00:00:00"|""|""|""
"381"|"Acifluorfen"|"50594666"|"Acifluorfen, sodium salt"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"21-APR-2023 17:55:48"
"382"|"Atrazine Desethyl"|"6190654"|"2-Amino-4-isopropylamino-6-chloro-s-triazine"|"01-JAN-2014 00:00:00"|""|""|""
"383"|"Atrazine Desethyl"|"6190654"|"Desethyl Atrazine"|"01-JAN-2014 00:00:00"|""|""|""
"384"|"Atrazine Desethyl"|"6190654"|"desisopropyl propazine"|"01-JAN-2014 00:00:00"|""|""|""
"385"|"4,4'-DDD"|"72548"|"DDD-p,p'"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"21-APR-2023 17:37:28"
"386"|"4,4'-DDE"|"72559"|"DDE-p,p'"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"21-APR-2023 17:38:54"
"387"|"g-BHC"|"58899"|"BHC-gamma"|"01-JAN-2014 00:00:00"|""|""|""
"388"|"Nitrogen- Total"|"FL-INORG-002"|"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)"|"01-JAN-2014 00:00:00"|""|""|""
"389"|"Nitrogen- Total"|"FL-INORG-002"|"TN"|"01-JAN-2014 00:00:00"|""|""|""
"390"|"Nitrogen- Total"|"FL-INORG-002"|"Total Nitrogen"|"01-JAN-2014 00:00:00"|""|""|""
"391"|"Nitrogen- Total"|"FL-INORG-002"|"Nitrogen, Total as N"|"01-JAN-2014 00:00:00"|""|""|""
"392"|"3,5-Dibromo-4-hydroxybenzonitrile"|"1689845"|"Bromoxynil"|"01-JAN-2014 00:00:00"|""|""|""
"393"|"2,3,7,8-TCDD"|"1746016"|"2,3,7,8-Tetrachlorodibenzo-1,4-dioxin"|"01-JAN-2014 00:00:00"|""|""|""
"394"|"2,3,7,8-TCDD"|"1746016"|"2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD)"|"01-JAN-2014 00:00:00"|""|""|""
"395"|"2,4-Dichloro-1-(4-nitrophenoxy)benzene"|"1836755"|"2,4-Dichloro-1-(4-nitrophenoxy)benzene"|"01-JAN-2014 00:00:00"|"23-FEB-2022 05:00:00"|"ZIMMERMAN_JM"|"23-FEB-2022 12:43:03"
"396"|"2,4-Dichloro-1-(4-nitrophenoxy)benzene"|"1836755"|"Nitrofen"|"01-JAN-2014 00:00:00"|""|""|""
"397"|"Dacthal"|"1861321"|"DCPA"|"01-JAN-2014 00:00:00"|""|""|""
"398"|"Dacthal"|"1861321"|"Dimethyl 2,3,5,6-Tetrachloroterephthalate"|"01-JAN-2014 00:00:00"|""|""|""
"399"|"Chlorothalonil"|"1897456"|"Daconil"|"01-JAN-2014 00:00:00"|""|""|""
"400"|"Methiocarb"|"2032657"|"Mesurol"|"01-JAN-2014 00:00:00"|""|""|""
"401"|"EPN"|"2104645"|"Ethyl O-(p-nitrophenyl) phenylphosphonothionate"|"01-JAN-2014 00:00:00"|""|""|""
"402"|"EPN"|"2104645"|"EPN, Phenylphosphonothoic acid"|"01-JAN-2014 00:00:00"|""|""|""
"403"|"Triallate"|"2303175"|"2,3,3-trichloro-2-propene-1-thiol diisopropylcarbamat"|"01-JAN-2014 00:00:00"|""|""|""
"404"|"Triallate"|"2303175"|"Avadex BW"|"01-JAN-2014 00:00:00"|""|""|""
"405"|"Triallate"|"2303175"|"Bis(1-methylethyl)carbamothioic acid S-(2,3,3-trichloro-2-propenyl)ester"|"01-JAN-2014 00:00:00"|""|""|""
"406"|"Azinphos ethyl"|"2642719"|"Ethyl guthion"|"01-JAN-2014 00:00:00"|""|""|""
"407"|"Chlorpyrifos"|"2921882"|"Chlorpyrifos ethyl"|"01-JAN-2014 00:00:00"|""|""|""
"408"|"Chlorpyrifos"|"2921882"|"Chloropyrifos"|"01-JAN-2014 00:00:00"|""|""|""
"409"|"Tetraethyl dithiopyrophosphate"|"3689245"|"Sulfotep"|"01-JAN-2014 00:00:00"|""|""|""
"410"|"Tetraethyl dithiopyrophosphate"|"3689245"|"Sulfotepp"|"01-JAN-2014 00:00:00"|""|""|""
"411"|"Tetraethyl dithiopyrophosphate"|"3689245"|"TEDP"|"01-JAN-2014 00:00:00"|""|""|""
"412"|"a-Chlordane"|"5103719"|"cis-Chlordane"|"01-JAN-2014 00:00:00"|""|""|""
"413"|"a-Chlordane"|"5103719"|"Chlordane, cis"|"01-JAN-2014 00:00:00"|""|""|""
"414"|"g-Chlordane"|"5103742"|"trans-Chlordane"|"01-JAN-2014 00:00:00"|""|""|""
"415"|"g-Chlordane"|"5103742"|"Chlordane, gamma"|"01-JAN-2014 00:00:00"|""|""|""
"416"|"Monocrotophos"|"6923224"|"Azodrin"|"01-JAN-2014 00:00:00"|""|""|""
"417"|"4-Chlorophenyl phenyl ether"|"7005723"|"1-Chloro-4-phenoxybenzene"|"01-JAN-2014 00:00:00"|""|""|""
"418"|"4-Chlorophenyl phenyl ether"|"7005723"|"Chlorophenyl-4 phenyl ether"|"01-JAN-2014 00:00:00"|""|""|""
"419"|"Silicon"|"7440213"|"Silicon as Si"|"01-JAN-2014 00:00:00"|""|""|""
"420"|"Arsenic"|"7440382"|"Arsenic, Inorganic"|"01-JAN-2014 00:00:00"|""|""|""
"421"|"Arsenic"|"7440382"|"Arsenic- Dissolved"|"01-JAN-2014 00:00:00"|""|""|""
"422"|"Boron"|"7440428"|"Boron (and Borates)"|"01-JAN-2014 00:00:00"|""|""|""
"423"|"Chromium"|"7440473"|"Chromium- Total"|"01-JAN-2014 00:00:00"|""|""|""
"424"|"Uranium"|"7440611"|"Uranium, natural"|"01-JAN-2014 00:00:00"|""|""|""
"425"|"EPN"|"2104645"|"Ethyl p-Nitrophenyl Phenylphosphorothioate"|"01-JAN-2014 00:00:00"|""|""|""
"426"|"Azinphos ethyl"|"2642719"|"Azinphos-ethyl"|"01-JAN-2014 00:00:00"|""|""|""
"427"|"Tetraethyl dithiopyrophosphate"|"3689245"|"Tetraethyl dithiopyrophosphate (TEDP)"|"01-JAN-2014 00:00:00"|""|""|""
"428"|"Methyl chlorpyrifos"|"5598130"|"Chlorpyrifos methyl"|"01-JAN-2014 00:00:00"|""|""|""
"429"|"Tin"|"7440315"|"Tin and Compounds"|"01-JAN-2014 00:00:00"|""|""|""
"430"|"Diquat"|"85007"|"Diquat dibromide (Reglone)"|"01-JAN-2014 00:00:00"|""|""|""
"431"|"Temperature, Water"|"2030"|"Temperature, water"|"31-MAY-2017 00:00:00"|""|""|""
"432"|"Temperature, Air"|"WIN-003"|"Temperature, air"|"31-MAY-2017 00:00:00"|""|""|""
"433"|"Nitrogen- Organic"|"1865"|"Nitrogen, organic"|"01-JUL-2017 00:00:00"|"27-NOV-2017 05:00:00"|"ZIMMERMAN_JM"|"27-NOV-2017 08:05:29"
"434"|"Nitrogen- Organic"|"1865"|"Organic Nitrogen"|"01-JUL-2017 00:00:00"|"27-NOV-2017 05:00:00"|"ZIMMERMAN_JM"|"27-NOV-2017 08:05:47"
"435"|"MCPP"|"93652"|"meta-Chlorophenylpiperazine"|"25-JUL-2017 00:00:00"|""|"ZIMMERMAN_JM"|"25-JUL-2017 15:27:06"
"436"|"GULL2-qPCR (TSC)"|"FL-MOLBIO-002"|"GULL2-qPCR"|"25-JUL-2017 00:00:00"|"06-MAY-2021 04:00:00"|"ADAMS_TL"|"06-MAY-2021 13:44:07"
"437"|"HF183-qPCR (GEU)"|"FL-MOLBIO-003"|"HF183-qPCR"|"25-JUL-2017 00:00:00"|"06-MAY-2021 04:00:00"|"ADAMS_TL"|"06-MAY-2021 13:46:21"
"438"|"HF183-purified-qPCR (GEU)"|"FL-MOLBIO-004"|"HF183-purified-qPCR"|"25-JUL-2017 00:00:00"|"06-MAY-2021 04:00:00"|"ADAMS_TL"|"06-MAY-2021 13:45:30"
"439"|"GULL2-purified-qPCR (TSC)"|"FL-MOLBIO-006"|"GULL2-purified-qPCR"|"25-JUL-2017 00:00:00"|"06-MAY-2021 04:00:00"|"ADAMS_TL"|"06-MAY-2021 13:43:26"
"440"|"BacR-qPCR (TSC)"|"FL-MOLBIO-007"|"BacR-qPCR"|"25-JUL-2017 00:00:00"|"06-MAY-2021 04:00:00"|"ADAMS_TL"|"06-MAY-2021 13:38:13"
"441"|"BacR-purified-qPCR (TSC)"|"FL-MOLBIO-008"|"BacR-purified-qPCR"|"25-JUL-2017 00:00:00"|"06-MAY-2021 04:00:00"|"ADAMS_TL"|"06-MAY-2021 13:37:34"
"442"|"GFD-purified-qPCR (TSC)"|"FL-MOLBIO-009"|"GFD-purified-qPCR"|"25-JUL-2017 00:00:00"|"06-MAY-2021 04:00:00"|"ADAMS_TL"|"06-MAY-2021 13:42:28"
"443"|"HF183-PMA treated-qPCR (GEU)"|"FL-MOLBIO-005"|"HF183-PMA treated-qPCR"|"26-JUL-2017 00:00:00"|"06-MAY-2021 04:00:00"|"ADAMS_TL"|"06-MAY-2021 13:44:23"
"445"|"2,3,5-Trimethylnaphthalene"|"2245387"|"1,6,7-Trimethylnaphthalene"|"20-NOV-2017 00:00:00"|""|""|""
"446"|"COD"|"1565"|"Chemical Oxygen Demand (COD)"|"20-NOV-2017 00:00:00"|""|""|""
"447"|"COD"|"1565"|"Chemical Oxygen Demand"|"20-NOV-2017 00:00:00"|""|""|""
"448"|"Phosphorus- Organic"|"WIN-039"|"Phosphorus, Organic"|"20-NOV-2017 00:00:00"|"27-NOV-2017 05:00:00"|"ZIMMERMAN_JM"|"27-NOV-2017 08:06:25"
"449"|"Phosphorus- Organic"|"WIN-039"|"Organic Phosphorus"|"20-NOV-2017 00:00:00"|"27-NOV-2017 05:00:00"|"ZIMMERMAN_JM"|"27-NOV-2017 08:06:07"
"450"|"Nitrogen- Inorganic"|"WIN-040"|"Nitrogen, Inorganic"|"20-NOV-2017 00:00:00"|"27-NOV-2017 05:00:00"|"ZIMMERMAN_JM"|"27-NOV-2017 08:05:05"
"451"|"Nitrogen- Inorganic"|"WIN-040"|"Inorganic Nitrogen"|"20-NOV-2017 00:00:00"|"27-NOV-2017 05:00:00"|"ZIMMERMAN_JM"|"27-NOV-2017 08:04:41"
"452"|"Aminomethylphosphonic acid"|"1066519"|"AMPA"|"01-FEB-2018 00:00:00"|""|""|""
"453"|"4,4'-DDE"|"72559"|"DDE"|"28-FEB-2018 00:00:00"|""|"ZIMMERMAN_JM"|"21-APR-2023 17:38:39"
"454"|"4,4'-DDD"|"72548"|"DDD"|"28-FEB-2018 00:00:00"|""|"ZIMMERMAN_JM"|"21-APR-2023 17:37:06"
"455"|"Oil and Grease"|"WIN-048"|"HEM (Hexane Extractable Material)"|"16-JAN-2019 00:00:00"|""|""|""
"456"|"Microcystin LR, Desmethyl"|"120011667"|"Desmethyl microcystin LR"|"31-JUL-2019 00:00:00"|""|"ZIMMERMAN_JM"|"21-APR-2023 17:58:30"
