Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,TKN,F_TKN,TON,F_TON,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,SiO4F,F_SiO4F,TSS,F_TSS,SALT_N,F_SALT_N,TURB_N,F_TURB_N,Color,F_Color,WTEM_N,F_WTEM_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI,IRR0_N,F_IRR0_N,IRR1_N,F_IRR1_N,Kd_N,F_Kd_N
gtmfmnut,11/28/2012 11:39,1,2,,0.012,0,0.065,0,0.098,0,0.0059,0,0.0156,0,0.0215,0,0.120,0,0.328,0,,<-1>,0.209,0,2.0,0,2.7,0,1.2,0,1.43,0,58.6,0,32.7,0,5.3,0,17.8,0,16.5,0,7.3,0,7.0,0,1.1,0,113.1,0,14.6,0,2.047,0
gtmpcnut,11/28/2012 13:47,1,1,,0.014,0,0.034,0,0.078,0,0.0031,0,0.0048,0,0.0079,0,0.086,0,0.528,0,,<-1>,0.442,0,5.6,0,6.2,0,1.3,0,4.17,0,50.2,0,23.8,0,5.0,0,46.4,0,16.0,0,7.4,0,6.2,0,0.8,0,84.5,0,8.5,0,2.297,0
gtmpcnut,11/28/2012 13:48,1,2,,0.015,0,0.065,0,0.108,0,0.0025,0,0.0043,0,0.0068,0,0.115,0,0.540,0,,<-1>,0.425,0,4.2,0,5.0,0,1.5,0,4.89,0,50.0,0,23.8,0,4.5,0,48.5,0,16.0,0,7.4,0,6.2,0,0.8,0,84.5,0,8.5,0,2.297,0
gtmpcnut,12/10/2012 08:35,2,1,{CSM},0.021,<1> (CHB),0.080,<-4> [SBL],0.018,0,0.002,<-4> [SBL] (CHB),,<-4> [SCB],0.010,0,0.028,0,,<-1>,0.560,0,0.542,0,2.3,<1> (CHB),3.1,<1> (CHB),1.3,<1> (CHB),,<-1>,12.0,0,29.2,0,8.0,0,,<-1>,19.5,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/10/2012 11:05,2,1,{CSM},0.024,<1> (CHB),0.080,<-4> [SBL],0.021,0,0.002,<-4> [SBL] (CHB),,<-4> [SCB],0.010,0,0.031,0,,<-1>,0.460,0,0.439,0,3.7,<1> (CHB),5.1,<1> (CHB),2.1,<1> (CHB),,<-1>,4.0,0,26.6,0,9.0,0,,<-1>,20.0,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/10/2012 13:35,2,1,{CSM},0.028,<1> (CHB),0.080,<-4> [SBL],0.014,0,0.002,<-4> [SBL] (CHB),,<-4> [SCB],0.015,0,0.029,0,,<-1>,0.510,0,0.496,0,3.9,0,4.9,0,1.6,0,,<-1>,5.0,0,20.3,0,7.0,0,,<-1>,20.6,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/10/2012 16:05,2,1,{CSM},0.027,0,0.080,<-4> [SBL],0.010,<-4> [SBL],0.002,<-4> [SBL],,<-4> [SCB],0.017,0,,<-4> [SCB],,<-1>,0.550,0,,<-4> [SCB],4.4,0,5.6,0,1.7,0,,<-1>,12.0,0,18.9,0,7.0,0,,<-1>,20.8,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/10/2012 18:35,2,1,{CSM},0.027,0,0.080,<-4> [SBL],0.024,0,0.002,<-4> [SBL],,<-4> [SCB],0.014,0,0.038,0,,<-1>,0.410,0,0.386,0,5.4,0,7.1,0,2.6,0,,<-1>,4.0,0,21.0,0,10.0,0,,<-1>,21.1,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/10/2012 21:05,2,1,{CSM},0.024,0,0.080,<-4> [SBL],0.029,0,0.002,<-4> [SBL],,<-4> [SCB],0.010,0,0.039,0,,<-1>,0.420,0,0.391,0,4.3,0,5.7,0,2.1,0,,<-1>,6.0,0,25.7,0,7.0,0,,<-1>,21.3,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/10/2012 23:35,2,1,{CSM},0.031,0,0.080,<-4> [SBL],0.037,0,0.002,<-4> [SBL],,<-4> [SCB],0.015,0,0.052,0,,<-1>,0.430,0,0.393,0,4.0,0,5.3,0,1.9,0,,<-1>,4.0,0,20.1,0,7.0,0,,<-1>,20.9,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/11/2012 02:05,2,1,{CSM},0.030,0,0.080,<-4> [SBL],0.024,0,0.002,<-4> [SBL],,<-4> [SCB],0.020,0,0.044,0,,<-1>,0.450,0,0.426,0,3.5,0,4.6,0,1.7,0,,<-1>,5.0,0,19.7,0,5.0,0,,<-1>,20.9,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/11/2012 04:35,2,1,{CSM},0.030,0,0.080,<-4> [SBL],0.026,0,0.004,0,0.015,0,0.019,0,0.045,0,,<-1>,0.640,0,0.614,0,4.5,0,5.8,0,1.8,0,,<-1>,8.0,0,14.6,0,5.0,0,,<-1>,20.5,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/11/2012 07:05,2,1,{CSM},0.032,0,0.080,<-4> [SBL],0.018,0,0.003,0,0.017,0,0.020,0,0.038,0,,<-1>,0.740,0,0.722,0,3.8,0,5.0,0,1.8,0,,<-1>,9.0,0,17.2,0,7.0,0,,<-1>,20.5,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,12/11/2012 08:09,1,1,{CSM},0.030,0,0.080,<-4> [SBL],0.017,0,0.002,<-4> [SBL],,<-4> [SCB],0.012,0,0.029,0,,<-1>,0.470,0,0.453,0,3.3,0,4.2,0,1.3,0,,<-1>,13.0,0,31.4,0,11.2,0,,<-1>,19.2,0,5.8,0,7.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,12/11/2012 08:10,1,2,{CSM},0.021,0,0.080,<-4> [SBL],0.020,0,0.002,<-4> [SBL],,<-4> [SCB],0.010,0,0.030,0,,<-1>,0.510,0,0.49,0,3.3,0,4.5,0,1.9,0,,<-1>,17.0,0,31.4,0,11.2,0,,<-1>,19.2,0,5.8,0,7.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/11/2012 08:52,1,1,{CSM},0.032,0,0.093,0,0.023,0,0.004,0,0.043,<1> [SRD],0.047,<1> [SRD],0.070,<1> [SRD],,<-1>,0.820,0,0.797,0,9.9,0,12.0,0,3.4,0,,<-1>,30.0,0,23.5,0,9.2,0,,<-1>,20.7,0,,<-2> [GDM],,<-2> [GDM],,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/11/2012 09:19,1,2,{CSM},0.030,0,0.093,0,0.019,0,0.002,<-4> [SBL],,<-4> [SCB],0.098,<1> [SRD],0.117,<1> [SRD],,<-1>,0.610,0,0.591,0,9.7,0,12.0,0,3.6,0,,<-1>,30.0,0,25.3,0,9.2,0,,<-1>,20.7,0,,<-2> [GDM],,<-2> [GDM],,<-1>,,<-1>,,<-1>,,<-1>
gtmssnut,12/11/2012 09:31,1,1,{CSM},0.016,0,0.080,<-4> [SBL],0.034,0,0.002,<-4> [SBL],,<-4> [SCB],0.012,0,0.046,0,,<-1>,0.420,0,0.386,0,3.1,0,3.8,0,1.0,0,,<-1>,11.0,0,34.3,0,4.7,0,,<-1>,17.8,0,6.9,0,8.2,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmssnut,12/11/2012 09:32,1,2,{CSM},0.018,0,0.080,<-4> [SBL],0.022,0,0.002,<-4> [SBL],,<-4> [SCB],0.016,0,0.038,0,,<-1>,0.420,0,0.398,0,3.0,0,3.8,0,1.2,0,,<-1>,15.0,0,34.3,0,4.7,0,,<-1>,17.8,0,8.9,0,8.2,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/11/2012 09:35,2,1,{CSM},0.026,0,0.080,<-4> [SBL],0.023,0,0.002,0,0.014,0,0.016,0,0.039,0,,<-1>,0.550,0,0.527,0,3.1,0,3.8,0,1.0,0,,<-1>,10.0,0,25.9,0,10.0,0,,<-1>,20.6,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,12/11/2012 11:00,1,1,{CSM},0.015,0,0.080,<-4> [SBL],0.010,<-4> [SBL],0.002,<-4> [SBL],,<-4> [SCB],0.009,0,,<-4> [SCB],,<-1>,0.420,0,,<-4> [SCB],1.8,0,2.3,0,0.7,0,,<-1>,12.0,0,33.5,0,6.6,0,,<-1>,19.7,0,5.7,0,7.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,12/11/2012 11:01,1,2,{CSM},0.015,0,0.080,<-4> [SBL],0.035,0,0.002,<-4> [SBL],,<-4> [SCB],0.012,0,0.047,0,,<-1>,0.310,0,0.275,0,1.8,0,2.3,0,0.6,0,,<-1>,10.0,0,33.5,0,6.6,0,,<-1>,19.7,0,5.7,0,7.7,0,,<-1>,,<-1>,,<-1>,,<-1>
