Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,TKN,F_TKN,TON,F_TON,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ECOLI_MPN,F_ECOLI_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI,DOC,F_DOC
gtmpinut,1/10/2017 8:53:00 AM,1,1,,0.014,,0.037,,0.014,,0.002,<-4> [SBL],0.005,,0.007,,0.021,,0.477,,0.47,,0.456,,4.4,,5.3,,1.2,,11,,5,<1> (CHB),,<-1>,13.1,,31.77,,8.24,,7.63,,1.7,,4.2,
gtmpinut,1/10/2017 8:55:00 AM,1,2,,0.014,,0.044,,0.011,,0.002,<-4> [SBL],0.004,,0.006,,0.017,,0.506,,0.5,,0.489,,4.7,,5.5,,1.1,,11,,7,<1> (CHB),,<-1>,13.1,,31.77,,8.24,,7.63,,1.7,,4.1,
gtmssnut,1/10/2017 10:11:00 AM,1,1,,0.013,,0.036,,0.017,,0.002,<-4> [SBL],0.016,,0.018,,0.035,,0.418,,0.4,,0.383,,3.3,,4,,0.92,,20,,21,<1> (CHB),,<-1>,13.9,,34.31,,8.07,,7.76,,1.1,,2.8,
gtmssnut,1/10/2017 10:13:00 AM,1,2,,0.015,,0.038,,0.017,,0.002,<-4> [SBL],0.018,,0.02,,0.037,,0.3,,0.28,,0.263,,1.7,,2,,0.4,<-4> [SBL],22,,13,<1> (CHB),,<-1>,13.9,,34.31,,8.07,,7.76,,1.1,,2.5,
gtmfmnut,1/10/2017 11:28:00 AM,1,1,,0.012,,0.027,,0.012,,0.002,<-4> [SBL],0.006,,0.008,,0.02,,0.308,,0.3,,0.288,,1.4,,1.5,,0.4,<-4> [SBL],7,,5,<1> (CHB),,<-1>,13.5,,34.62,,8.28,,7.85,,1.9,,2.5,
gtmfmnut,1/10/2017 11:31:00 AM,1,2,,0.012,,0.028,,0.012,,0.002,<-4> [SBL],0.01,,0.012,,0.024,,0.392,,0.38,<1> (CSM),0.368,,1.6,,1.7,,0.4,<-4> [SBL],6,,5,<1> (CHB),,<-1>,13.5,,34.62,,8.28,,7.85,,1.9,,2.5,
gtmpcnut,1/10/2017 10:52:00 AM,1,1,{CSM},0.024,,0.043,<1> (CSM),0.021,,0.002,<-4> [SBL],0.005,,0.007,,0.028,,0.567,,0.56,,0.539,,2.4,,2.9,,0.66,,7,,48,<1> (CHB),110,<1> (CHB),12.1,,23.87,,8.15,,7.46,,1.35,,4.8,
gtmpcnut,1/10/2017 10:58:00 AM,1,2,{CSM},0.025,,0.042,,0.011,,0.002,<-4> [SBL],0.003,,0.005,,0.016,,0.555,,0.55,,0.539,,2.6,,3,,0.47,,8,,62,<1> (CHB),,<-1>,12.1,,23.87,,8.15,,7.46,,1.35,,4.5,
gtmpcnut,1/9/2017 9:30:00 AM,2,1,,0.024,<1> (CHB),0.05,,0.024,,0.002,<-4> [SBL] (CHB),0.004,,0.006,,0.03,,0.456,,0.45,,0.426,,2.7,<1> (CHB),3.3,<1> (CHB),0.97,<1> (CHB),10,,,<-2> [GDM],,<-1>,10.04,,27.66,,9.02,,8.01,,,<-1>,4.6,
gtmpcnut,1/9/2017 12:00:00 PM,2,1,,0.036,,0.065,,0.015,,0.002,<-4> [SBL],0.011,,0.013,,0.028,,0.483,,0.47,,0.455,,3.5,,4.3,,1.2,,7,,120,<1> (CHB),,<-1>,11.15,,22.87,,8.89,,7.84,,,<-1>,6,
gtmpcnut,1/9/2017 2:30:00 PM,2,1,,0.045,,0.071,,0.028,,0.002,<-4> [SBL],0.01,,0.012,,0.04,,0.512,,0.5,,0.472,,5.5,,6.7,,1.8,,5,,100,<1> (CHB),,<-1>,12.69,,18.28,,8.57,,7.71,,,<-1>,7,
gtmpcnut,1/9/2017 5:00:00 PM,2,1,,0.044,,0.072,,0.023,,0.002,<-4> [SBL],0.008,,0.01,,0.033,,0.46,,0.45,,0.427,,5.3,,6.9,,2.3,,9,,110,<1> (CHB),,<-1>,13.13,,18.5,,8.99,,7.76,,,<-1>,7,
gtmpcnut,1/9/2017 7:30:00 PM,2,1,,0.034,,0.058,,0.01,,0.002,<-4> [SBL],0.007,,0.009,,0.019,,0.469,,0.46,,0.45,,3.2,,4,,1.2,,8,,140,<1> (CHB),,<-1>,12.47,,23.24,,9.66,,7.91,,,<-1>,7.1,
gtmpcnut,1/9/2017 10:00:00 PM,2,1,,0.035,,0.061,,0.016,,0.002,<-4> [SBL],0.008,,0.01,,0.026,,0.44,,0.43,,0.414,,3,,3.8,,1.1,,11,,120,<1> (CHB),,<-1>,12.39,,24.04,,9.56,,7.92,,,<-1>,6.2,
gtmpcnut,1/10/2017 12:30:00 AM,2,1,,0.043,,0.064,,0.033,,0.002,<-4> [SBL],0.011,,0.013,,0.046,,0.503,,0.49,,0.457,,3.7,,4.8,,1.7,,9,,110,<1> (CHB),,<-1>,12.63,,19.48,,8.73,,7.75,,,<-1>,6.5,
gtmpcnut,1/10/2017 3:00:00 AM,2,1,,0.05,,0.071,,0.01,,0.002,<-4> [SBL],0.017,,0.019,,0.029,,0.499,,0.48,,0.47,,3,,4.2,,1.8,,10,,120,<1> (CHB),,<-1>,12.73,,19.14,,8.25,,7.68,,,<-1>,8.5,
gtmpcnut,1/10/2017 5:30:00 AM,2,1,,0.044,,0.071,,0.036,,0.002,<-4> [SBL],0.012,,0.014,,0.05,,0.464,,0.45,,0.414,,3.2,,4.3,,1.8,,6,,110,<1> (CHB),,<-1>,12.25,,18.53,,8.32,,7.68,,,<-1>,6.8,
gtmpcnut,1/10/2017 8:00:00 AM,2,1,,0.027,,0.058,,0.017,,0.002,<-4> [SBL],0.003,,0.005,,0.022,,0.365,,0.36,,0.343,,2.8,,3.6,,1.2,,10,,86,<1> (CHB),,<-1>,11.33,,25.73,,8.7,,7.93,,,<-1>,5.2,
gtmpcnut,1/10/2017 10:30:00 AM,2,1,,0.021,,0.044,,0.013,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.017,,0.524,,0.52,,0.507,,1.9,,2.2,<1> (CSM),0.61,,9,,36,<1> (CHB),,<-1>,11.56,,29.59,,8.53,,8.03,,,<-1>,4.1,
gtmpinut,2/8/2017 8:48:00 AM,1,1,,0.02,,0.05,,0.014,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.018,,0.414,,0.41,,0.396,,5,,6.3,,1.9,,16,<1> (CSM),3,<1> [GSM] (CHB),,<-1>,17.5,,33.95,,6.96,,7.65,,1.1,,4.1,
gtmpinut,2/8/2017 8:50:00 AM,1,2,,0.021,,0.048,,0.01,,0.002,<-4> [SBL],0.003,,0.005,,0.015,,0.415,,0.41,,0.4,,5.1,,6.4,,1.9,,16,,2,<1> [GSM] (CHB),,<-1>,17.5,,33.95,,6.96,,7.65,,1.1,,4.1,
gtmssnut,2/8/2017 9:57:00 AM,1,1,,0.025,,0.056,,0.027,,0.004,,0.036,,0.04,,0.067,,0.3,,0.26,,0.233,,3.2,,4.8,,2.4,,27,,31,<1> [GSM] (CHB),,<-1>,17.9,,35.85,,6.39,,7.85,,0.6,,2.7,
gtmssnut,2/8/2017 10:01:00 AM,1,2,,0.024,,0.061,,0.027,,0.004,,0.027,,0.031,,0.058,,0.361,,0.33,,0.303,,3.2,,4.9,,2.7,,28,,50,<1> [GSM] (CHB),,<-1>,17.9,,35.85,,6.39,,7.85,,0.6,,2.8,
gtmfmnut,2/8/2017 11:07:00 AM,1,1,,0.013,,0.031,,0.019,,0.002,,0.02,,0.022,,0.041,,0.192,,0.17,,0.151,,1.9,,2.5,,0.8,,12,,13,<1> [GSM] (CHB),,<-1>,18.8,,36.15,,6.3,,8.05,,1.15,,2.2,
gtmfmnut,2/8/2017 11:10:00 AM,1,2,,0.014,,0.029,,0.021,,0.002,,0.005,,0.007,,0.028,,0.257,,0.25,,0.229,,1.8,,2.3,,0.7,,12,,5,<1> [GSM] (CHB),,<-1>,18.8,,36.15,,6.3,,8.05,,1.15,,2.3,
gtmpcnut,2/8/2017 11:02:00 AM,1,1,,0.042,,0.075,,0.021,,0.002,,0.008,,0.01,,0.031,,0.51,,0.5,,0.479,,8.4,,10,,2.3,,14,,90,<1> (CHB),9.6,<1> (CHB),19.2,,20.13,,7.03,,7.27,,0.7,,6,
gtmpcnut,2/8/2017 11:05:00 AM,1,2,,0.043,,0.081,,0.018,,0.002,,0.007,,0.009,,0.027,,0.559,,0.55,,0.532,,8,,9.6,,2.2,,14,,100,<1> (CHB),,<-1>,19.2,,20.13,,7.03,,7.27,,0.7,,6.3,
gtmpcnut,2/7/2017 9:30:00 AM,2,1,,0.033,<1> (CHB),0.058,,0.03,,0.002,<-4> [SBL] (CHB),0.002,,0.004,<-4> [SBL],0.034,,0.444,,0.44,,0.41,,1.6,<1> (CHB),2.3,<1> (CHB),1.2,<1> (CHB),19,,,<-2> [GDM],,<-1>,17.55,,28.29,,6.41,,7.6,,,<-1>,4.8,
gtmpcnut,2/7/2017 12:00:00 PM,2,1,,0.035,<1> (CHB),0.071,,0.012,,0.002,<-4> [SBL] (CHB),0.003,,0.005,,0.017,,0.435,,0.43,,0.418,,6.7,,8.1,,1.9,,14,,24,<1> [GSM] (CHB),,<-1>,17.63,,26.37,,6.25,,7.49,,,<-1>,5.6,
gtmpcnut,2/7/2017 2:30:00 PM,2,1,,0.041,,0.078,,0.013,,0.002,<-4> [SBL],0.003,,0.005,,0.018,,0.555,,0.55,,0.537,,3.7,,4.7,,1.4,,12,,28,<1> [GSM] (CHB),,<-1>,17.86,,25.07,,5.95,,7.49,,,<-1>,5.5,
gtmpcnut,2/7/2017 5:00:00 PM,2,1,,0.038,,0.1,,0.004,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.008,,0.544,,0.54,,0.536,,18,,20,,3.1,,17,,23,<1> [GSM] (CHB),,<-1>,20.41,,19.39,,7.83,,7.6,,,<-1>,5.8,
gtmpcnut,2/7/2017 7:30:00 PM,2,1,,0.036,,0.063,,0.012,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.016,,0.444,,0.44,,0.428,,7.2,,9.4,,3.2,,21,,20,<1> [GSM] (CHB),,<-1>,19.71,,24.75,,7.04,,7.57,,,<-1>,5.2,
gtmpcnut,2/7/2017 10:00:00 PM,2,1,,0.039,,0.073,,0.017,,0.002,<-4> [SBL],0.003,,0.005,,0.022,,0.395,,0.39,,0.373,,4.9,<1> (CSM),6.3,<1> (CSM),2.1,,13,,10,<1> [GSM] (CHB),,<-1>,19.69,,24.88,,7.01,,7.56,,,<-1>,5.6,
gtmpcnut,2/8/2017 12:30:00 AM,2,1,,0.041,,0.081,,0.026,,0.002,<-4> [SBL],0.007,,0.009,,0.035,,0.699,,0.69,,0.664,,5.2,,6.9,,2.4,,16,,23,<1> [GSM] (CHB),,<-1>,19.68,,22.86,,6.33,,7.49,,,<-1>,5.8,
gtmpcnut,2/8/2017 3:00:00 AM,2,1,,0.046,,0.077,,0.025,,0.002,,0.004,,0.006,,0.031,,0.386,,0.38,,0.355,,4.6,,6.7,,3.2,,17,,220,<1> [GSM] (CHB),,<-1>,19.53,,21.3,,5.56,,7.42,,,<-1>,6.7,
gtmpcnut,2/8/2017 5:30:00 AM,2,1,,0.048,,0.089,,0.019,,0.002,,0.006,,0.008,,0.027,,0.548,,0.54,,0.521,,4.3,,6,,2.6,,12,,200,<1> [GSM] (CHB),,<-1>,17.93,,15.69,,6.71,,7.4,,,<-1>,7.1,
gtmpcnut,2/8/2017 8:00:00 AM,2,1,,0.04,,0.087,,0.039,,0.002,,0.007,,0.009,,0.048,,0.549,,0.54,,0.501,,5.7,,7.7,,2.9,,22,,100,<1> [GSM] (CHB),,<-1>,18.43,,21.5,,6.34,,7.46,,,<-1>,6.1,
gtmpcnut,2/8/2017 10:30:00 AM,2,1,,0.04,,0.074,,0.032,,0.002,,0.007,,0.009,,0.041,,0.549,,0.54,,0.508,,5.5,,7,,2.2,,14,,78,<1> [GSM] (CHB),,<-1>,18.11,,23.21,,6.59,,7.51,,,<-1>,5.8,
gtmpinut,3/8/2017 7:35:00 AM,1,1,,0.012,,0.046,,0.012,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.016,,0.504,,0.5,,0.488,,5.2,,6.3,,1.6,,10,,2,<1> (CHB),,<-1>,19.3,,34.45,,7.02,,7.49,,1.25,,3.9,
gtmpinut,3/8/2017 7:38:00 AM,1,2,,0.012,,0.046,,0.01,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.014,,0.494,,0.49,,0.48,,5.1,,6.2,,1.5,,11,,2,<-4> [SBL] (CHB),,<-1>,19.3,,34.45,,7.02,,7.49,,1.25,,3.9,
gtmssnut,3/8/2017 8:49:00 AM,1,1,,0.02,,0.054,,0.031,,0.003,,0.036,,0.039,,0.07,,0.459,,0.42,,0.389,,3.3,,4.3,,1.5,,18,,57,<-4> [SBL] (CSM),,<-1>,18.9,,35.46,,6.33,,7.58,,1,,2.7,
gtmssnut,3/8/2017 8:52:00 AM,1,2,,0.019,,0.055,,0.03,,0.003,,0.031,,0.034,,0.064,,0.414,,0.38,,0.35,,2.7,,3.4,,0.95,,17,,56,<1> (CHB),,<-1>,18.9,,35.46,,6.33,,7.58,,1,,2.5,
gtmfmnut,3/8/2017 9:51:00 AM,1,1,,0.009,,0.032,,0.016,,0.002,<-4> [SBL],0.003,,0.005,,0.021,,0.325,,0.32,,0.304,,2.3,,2.6,,0.43,,11,,2,<-4> [SBL] (CHB),,<-1>,19.2,,36.13,,6.3,,7.65,,1.2,,2,
gtmfmnut,3/8/2017 9:54:00 AM,1,2,,0.009,,0.036,<1> (CSM),0.015,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.019,,0.344,,0.34,,0.325,,2.3,,2.6,,0.4,<-4> [SBL],10,,2,<1> (CHB),,<-1>,19.2,,36.13,,6.3,,7.65,,1.2,,2,
gtmpcnut,3/8/2017 9:53:00 AM,1,1,{WS2},0.032,,0.078,,0.013,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.017,,0.554,,0.55,,0.537,,14,,15,,2.4,,16,,5,<1> (CHB),20.2,<1> (CHB),20.3,,19.61,,6.74,,7.75,,1,,5.9,
gtmpcnut,3/8/2017 9:56:00 AM,1,2,{WS2},0.034,,0.078,,0.016,,0.002,<-4> [SBL],0.005,,0.007,,0.023,,0.507,,0.5,,0.484,,13,,15,,2.2,,15,,2,<1> (CHB),,<-1>,20.3,,19.61,,6.74,,7.75,,1,,5.9,
gtmpcnut,3/7/2017 9:30:00 AM,2,1,,0.026,<1> (CHB),0.07,,0.046,,0.002,<1> (CHB),0.007,,0.009,,0.055,,0.669,,0.66,,0.614,,8.8,<1> (CHB),11,<1> (CHB),3.8,<1> (CHB),16,<1> (CSM),,<-2> [GDM],,<-1>,17.9,,24.53,,6.41,,7.79,,,<-1>,5.7,
gtmpcnut,3/7/2017 12:00:00 PM,2,1,,0.03,,0.086,,0.015,,0.002,<-4> [SBL],0.005,,0.007,,0.022,,0.557,,0.55,,0.535,,11,,14,,3,,16,,8,<1> (CHB),,<-1>,18.2,,23.56,,6.1,,7.76,,,<-1>,6.3,
gtmpcnut,3/7/2017 2:30:00 PM,2,1,,0.037,,0.095,,0.008,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.012,,0.634,,0.63,,0.622,,17,,19,,3,,16,,5,<1> (CHB),,<-1>,18.9,,21.08,,5.59,,7.66,,,<-1>,6.3,
gtmpcnut,3/7/2017 5:00:00 PM,2,1,,0.029,,0.1,,0.006,,0.002,<-4> [SBL],0.003,,0.005,,0.011,,0.685,,0.68,,0.674,,13,,16,,2.9,,35,,2,<1> (CHB),,<-1>,21.6,,18.53,,8.21,,7.9,,,<-1>,5.9,
gtmpcnut,3/7/2017 7:30:00 PM,2,1,,0.025,,0.072,,0.009,,0.002,<-4> [SBL],0.003,,0.005,,0.014,,0.635,,0.63,,0.621,,7.3,,9.2,,2.7,,24,,2,<-4> [SBL] (CHB),,<-1>,21.2,,22.39,,6.75,,7.77,,,<-1>,5.6,
gtmpcnut,3/7/2017 10:00:00 PM,2,1,,0.028,,0.075,,0.005,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.009,,0.554,,0.55,,0.545,,9.8,,12,,2.8,,21,,2,<1> (CHB),,<-1>,20.9,,21.39,,6.56,,7.75,,,<-1>,5.9,
gtmpcnut,3/8/2017 12:30:00 AM,2,1,,0.033,,0.085,,0.006,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.01,,0.614,,0.61,,0.604,,11,,13,,2.6,,15,,7,<1> (CHB),,<-1>,21,,20.44,,6.43,,7.7,,,<-1>,5.9,
gtmpcnut,3/8/2017 3:00:00 AM,2,1,,0.04,,0.075,,0.008,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.012,,0.504,,0.5,,0.492,,6.7,<1> (CSM),8.1,<1> (CSM),1.9,,13,,10,<1> (CHB),,<-1>,21.1,,19.63,,5.74,,7.61,,,<-1>,6.3,
gtmpcnut,3/8/2017 5:30:00 AM,2,1,,0.038,,0.07,,0.008,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.012,,0.524,,0.52,,0.512,,8.8,,10,,1.8,,16,,2,<1> (CHB),,<-1>,20.3,,16.83,,6.99,,7.76,,,<-1>,6.4,
gtmpcnut,3/8/2017 8:00:00 AM,2,1,,0.027,,0.06,,0.027,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.031,,0.544,,0.54,,0.513,,8.7,,10,,2.4,,27,,2,<1> (CHB),,<-1>,19.89,,24.41,,5.74,,7.79,,,<-1>,5.4,
gtmpcnut,3/8/2017 10:30:00 AM,2,1,,0.032,,0.077,,0.011,,0.002,<-4> [SBL],0.002,,0.004,,0.015,,0.584,,0.58,,0.569,,11,,12,,2,,19,,5,<1> (CHB),,<-1>,20.1,,23.99,,5.27,,7.71,,,<-1>,6,
gtmpinut,4/25/2017 9:29:00 AM,1,1,,0.017,,0.048,,0.047,,0.002,<-4> [SBL],0.004,,0.006,,0.053,,0.486,,0.48,,0.433,,4.4,,5.6,,1.7,,10,,2,<1> (CHB),,<-1>,24,,36.58,,5.63,,6.88,,1.5,,3.7,
gtmpinut,4/25/2017 9:31:00 AM,1,2,,0.016,,0.049,,0.035,,0.002,<-4> [SBL],0.003,,0.005,,0.04,,0.505,,0.5,,0.465,,5.1,,6.4,,1.9,,11,,2,<-4> [SBL] (CHB),,<-1>,24,,36.58,,5.63,,6.88,,1.5,,3.7,
gtmssnut,4/25/2017 10:44:00 AM,1,1,{CSM},0.02,,0.055,,0.032,,0.002,<-4> [SBL],0.011,,0.013,,0.045,,0.503,,0.49,,0.458,,3.7,,4.7,,1.3,,18,,3,<1> (CHB),,<-1>,23.9,,37.28,,6.08,,7.44,,0.85,,2.6,
gtmssnut,4/25/2017 10:46:00 AM,1,2,{CSM},0.019,,0.053,,0.03,,0.002,<-4> [SBL],0.017,,0.019,,0.049,,0.499,,0.48,,0.45,,2.4,,2.8,,0.6,,16,,5,<1> (CHB),,<-1>,23.9,,37.28,,6.08,,7.44,,0.85,,2.5,
gtmfmnut,4/25/2017 11:52:00 AM,1,1,,0.015,,0.048,,0.025,,0.002,<-4> [SBL],0.004,,0.006,,0.031,,0.356,,0.35,,0.325,,2.3,,2.6,,0.47,,12,,2,<-4> [SBL] (CHB),,<-1>,23.7,,37.75,,6.29,,7.48,,1,,2.3,
gtmfmnut,4/25/2017 11:54:00 AM,1,2,,0.014,,0.042,,0.024,,0.002,<-4> [SBL],0.005,,0.007,,0.031,,0.457,,0.45,,0.426,,3.7,,4.3,,0.72,,11,<1> (CSM),2,<-4> [SBL] (CHB),,<-1>,23.7,,37.75,,6.29,,7.48,,1,,2.7,
gtmpcnut,4/25/2017 11:08:00 AM,1,1,{CSM},0.024,,0.074,,0.004,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.008,,0.704,,0.7,,0.696,,11,,12,,1.6,,20,,30,<1> (CHB),74.5,<1> (CHB),22.9,,30.67,,4.61,,7.52,,0.65,,6.4,
gtmpcnut,4/25/2017 11:11:00 AM,1,2,,0.024,,0.073,,0.004,<1> (CUS),0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL] (CUS),0.008,,0.654,,0.65,,0.646,,5.2,,5.9,,0.88,,20,,56,<1> (CHB),,<-1>,22.9,,30.67,,4.61,,7.52,,0.65,,6.8,<1> (CUS)
gtmpcnut,4/24/2017 9:30:00 AM,2,1,,0.026,<1> (CHB),0.062,,0.021,,0.002,<-4> [SBL] (CHB),0.002,,0.004,<-4> [SBL],0.025,,0.304,,0.3,,0.279,,9.9,<1> (CHB),12,<1> (CHB),3.2,<1> (CHB),35,,,<-2> [GDM],,<-1>,25.37,,28.92,,4.35,,7.47,,,<-1>,6.9,
gtmpcnut,4/24/2017 12:00:00 PM,2,1,,0.034,,0.079,,0.016,,0.002,,0.002,,0.004,<-4> [SBL],0.02,,0.624,,0.62,,0.604,,14,,17,,4.1,,55,,22,<1> (CHB),,<-1>,26.1,,26.36,,4.91,,4.91,,,<-1>,7.7,
gtmpcnut,4/24/2017 2:30:00 PM,2,1,,0.04,,0.086,,0.015,,0.003,,0.001,,0.004,<-4> [SBL],0.019,,0.684,,0.68,,0.665,,16,<1> (CSM),19,<1> (CSM),3.6,<1> (CSM),36,,31,<1> (CHB),,<-1>,26.8,,21.44,,5.42,,7.33,,,<-1>,8.5,
gtmpcnut,4/24/2017 5:00:00 PM,2,1,,0.043,,0.097,,0.003,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.007,,0.634,,0.63,,0.627,,7,,8.2,,1.7,,32,,31,<1> (CHB),,<-1>,27.1,,18.97,,5.38,,7.29,,,<-1>,9.4,
gtmpcnut,4/24/2017 7:30:00 PM,2,1,,0.033,,0.11,,0.002,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.006,,0.824,,0.82,,0.818,,15,,18,,4.5,,38,,46,<1> (CHB),,<-1>,25.8,,24.88,,5.83,,7.45,,,<-1>,8.4,
gtmpcnut,4/24/2017 10:00:00 PM,2,1,,0.023,,0.066,,0.002,<-4> [SBL],0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.006,,0.544,,0.54,,0.538,,11,,14,,4,,70,<1> (CHB),11,<1> (CHB),,<-1>,24.4,,30.94,,5.8,,7.63,,,<-1>,6.4,
gtmpcnut,4/25/2017 12:30:00 AM,2,1,,0.026,,0.12,,0.002,<-4> [SBL],0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.006,,0.664,,0.66,,0.658,,11,<1> (CSM),13,<1> (CSM),3.6,<1> (CSM),26,,16,<1> (CHB),,<-1>,24.3,,29.32,,5.56,,7.56,,,<-1>,7.1,
gtmpcnut,4/25/2017 3:00:00 AM,2,1,,0.04,,0.093,,0.014,,0.002,<-4> [SBL],0.003,,0.005,,0.019,,0.655,,0.65,,0.636,,11,,13,,3.8,,30,,52,<1> (CHB),,<-1>,24.3,,23.83,,5.02,,7.32,,,<-1>,8.5,
gtmpcnut,4/25/2017 5:30:00 AM,2,1,,0.045,,0.092,,0.023,,0.002,<-4> [SBL],0.004,,0.006,,0.029,,0.636,,0.63,,0.607,,8.6,,10,,2.6,,18,,66,<1> (CHB),,<-1>,24.3,,21.82,,4.02,,7.21,,,<-1>,9,
gtmpcnut,4/25/2017 8:00:00 AM,2,1,,0.033,,0.084,,0.01,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.014,,0.804,,0.8,,0.79,,11,,13,,2.8,,26,,56,<1> (CHB),,<-1>,22.8,,26.22,,4.79,,7.35,,,<-1>,8.3,
