Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,TKN,F_TKN,TKNF,F_TKNF,TON,F_TON,DON,F_DON,PON,F_PON,TDN,F_TDN,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ECOLI_MPN,F_ECOLI_MPN,ENTERO_MPN,F_ENTERO_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI,DOC,F_DOC
gtmpinut,10/15/2019 12:08:00 PM,1,1, ,0.025, ,0.036, ,0.025,,0.008, ,0.006,,0.014, ,0.039,,0.534,<1> [GQS],0.52,<1> [SCC],0.59,<1> [SCC],0.495,<1> [GQS],0.565,,-0.07,<-3> [SNV],0.604,<1> [GQS],5.9,<1> (CSM),7.1,<1> (CSM),1.7,,9,,2,<1> [GSM](CHB), ,<-1>  , ,<-1>  ,26.4,,30.42,,4.55,,7.56,,1,,6.3, 
gtmpinut,10/15/2019 12:11:00 PM,1,2, ,0.024, ,0.047, ,0.024,,0.008, ,0.006,,0.014, ,0.038,,0.524,,0.51, ,0.46, ,0.486,,0.436,,0.05,,0.474,,5.1, ,6.1, ,1.4,,9,,2,<1> [GSM](CHB), ,<-1>  , ,<-1>  ,26.4,,30.42,,4.55,,7.56,,1,,6.1, 
gtmpcnut,10/15/2019 12:37:00 PM,1,1, ,0.012, ,0.043, ,0.005,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.009,,0.524,,0.52, ,0.41, ,0.515,,0.405,,0.11,,0.414,,8.4, ,9.7, ,1.7,,14, ,7,<1> [GSM](CHB), ,<-1>  ,20,<1> (CHB),27.4,,28.59,,6.84,,6.78,,0.55,,5.9, 
gtmpcnut,10/15/2019 12:38:00 PM,1,2, ,0.012, ,0.043, ,0.005,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.009,,0.504,,0.5, ,0.43, ,0.495,,0.425,,0.07,,0.434,,8, ,9.1, ,1.5,,14,<1> (CSM),10,<1> [GSM](CHB), ,<-1>  , ,<-1>  ,27.4,,28.59,,6.84,,6.78,,0.55,,5.9, 
gtmpcnut,11/11/2019 9:30:00 AM,2,1, ,0.019,<1> (CHB),0.063, ,0.026, ,0.004,<1> (CHB),0.004,<1> [GQS],0.008,,0.034,,0.518,,0.51, ,0.42, ,0.484,,0.394,,0.09,,0.428,,3.2,<1> (CHB),4.3,<1> (CHB),2.2,<1> [SBL] (CHB),22, , ,<-2> [GDM], ,<-1>  , ,<-1>  ,20.32,,27.83,,5.41,,7.39,,,<-1>  ,6.8, 
gtmpcnut,11/11/2019 12:00:00 PM,2,1, ,0.02,<1> (CHB),0.054, ,0.016, ,0.004,<1> (CHB),0.003,<1> [GQS],0.007,,0.023,,0.437,,0.43, , ,<-1>  ,0.414,, ,<-1>  ,0.43,,0.007,,4.1,,5.1, ,2,<-4> [SBL],18, ,50,<1> (CHB), ,<-1>  , ,<-1>  ,20.59,,28.73,,5.64,,7.47,,,<-1>  ,5.9, 
gtmpcnut,11/11/2019 2:30:00 PM,2,1, ,0.024, ,0.059, ,0.015, ,0.004,,0.008,,0.012,,0.027,,0.552,,0.54, , ,<-1>  ,0.525,, ,<-1>  ,0.54,,0.012,,3.5,,4.3, ,1.5,<-4> [SBL],16, ,58,<1> (CHB), ,<-1>  , ,<-1>  ,21.25,,22.51,,5.08,,7.14,,,<-1>  ,9.6, 
gtmpcnut,11/11/2019 5:00:00 PM,2,1, ,0.03, ,0.059, ,0.016, ,0.004,,0.005,,0.009,,0.025,,0.529,,0.52, , ,<-1>  ,0.504,, ,<-1>  ,0.52,,0.009,,2.9,,3.6, ,1.5,<-4> [SBL],10,,72,<1> (CHB), ,<-1>  , ,<-1>  ,21.59,,14.68,,4.82,,7.02,,,<-1>  ,13, 
gtmpcnut,11/11/2019 7:30:00 PM,2,1, ,0.03, ,0.06, ,0.018, ,0.004,,0.006,,0.01,,0.028,,0.55,,0.54, , ,<-1>  ,0.522,, ,<-1>  ,0.54,,0.01,,3.5,,4.4, ,1.5,<-4> [SBL],9,,90,<1> (CHB), ,<-1>  , ,<-1>  ,21.53,,16.79,,4.94,,7.05,,,<-1>  ,12, 
gtmpcnut,11/11/2019 10:00:00 PM,2,1, ,0.022, ,0.058, ,0.02, ,0.004,,0.005,,0.009,,0.029,,0.499,,0.49, , ,<-1>  ,0.47,, ,<-1>  ,0.49,,0.009,,3.3,,4.6, ,1.9,,22,,56,<1> (CHB), ,<-1>  , ,<-1>  ,21.5,,24.76,,5.35,,7.21,,,<-1>  ,8.3, 
gtmpcnut,11/12/2019 12:30:00 AM,2,1, ,0.023, ,0.057, ,0.021, ,0.004,,0.006,,0.01,,0.031,,0.55,,0.54, , ,<-1>  ,0.519,, ,<-1>  ,0.54,,0.01,,2.7,,3.6, ,1.5,<-4> [SBL],8,,50,<1> (CHB), ,<-1>  , ,<-1>  ,21.49,,24.62,,5.2,,7.2,,,<-1>  ,8.7, 
gtmpcnut,11/12/2019 3:00:00 AM,2,1, ,0.03, ,0.052, ,0.021, ,0.004,,0.006,,0.01,,0.031,,0.48,,0.47, , ,<-1>  ,0.449,, ,<-1>  ,0.47,,0.01,,2.1,,2.7,,1.5,<-4> [SBL],10,,67,<1> (CHB), ,<-1>  , ,<-1>  ,20.96,,16.54,,4.62,,7.04,,,<-1>  ,11, 
gtmpcnut,11/12/2019 5:30:00 AM,2,1, ,0.032, ,0.052, ,0.022, ,0.004,,0.008,,0.012,,0.034,,0.542,,0.53, , ,<-1>  ,0.508,, ,<-1>  ,0.53,,0.012,,1.8,,2.2,,1.3,<-4> [SBL],9,,80,<1> (CHB), ,<-1>  , ,<-1>  ,20.74,,12.58,,4.21,,7,,,<-1>  ,14, 
gtmpcnut,11/12/2019 8:00:00 AM,2,1, ,0.03, ,0.06, ,0.027, ,0.005,,0.007,,0.012,,0.039,,0.572,,0.56, , ,<-1>  ,0.533,, ,<-1>  ,0.56,,0.012,,2.8,,3.4,,1.8,<-4> [SBL],14, ,44,<1> (CHB), ,<-1>  , ,<-1>  ,20.56,,17.46,,4.64,,7.06,,,<-1>  ,12, 
gtmfmnut,11/12/2019 9:35:00 AM,1,1, ,0.012, ,0.035, ,0.015, ,0.004,,0.008,,0.012,,0.027,,0.332,,0.32,,0.28,,0.305,,0.265,,0.04,,0.292,,4,,4.2, ,1.3,<-4> [SBL],17, ,3,<1> (CHB), ,<-1>  , ,<-1>  ,21.7,,34.1,,,<-2> [GDM],7.82,,1.4,,2.6, 
gtmfmnut,11/12/2019 9:38:00 AM,1,2, ,0.013, ,0.032, ,0.014, ,0.006,,0.004,,0.01,,0.024,,0.4,,0.39,,0.27,,0.376,,0.256,,0.12,,0.28,,3.1,,3.6, ,1.1,<-4> [SBL],17, ,3,<1> [SBL] (CHB), ,<-1>  , ,<-1>  ,21.7,,34.1,,,<-2> [GDM],7.82,,1.4,,2.6, 
gtmpcnut,11/12/2019 10:30:00 AM,2,1, ,0.019, ,0.064, ,0.024, ,0.004,,0.001,,0.005,,0.029,,0.555,,0.55,, ,<-1>  ,0.526,, ,<-1>  ,0.55,,0.005,,3.6,,4.3, ,1.5,<-4> [SBL],27, ,17,<1> (CHB), ,<-1>  , ,<-1>  ,21.67,,28.26,,5.53,,7.46,,1,,6.4, 
gtmssnut,11/12/2019 10:38:00 AM,1,1, ,0.015, ,0.043, ,0.015, ,0.005,,0.015,,0.02, ,0.035,,0.45,,0.43,,0.28,,0.415,,0.265,,0.15,,0.3,,4.2,,4.8, ,0.9,<-4> [SBL],16, ,9,<1> (CHB), ,<-1>  , ,<-1>  ,21.8,,33.82,,,<-2> [GDM],7.85,,1,,2.7, 
gtmssnut,11/12/2019 10:40:00 AM,1,2, ,0.013, ,0.044, ,0.012, ,0.004,,0.009,,0.013, ,0.025,,0.373,,0.36,,0.31,,0.348,,0.298,,0.05,,0.323,,5,,5.6, ,1.3,<-4> [SBL],18, ,9,<1> (CHB), ,<-1>  , ,<-1>  ,21.8,,33.82,,,<-2> [GDM],7.85,,1,,2.6, 
gtmpinut,11/12/2019 11:51:00 AM,1,1, ,0.028, ,0.052, ,0.037, ,0.007, ,0.014,,0.021, ,0.058,,0.531,,0.51,,0.43,,0.473,,0.393,,0.08,,0.451,,4,,4.9, ,1.4,<-4> [SBL],20, ,6,<1> (CHB), ,<-1>  , ,<-1>  ,20.9,,29.58,,,<-2> [GDM],7.58,,1.4,,5.7, 
gtmpinut,11/12/2019 11:54:00 AM,1,2, ,0.027, ,0.061, ,0.037, ,0.007, ,0.011,,0.018, ,0.055,,0.528,,0.51,,0.42,,0.473,,0.383,,0.09,,0.438,,3.2,,3.6, ,1.3,<-4> [SBL],22, ,8,<1> (CHB), ,<-1>  , ,<-1>  ,20.9,,29.58,,,<-2> [GDM],7.58,,1.4,,5.7, 
gtmpcnut,11/12/2019 12:09:00 PM,1,1, ,0.018, ,0.051, ,0.011, ,0.003,,0.003,,0.006,,0.017,,0.566,,0.56,,0.39,,0.549,,0.379,,0.17,,0.396,,6.1, ,7, ,2.1,<-4> [SBL],18, ,17,<1> (CHB), ,<-1>  ,10,<1> [SBL] (CHB),21.9,,28.58,,5,,7.46,,1.2,,6.3, 
gtmpcnut,11/12/2019 12:13:00 PM,1,2, ,0.018, ,0.047, ,0.011, ,0.003,,0.002,,0.005,,0.016,,0.595,,0.59,,0.42,,0.579,,0.409,,0.17,,0.425,,5.3,<1> (CSM),6.5,<1> (CSM),1.8,,19,<1> (CSM),17,<1> (CHB), ,<-1>  , ,<-1>  ,21.9,,28.58,,5,,7.46,,1.2,,6.4, 
gtmpcnut,12/9/2019 9:30:00 AM,2,1, ,0.023,<1> (CHB),0.047, ,0.019, ,0.002,<1> [SBL] (CHB),0.003,<1> [GQS],0.005,,0.024,,0.395,,0.39,,0.35,,0.371,,0.331,,0.04,,0.355,,2.4,<1> (CHB),3,<1> (CHB),1.5,<1> [SBL] (CHB),20, , ,<-2> [GDM], ,<-1>  , ,<-1>  ,,<-2> [GDM],15,,,<-2> [GDM],,<-2> [GDM],,<-1>  ,4.1, 
gtmpcnut,12/9/2019 12:00:00 PM,2,1, ,0.028,<1> (CHB),0.057, ,0.006, ,0.002,<1> [SBL] (CHB),0.007,<1> [GQS],0.009,,0.015,,0.489,,0.48,, ,<-1>  ,0.474,, ,<-1>  ,0.48,,0.009,,4.1, ,5.2, ,1.5,,21, ,110,<1> (CHB), ,<-1>  , ,<-1>  ,,<-2> [GDM],20,,,<-2> [GDM],,<-2> [GDM],,<-1>  ,6, 
gtmpcnut,12/9/2019 2:30:00 PM,2,1, ,0.035, ,0.068, ,0.006, ,0.002,<-4> [SBL],0.009,,0.011,,0.017,,0.531,,0.52,, ,<-1>  ,0.514,, ,<-1>  ,0.52,,0.011,,5, ,6.1, ,1.6,,10,,69,<1> (CHB), ,<-1>  , ,<-1>  ,,<-2> [GDM],14,,,<-2> [GDM],,<-2> [GDM],,<-1>  ,7.4, 
gtmpcnut,12/9/2019 5:00:00 PM,2,1, ,0.036, ,0.06, ,0.011, ,0.002,<-4> [SBL],0.004,,0.006,,0.017,,0.466,,0.46,, ,<-1>  ,0.449,, ,<-1>  ,0.46,,0.006,,4, ,4.9, ,1.2,,13,,100,<1> (CHB), ,<-1>  , ,<-1>  ,,<-2> [GDM],13,,,<-2> [GDM],,<-2> [GDM],,<-1>  ,7.7, 
gtmpcnut,12/9/2019 7:30:00 PM,2,1, ,0.032, ,0.063, ,0.011, ,0.002,<-4> [SBL],0.008,,0.01,,0.021,,0.51,,0.5,, ,<-1>  ,0.489,, ,<-1>  ,0.5,,0.01,,4.6, ,5.7, ,1.7,,16,,92,<1> (CHB), ,<-1>  , ,<-1>  ,,<-2> [GDM],15,,,<-2> [GDM],,<-2> [GDM],,<-1>  ,6.5, 
gtmpcnut,12/9/2019 10:00:00 PM,2,1, ,0.031, ,0.055, ,0.012, ,0.002,<-4> [SBL],0.007,,0.009,,0.021,,0.459,,0.45,, ,<-1>  ,0.438,, ,<-1>  ,0.45,,0.009,,3.8,,4.7, ,1.5,<-4> [SBL],18,,120,<1> (CHB), ,<-1>  , ,<-1>  ,,<-2> [GDM],19,,,<-2> [GDM],,<-2> [GDM],,<-1>  ,5.8, 
gtmpcnut,12/10/2019 12:30:00 AM,2,1, ,0.038, ,0.068, ,0.017, ,0.002,<-4> [SBL],0.006,,0.008,,0.025,,0.478,,0.47,, ,<-1>  ,0.453,, ,<-1>  ,0.47,,0.008,,3.5, ,4.3, ,1.2,,7,,92,<1> (CHB), ,<-1>  , ,<-1>  ,,<-2> [GDM],21,,,<-2> [GDM],,<-2> [GDM],,<-1>  ,7.4, 
gtmpcnut,12/10/2019 3:00:00 AM,2,1, ,0.038, ,0.065, ,0.022, ,0.002,<-4> [SBL],0.006,,0.008,,0.03,,0.498,,0.49,, ,<-1>  ,0.468,, ,<-1>  ,0.49,,0.008,,3.1, ,3.7, ,0.98,<-4> [SBL],6,,67,<1> (CHB), ,<-1>  , ,<-1>  ,,<-2> [GDM],11,,,<-2> [GDM],,<-2> [GDM],,<-1>  ,8.1, 
gtmpcnut,12/10/2019 5:30:00 AM,2,1, ,0.04, ,0.066, ,0.024, ,0.002,<-4> [SBL],0.007,,0.009,,0.033,,0.559,,0.55,, ,<-1>  ,0.526,, ,<-1>  ,0.55,,0.009,,4.2, ,5, ,0.99,,6,,83,<1> (CHB), ,<-1>  , ,<-1>  ,,<-2> [GDM],6,,,<-2> [GDM],,<-2> [GDM],,<-1>  ,8.4, 
gtmpcnut,12/10/2019 8:00:00 AM,2,1, ,0.036, ,0.064, ,0.027, ,0.002,<-4> [SBL],0.009,,0.011,,0.038,,0.551,,0.54,, ,<-1>  ,0.513,, ,<-1>  ,0.54,,0.011,,5.4, ,6.5, ,1.6,,13,,100,<1> (CHB), ,<-1>  , ,<-1>  ,,<-2> [GDM],16,,,<-2> [GDM],,<-2> [GDM],,<-1>  ,6.8, 
gtmfmnut,12/10/2019 8:24:00 AM,1,1, ,0.012, ,0.032,<1> [SRD],0.013, ,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.017,,0.314,,0.31,,0.26,,0.297,,0.247,,0.05,,0.264,,2.9, ,3.5, ,0.9,<-4> [SBL],10,,3,<1> [SBL] (CHB), ,<-1>  , ,<-1>  ,19.6,,35.44,,,<-2> [GDM],7.55,,1.3,,1.7,
gtmfmnut,12/10/2019 8:27:00 AM,1,2, ,0.013, ,0.068,<1> [SRD],0.012, ,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.016,,0.544,,0.54, ,0.33,,0.528,,0.318,,0.21,,0.334,,5.9, ,9.7, ,5.8, ,36,,6,<1> (CHB), ,<-1>  , ,<-1>  ,19.6,,35.44,,,<-2> [GDM],7.55,,1.3,,1.8,
gtmssnut,12/10/2019 9:28:00 AM,1,1, ,0.014, ,0.066,<1> [SRD],0.012, ,0.002,<-4> [SBL],0.005,,0.007,,0.019,,0.547,,0.54, ,0.37,,0.528,,0.358,,0.17,,0.377,,6.6, ,9.7, ,4.7, ,24, ,11,<1> (CHB), ,<-1>  , ,<-1>  ,18.5,,34.33,,,<-2> [GDM],7.82,,0.6,,2.2, 
gtmssnut,12/10/2019 9:30:00 AM,1,2, ,0.012, ,0.046,<1> [SRD],0.011, ,0.002,<-4> [SBL],0.007,,0.009,,0.02,,0.439,,0.43, ,0.26,,0.419,,0.249,,0.17,,0.269,,5.2, ,6.6, ,1.9,,22, ,11,<1> (CHB), ,<-1>  , ,<-1>  ,18.5,,34.33,,,<-2> [GDM],7.82,,0.6,,2.2, 
gtmpcnut,12/10/2019 10:30:00 AM,2,1, ,0.028, ,0.062, ,0.015, ,0.002,<-4> [SBL],0.004,,0.006,,0.021,,0.526,,0.52, , ,<-1>  ,0.505,, ,<-1>  ,0.52,,0.006,,5.4, ,6.5, ,1.4,,15, ,50,<1> (CHB), ,<-1>  , ,<-1>  ,,<-2> [GDM],20,,,<-2> [GDM],,<-2> [GDM],1.3,,5.2, 
gtmpinut,12/10/2019 10:35:00 AM,1,1, ,0.028, ,0.056, ,0.014, ,0.002,<-4> [SBL],0.003,,0.005,,0.019,,0.625,,0.62, ,0.45, ,0.606,,0.436,,0.17,,0.455,,2.9, ,3.3, ,0.98,<-4> [SBL],13, , ,<-2> [GDM], ,<-1>  , ,<-1>  ,17.5,,27.35,,,<-2> [GDM],7.52,,1.3,,5.7, 
gtmpinut,12/10/2019 10:38:00 AM,1,2, ,0.029, ,0.059, ,0.015, ,0.002,<-4> [SBL],0.003,,0.005,,0.02,,0.575,,0.57, ,0.43, ,0.555,,0.415,,0.14,,0.435,,4.8,<1> (CSM),5.6,<1> (CSM),1.3,,13, ,11,<1> (CHB), ,<-1>  , ,<-1>  ,17.5,,27.35,,,<-2> [GDM],7.52,,1.3,,5.8, 
gtmpcnut,12/10/2019 10:56:00 AM,1,1, ,0.028, ,0.051, ,0.014, ,0.002,<-4> [SBL],0.006,,0.008,,0.022,,0.518,,0.51, ,0.4, ,0.496,,0.386,,0.11,,0.408,,5.2, ,6.1, ,1.2,,13, ,64,<1> (CHB), ,<-1>  ,10,<1> [SBL] (CHB),18.8,,29.02,,9.04,,6.44,,0.75,,5.5, 
gtmpcnut,12/10/2019 10:58:00 AM,1,2, ,0.028, ,0.051, ,0.013, ,0.002,<-4> [SBL],0.004,,0.006,,0.019,,0.496,,0.49, ,0.46, ,0.477,,0.447,,0.03,,0.466,,5.8, ,6.9, ,1.4,,13,<1> (CSM),92,<1> (CHB), ,<-1>  , ,<-1>  ,18.8,,29.02,,9.04,,6.44,,0.75,,5.4, 
