Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,TSS,F_TSS,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,TURB_N,F_TURB_N,SECCHI,F_SECCHI,TKN,F_TKN,TON,F_TON,FECCOL,F_FECCOL
gtmfmnut,7/18/2013 8:44,1,2,,0.017,,0.058,,0.037,,0.002,<1> [SBL],0.009,,0.011,,0.048,,0.411,,5.9,<0> (CSM),7.1,<0> (CSM),1.7,,20,,28.4,,33.99,,4.42,,7.87,,,,,,0.4,,0.363,,5,<1> [SUL] (CHB)
gtmpcnut,7/18/2013 9:45,1,1,,0.053,,0.087,,0.043,,0.018,<1> [SCC] (CSM),0.016,<1> [SBL],0.016,<1> [SCC],0.059,,1.616,,1.2,<1> [SBL],1.2,,0.9,<1> [SBL],6,,27.7,,0.18,,4.32,,6.33,,,,,,1.6,,1.557,,94,<1> (CHB)
gtmpcnut,7/18/2013 9:50,1,2,,0.061,,0.1,,0.036,,0.026,<1> [SCC] (CSM),0.012,<1> [SBL],0.012,<1> [SCC],0.048,,1.512,,,<-2> (CSM),,<-2> (CSM),,<-2> (CSM),7,,27.7,,0.18,,4.32,,6.33,,,,,,1.5,,1.464,,120,<1> (CHB)
gtmpcnut,7/17/2013 8:30,2,1,,0.044,<1> (CHB),0.077,,0.017,,0.016,<1> [SCC] (CSM),0.004,<1> [SBL] (CHB),0.004,<1> [SBL],0.021,,1.504,,0.76,<1> [SBL] (CHB),1,<1> (CHB),0.56,<0> (CSM),6,,,,,,,,,,,,,,1.5,,1.483,,,
gtmpcnut,7/17/2013 11:00,2,1,,0.04,<1> (CHB),0.073,,0.008,,0.015,<1> [SCC] (CSM),0.004,<1> [SBL] (CHB),0.004,<1> [SBL],0.012,,1.404,,1.4,<1> [SBL] (CHB),0.98,<1> [SBL] (CHB),0.98,<1> [SBL] (CHB),5,,,,,,,,,,,,,,1.4,,1.392,,,
gtmpcnut,7/17/2013 13:30,2,1,,0.04,,0.072,,0.015,,0.024,<1> [SCC] (CSM),0.004,<1> [SBL] (CHB),0.004,<1> [SBL],0.019,,1.304,,0.77,<1> [SBL] (CHB),0.74,<1> (CHB),0.56,<1> [SBL] (CHB),,<-2> (CSM),,,,,,,,,,,,,1.3,,1.285,,82,<1> (CHB)
gtmpcnut,7/17/2013 16:00,2,1,,0.049,,0.093,,0.014,,0.016,<1> [SCC] (CSM),0.008,<1> [SBL],0.008,<1> [SCC],0.022,,1.408,,1.3,,1.7,,0.67,<1> [SBL],,<-2> (CSM),,,,,,,,,,,,,1.4,,1.386,,70,<1> (CHB)
gtmpcnut,7/17/2013 18:30,2,1,,0.052,,0.12,,0.028,,0.016,<1> [SBL],0.022,<1> (CSM),0.022,,0.05,,1.622,,,<-2> (CSM),,<-2> (CSM),,<-2> (CSM),20,,,,,,,,,,,,,,1.6,,1.572,,50,<1> (CHB)
gtmpcnut,7/17/2013 21:00,2,1,,0.048,,0.11,,0.008,,0.02,<1> [SBL],0.011,<1> [SBL],0.011,<1> [SCC],0.019,,1.511,,1.2,<1> [SBL],1.9,,1.2,,16,,,,,,,,,,,,,,1.5,,1.492,,120,<1> [SUL] (CHB)
gtmpcnut,7/17/2013 11:30,2,1,,0.048,,0.088,,0.017,,0.017,<1> [SCC] (CSM),0.004,<1> (CSM),0.004,<1> [SBL],0.021,,2.304,,1.1,<1> [SBL],1.1,,0.82,<1> [SBL],6,,,,,,,,,,,,,,2.3,,2.283,,150,<1> [SUL] (CHB)
gtmpcnut,7/18/2013 2:00,2,1,,0.046,,0.081,,0.019,,0.017,<1> [SCC] (CSM),0.004,<1> (CSM),0.004,<1> [SBL],0.023,,1.404,,1,<1> [SBL],0.77,,0.75,<1> [SBL],6,,,,,,,,,,,,,,1.4,,1.381,,130,<1> [SUL] (CHB)
gtmpcnut,7/18/2013 4:30,2,1,,0.054,,0.091,,0.031,,0.017,<1> [SCC] (CSM),0.006,<1> (CSM),0.006,<1> [SCC],0.037,,1.406,,,<-2> (CSM),,<-2> (CSM),,<-2> (CSM),6,,,,,,,,,,,,,,1.4,,1.369,,120,<1> [SUL] (CHB)
gtmpcnut,7/18/2013 7:00,2,1,,0.055,,0.1,,0.037,,0.018,<1> [SCC] (CSM),0.017,<1> [SBL],0.017,<1> [SCC],0.054,,1.517,,1.3,,1.8,,0.75,<1> [SBL],8,,,,,,,,,,,,,,1.5,,1.463,,150,<1> [SUL] (CHB)
gtmpcnut,7/18/2013 9:30,2,1,,0.053,,0.091,,0.031,,0.017,<1> [SCC] (CSM),0.006,<1> [SBL],0.006,<1> [SCC],0.037,,1.506,,1.2,,1.4,,0.75,<1> [SBL],7,,,,,,,,,,,,,,1.5,,1.469,,94,<1> (CHB)
gtmpinut,7/18/2013 5:50,1,1,,0.026,,0.08,,0.02,,0.002,<1> [SBL],0.004,<1> [SBL],0.004,,0.024,,0.744,,8.7,,11,,3.2,,22,,26.9,,28.83,,4.8,,7.3,,,,,,0.74,,0.72,,2,<1> [SBL] (CHB)
gtmpinut,7/18/2013 6:03,1,2,,0.029,,0.069,,0.025,,0.002,,0.004,<1> [SBL],0.005,,0.03,,0.635,,6.5,,8,,2.2,,14,,29.9,,28.56,,4.63,,7.55,,,,,,0.63,,0.605,,3,<1> [SUL] (CHB)
gtmssnut,7/18/2013 7:15,1,1,,0.019,,0.08,,0.02,,0.002,,0.004,,0.005,,0.025,,0.505,,9.8,,12,,2.8,,28,,28.5,,32.78,,4.02,,7.81,,,,,,0.5,,0.48,,42,<1> (CHB)
gtmssnut,7/18/2013 7:26,1,2,,0.019,,0.079,,0.02,,0.002,<1> [SBL],0.004,,0.005,,0.025,,0.455,,9.4,,11,,2.7,,28,,28.6,,32.52,,3.57,,7.82,,,,,,0.45,,0.43,,60,<1> (CHB)
gtmfmnut,8/19/2013 9:30,1,1,,0.022,,0.059,,0.051,,0.002,,0.008,,0.01,,0.061,,0.39,,2.9,,3.6,,0.99,,14,,,,,,,,,,,,,,0.38,,0.329,,8,<1> [SUL] (CHB)
gtmfmnut,8/19/2013 9:39,1,2,,0.022,,0.056,,0.05,,0.002,,0.009,,0.011,,0.061,,0.421,,3.3,,4.1,,1.1,,13,<0> (CSM),,,,,,,,,,,,,0.41,,0.36,,3,<1> [SUL] (CHB)
gtmpcnut,8/19/2013 9:45,1,1,,0.048,,0.082,,0.36,,0.006,,0.012,,0.018,,0.378,,1.118,,2.3,,2.6,,1.3,<1> [SBL],10,<0> (CSM),27.8,,1.36,,4.8,,6.89,,,,,,1.1,,0.74,,120,<1> (CHB)
gtmpcnut,8/19/2013 9:55,1,2,,0.043,,0.083,,0.035,,0.003,<1> [SBL],0.008,,0.01,,0.045,,1.11,,1.6,,2.1,,0.74,,9,,27.8,,1.36,,4.8,,6.89,,,,,,1.1,,1.065,,110,<1> (CHB)
gtmpcnut,8/18/2013 8:45,2,1,,0.034,<1> (CHB),0.086,,0.018,,0.003,<1> (CHB),0.017,<1> (CHB),0.021,,0.039,,1.121,,1.4,<1> (CHB),2.4,<1> (CHB),1.5,<1> (CHB),16,,,,,,,,,,,,,,1.1,,1.082,,,
gtmpcnut,8/18/2013 11:15,2,1,,0.029,,0.081,,0.009,,0.003,<1> [SBL] (CHB),0.004,<1> [SBL] (CHB),0.004,<1> [SBL],0.013,,1.204,,2,,2.7,,1,,10,,,,,,,,,,,,,,1.2,,1.191,,270,<1> (CHB)
gtmpcnut,8/18/2013 13:45,2,1,,0.024,,0.078,,0.007,,0.003,<1> [SBL],0.004,<1> [SBL],0.004,<1> [SBL],0.011,,1.104,,1.4,,2,,0.95,,14,,,,,,,,,,,,,,1.1,,1.093,,280,<1> (CHB)
gtmpcnut,8/18/2013 16:15,2,1,,0.024,,0.069,,0.008,,0.003,<1> [SBL],0.004,<1> [SBL],0.004,,0.012,,1.204,,1.4,,2,,0.8,,10,,,,,,,,,,,,,,1.2,,1.192,,250,<1> (CHB)
gtmpcnut,8/18/2013 18:45,2,1,,0.03,,0.074,,0.011,,0.003,<1> [SBL],0.004,<1> [SBL],0.005,,0.016,,1.205,,2.9,,3.8,,1.3,,9,,,,,,,,,,,,,,1.2,,1.189,,220,<1> (CHB)
gtmpcnut,8/18/2013 21:15,2,1,,0.033,,0.089,,0.027,,0.003,<1> [SBL],0.005,,0.008,,0.035,,1.108,,2.9,,4,,1.7,,20,,,,,,,,,,,,,,1.1,,1.073,,260,<1> (CHB)
gtmpcnut,8/18/2013 11:45,2,1,,0.032,,0.085,,0.018,,0.003,<1> [SBL],0.006,,0.007,,0.025,,1.107,,1.7,,2.7,,1.6,,14,,,,,,,,,,,,,,1.1,,1.082,,64,<1> (CHB)
gtmpcnut,8/19/2013 2:15,2,1,,0.031,,0.067,,0.02,,0.003,<1> [SBL],0.004,<1> [SBL],0.004,<1> [SBL],0.024,,1.104,,1.1,,1.6,,0.88,,7,,,,,,,,,,,,,,1.1,,1.08,,140,<1> [SUL] (CHB)
gtmpcnut,8/19/2013 4:45,2,1,,0.028,,0.062,,0.015,,0.003,<1> [SBL],0.005,,0.006,,0.021,,1.206,,1.2,,1.7,,0.66,,2,,,,,,,,,,,,,,1.2,,1.185,,120,<1> (CHB)
gtmpcnut,8/19/2013 7:15,2,1,,0.032,,0.068,,0.022,,0.003,<1> [SBL],0.013,,0.014,,0.036,,1.014,,1.8,,2.1,,0.8,<1> [SBL],5,,,,,,,,,,,,,,1,,0.978,,72,<1> (CHB)
gtmpcnut,8/19/2013 9:45,2,1,,0.036,,0.08,,0.051,,0.003,<1> [SBL],0.016,,0.019,,0.07,,1.119,,2,,2.6,,0.8,<1> [SBL],10,,,,,,,,,,,,,,1.1,,1.049,,88,<1> (CHB)
gtmpinut,8/19/2013 7:10,1,1,,0.029,,0.07,,0.051,,0.006,,0.008,,0.014,,0.065,,0.654,,3.9,,4.8,,1.3,,14,,29.3,,32.74,,3.49,,7.5,,,,,,0.64,,0.589,,2,<1> [SUL] (CHB)
gtmpinut,8/19/2013 7:23,1,2,,0.03,,0.068,,0.05,,0.006,,0.007,,0.014,,0.064,,0.644,,4,,5.3,,1.9,,13,,29.3,,32.02,,3.36,,7.53,,,,,,0.63,,0.58,,2,<1> [SBL] (CHB)
gtmssnut,8/19/2013 8:30,1,1,,0.019,,0.056,,0.037,,0.002,<1> [SBL],0.012,,0.013,,0.05,,0.413,,3.4,,4,,0.81,,14,,28.1,,34.73,,4.55,,7.85,,,,,,0.4,,0.363,,7,<1> [SUL] (CHB)
gtmssnut,8/19/2013 8:38,1,2,,0.019,,0.052,,0.037,,0.002,<1> [SBL],0.009,,0.01,,0.047,,0.34,,3,,3.5,,0.64,,16,,27.9,,35.24,,4.95,,7.91,,,,,,0.33,,0.293,,13,<1> [SUL] (CHB)
gtmfmnut,9/16/2013 10:56,1,1,,0.021,,0.054,,0.037,,0.015,,0.015,,0.017,,0.054,,0.467,,3.4,,4,,0.95,,15,<0> (CSM),29.1,,34.96,,5.4,,7.76,,,,,,0.45,,0.413,,2,<1> [SUL] (CHB)
gtmfmnut,9/16/2013 11:05,1,2,,0.023,,0.052,,0.034,,0.002,,0.007,,0.009,,0.043,,0.379,,2.9,,3.4,,0.64,,13,<0> (CSM),29.1,,34.96,,5.4,,7.76,,,,,,0.37,,0.336,,11,<1> [SUL] (CHB)
gtmpcnut,9/16/2013 9:29,1,1,,0.062,,0.11,,0.044,,0.007,,0.011,,0.018,,0.062,,0.898,,5.8,,7.7,,2.7,,20,,29.5,,21.49,,3.79,,7.37,,,,,,0.88,,0.836,,31,<1> [SUL] (CHB)
gtmpcnut,9/16/2013 9:52,1,2,,0.04,,0.094,,0.038,,0.008,,0.012,,0.2,,0.238,,1.02,,0.55,<1> [SBL],5.9,,9.3,,17,,29.5,,19.62,,3.96,,7.3,,,,,,0.82,,0.782,,40,<1> (CHB)
gtmpcnut,9/15/2013 8:30,2,1,,0.035,<1> (CHB),0.12,,0.024,,0.007,<1> (CHB),0.011,<1> (CHB),0.018,,0.042,,1.118,,5.9,<1> (CHB),8.2,<1> (CHB),3.8,<1> (CHB),61,,,,,,,,,,,,,,1.1,,1.076,,,
gtmpcnut,9/15/2013 11:00,2,1,,0.04,<1> (CHB),0.1,,0.059,,0.01,<1> (CHB),0.025,<1> (CHB),0.034,,0.093,,1.134,,3.6,,5.5,,2.8,,25,,,,,,,,,,,,,,1.1,,1.041,,23,<1> [SUL] (CHB)
gtmpcnut,9/15/2013 13:30,2,1,,0.046,,0.1,,0.1,,0.011,,0.04,,0.051,,0.151,,1.151,,3.4,,5,,2.4,,26,,,,,,,,,,,,,,1.1,,1,,36,<1> [SUL] (CHB)
gtmpcnut,9/15/2013 16:00,2,1,,0.036,,0.093,,0.046,,0.013,,0.015,,0.027,,0.073,,1.127,,4,,4.9,,1.3,,23,,,,,,,,,,,,,,1.1,,1.054,,56,<1> (CHB)
gtmpcnut,9/15/2013 18:30,2,1,,0.032,,0.11,,0.006,,0.008,,0.007,,0.015,,0.021,,0.995,,10,,13,,4.5,,58,,,,,,,,,,,,,,0.98,,0.974,,28,<1> [SUL] (CHB)
gtmpcnut,9/15/2013 21:00,2,1,,0.034,,0.084,,0.005,,0.003,,0.004,<1> [SBL],0.004,,0.009,,0.644,,7,,9.2,,3.4,,16,,,,,,,,,,,,,,0.64,,0.635,,5,<1> [SUL] (CHB)
gtmpcnut,9/15/2013 11:30,2,1,,0.032,,0.093,,0.019,,0.01,,0.013,,0.024,,0.043,,0.904,,6,,7.9,,2.8,,20,,,,,,,,,,,,,,0.88,,0.861,,70,<1> (CHB)
