Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,TN,F_TN,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,SiO4F,F_SiO4F,TSS,F_TSS,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,Color,F_Color,SALT_N,F_SALT_N,TURB_N,F_TURB_N,WTEM_N,F_WTEM_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI,IRR0_N,F_IRR0_N,IRR1_N,F_IRR1_N,Kd_N,F_Kd_N
gtmpcnut,01/03/2011 11:30,2,1,,0.007,0,0.083,0,0.334,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0031,0,,<-4> [SCB],1.42,0,51.0,0,13.0,0,14.6,0,3.3,0,18.8,0,27.0,0,13.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/03/2011 14:00,2,1,,0.004,0,0.063,0,0.306,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],1.70,0,55.2,0,16.1,0,18.4,0,4.5,0,17.3,0,25.0,0,10.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/03/2011 16:30,2,1,,0.005,0,0.072,0,0.303,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0027,0,,<-4> [SCB],2.11,0,50.6,0,15.6,0,18.1,0,4.8,0,21.1,0,25.0,0,9.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/03/2011 19:00,2,1,,0.007,0,0.086,0,0.301,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],1.84,0,49.6,0,16.5,0,18.9,0,4.7,0,24.7,0,24.0,0,10.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/03/2011 21:30,2,1,,0.004,0,0.073,0,0.310,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],2.78,0,56.2,0,12.1,0,15.0,0,5.5,0,21.6,0,25.0,0,9.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/04/2011 00:00,2,1,,0.005,0,0.044,0,0.352,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],1.81,0,52.6,0,10.7,0,12.3,0,3.1,0,19.4,0,25.0,0,7.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/04/2011 02:30,2,1,,0.008,0,0.071,0,0.337,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],2.03,0,53.4,0,12.3,0,14.0,0,3.3,0,16.5,0,25.0,0,7.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/04/2011 05:00,2,1,,0.008,0,0.068,0,0.316,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],1.38,0,53.8,0,13.4,0,15.8,0,4.6,0,24.0,0,27.0,0,8.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/04/2011 07:30,2,1,,0.006,0,0.068,0,0.309,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],2.56,0,51.6,0,15.6,0,17.8,0,4.3,0,21.4,0,24.0,0,7.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/04/2011 10:00,2,1,,0.004,0,0.074,0,0.286,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,0,,<-4> [SCB],2.29,0,54.0,0,12.5,0,14.7,0,4.2,0,23.6,0,26.0,0,8.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,01/04/2011 10:30,1,1,,0.005,0,0.034,0,0.294,0,0.019,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],0.74,0,34.4,0,5.4,0,6.0,0,1.2,0,11.3,0,34.8,0,3.8,0,13.0,0,9.4,0,6.5,0,1.5,0,1274.0,0,364.2,0,1.252,0
gtmpinut,01/04/2011 10:31,1,2,,0.007,0,0.041,0,0.265,0,0.044,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0028,0,0.047,0,0.78,0,27.6,0,4.7,0,5.4,0,1.4,0,15.2,0,34.8,0,4.5,0,13.0,0,9.4,0,6.5,0,1.5,0,1274.0,0,364.2,0,1.252,0
gtmssnut,01/04/2011 11:45,1,1,,0.009,0,0.029,0,0.249,0,0.040,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0089,0,0.049,0,0.55,0,34.0,0,4.0,0,4.6,0,1.1,0,3.9,0,34.4,0,3.8,0,13.0,0,10.0,0,6.5,0,1.2,0,1173.0,0,286.2,0,1.411,0
gtmssnut,01/04/2011 11:46,1,2,,0.008,0,0.031,0,0.213,0,0.028,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0093,0,0.037,0,0.330,<-4> [SBL],53.6,0,3.6,0,4.3,0,1.4,0,4.1,0,34.4,0,3.9,0,13.0,0,10.0,0,6.5,0,1.2,0,1173.0,0,286.2,0,1.411,0
gtmpcnut,01/04/2011 12:30,2,1,,0.008,0,0.081,0,0.255,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],1.38,0,60.6,0,5.6,0,7.2,0,2.9,0,18.4,0,32.0,0,6.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,01/04/2011 12:45,1,1,,0.007,0,0.015,0,0.156,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0083,0,,<-4> [SCB],0.40,0,55.6,0,1.8,0,1.9,0,0.3,0,4.7,0,34.5,0,1.5,0,13.8,0,10.4,0,6.5,0,2.0,0,402.0,0,90.4,0,1.492,0
gtmfmnut,01/04/2011 12:46,1,2,,0.008,0,0.015,0,0.191,0,0.092,<1> [SRD],0.0022,<-4> [SBL],,<-4> [SCB],0.0089,0,0.101,<1> [SRD],0.36,0,54.8,0,1.8,0,1.9,0,0.3,0,8.4,0,34.5,0,2.4,0,13.8,0,10.4,0,6.5,0,2.0,0,402.0,0,90.4,0,1.492,0
gtmpcnut,01/04/2011 15:00,1,1,,0.006,0,0.060,0,0.312,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],1.10,0,44.0,0,10.5,0,12.5,0,3.8,0,16.5,0,27.5,0,8.4,0,13.4,0,15.2,0,6.5,0,0.5,0,235.1,0,22.1,0,2.364,0
gtmpcnut,01/04/2011 15:01,1,2,,0.008,0,0.066,0,0.304,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],1.57,0,55.2,0,8.0,0,9.7,0,3.2,0,15.4,0,27.5,0,10.5,0,13.4,0,15.2,0,6.5,0,0.5,0,235.1,0,22.1,0,2.364,0
gtmpcnut,02/01/2011 10:00,2,1,,0.016,0,0.055,0,0.402,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0047,0,,<-4> [SCB],2.06,0,234.4,<1> [GQS],4.5,0,5.7,0,2.3,0,15.1,0,28.0,0,8.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/01/2011 12:30,2,1,,0.019,0,0.066,0,0.451,0,0.0153,<-4> [SBL],0.0022,0,0.0019,0,0.0041,0,,<-4> [SCB],2.44,0,41.8,0,6.9,0,8.9,0,3.7,0,20.4,0,25.0,0,8.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/01/2011 15:00,2,1,,0.021,0,0.074,0,0.468,0,0.0153,<-4> [SBL],0.0022,0,0.0076,0,0.0098,0,,<-4> [SCB],3.33,0,35.8,0,7.4,0,10.0,0,4.8,0,26.8,0,22.0,0,8.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/01/2011 17:30,2,1,,0.021,0,0.078,0,0.480,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],4.71,0,35.2,0,9.4,0,12.4,0,5.6,0,29.9,0,19.0,0,10.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/01/2011 20:00,2,1,,0.016,0,0.072,0,0.471,0,0.0153,<-4> [SBL],0.0023,0,,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],2.06,0,39.2,0,6.9,0,8.7,0,3.4,0,24.1,0,24.0,0,9.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/01/2011 22:30,2,1,,0.016,0,0.056,0,0.432,0,0.0153,<-4> [SBL],0.0026,0,,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],2.90,0,36.0,0,7.6,0,9.2,0,3.0,0,20.4,0,25.0,0,7.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/02/2011 01:00,2,1,,0.021,0,0.072,0,0.484,0,0.0153,<-4> [SBL],0.0027,0,0.0014,0,0.0041,0,,<-4> [SCB],2.82,0,32.6,0,8.9,0,9.4,0,1.0,0,22.3,0,23.0,0,7.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/02/2011 03:30,2,1,,0.023,0,0.072,0,0.468,0,0.0153,<-4> [SBL],0.0030,0,0.0003,0,0.0033,0,,<-4> [SCB],3.58,0,25.2,0,8.0,0,10.3,0,4.2,0,23.2,0,22.0,0,6.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/02/2011 06:00,2,1,,0.029,0,0.075,0,0.388,0,0.0153,<-4> [SBL],0.0026,0,0.0023,0,0.0049,0,,<-4> [SCB],5.00,0,24.2,0,8.0,0,10.2,0,4.0,0,31.4,0,28.0,0,5.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/02/2011 08:30,2,1,,0.019,0,0.072,0,0.456,0,0.0153,<-4> [SBL],0.0026,0,0.0001,0,0.0027,0,,<-4> [SCB],2.63,0,44.0,0,6.9,0,8.7,0,3.4,0,22.8,0,24.0,0,10.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,02/02/2011 09:16,1,1,,0.006,0,0.039,0,0.418,0,0.018,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],0.72,0,34.4,0,5.6,0,6.2,0,1.3,0,9.4,0,35.6,0,5.1,0,14.4,0,8.6,0,6.5,0,1.2,0,270.1,0,73.8,0,1.297,0
gtmpinut,02/02/2011 09:17,1,2,,0.005,0,0.040,0,0.376,0,0.020,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0026,0,0.023,0,0.68,0,32.6,0,5.4,0,6.0,0,1.2,0,8.1,0,35.6,0,5.1,0,14.4,0,8.6,0,6.5,0,1.2,0,270.1,0,73.8,0,1.297,0
gtmssnut,02/02/2011 10:24,1,1,,0.011,0,0.028,0,0.298,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0034,0,,<-4> [SCB],0.330,<-4> [SBL],52.0,0,2.7,0,2.7,0,0.2,<-4> [SBL],4.6,0,36.1,0,3.1,0,13.3,0,8.9,0,6.5,0,1.9,0,475.8,0,186.5,0,0.936,0
gtmssnut,02/02/2011 10:25,1,2,,0.009,0,0.035,0,0.328,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0061,0,,<-4> [SCB],0.50,0,54.6,0,2.9,0,2.8,0,0.2,<-4> [SBL],7.2,0,36.1,0,3.0,0,13.3,0,8.9,0,6.5,0,1.9,0,475.8,0,186.5,0,0.936,0
gtmpcnut,02/02/2011 11:00,2,1,,0.020,0,0.074,0,0.468,0,0.0153,<-4> [SBL],0.0026,0,0.0003,0,0.0029,0,,<-4> [SCB],3.13,0,32.6,0,8.0,0,9.5,0,2.7,0,24.3,0,24.0,0,9.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,02/02/2011 11:20,1,1,,0.011,0,0.047,0,0.351,0,0.017,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0047,0,0.022,0,0.77,0,52.8,0,2.2,0,2.1,0,0.2,<-4> [SBL],5.4,0,35.8,0,3.0,0,15.4,0,8.5,0,6.5,0,1.7,0,738.4,0,397.2,0,0.620,0
gtmfmnut,02/02/2011 11:21,1,2,,0.011,0,0.036,0,0.329,0,0.017,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0037,0,0.021,0,0.48,0,59.8,0,2.2,0,1.8,0,0.2,<-4> [SBL],5.5,0,35.8,0,2.1,0,15.4,0,8.5,0,6.5,0,1.7,0,738.4,0,397.2,0,0.620,0
gtmpcnut,02/02/2011 13:00,1,1,,0.021,0,0.068,0,0.539,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],2.66,0,31.0,0,8.5,0,10.0,0,2.9,0,26.8,0,23.8,0,8.0,0,17.6,0,7.8,0,6.5,0,1.0,0,1360.0,0,124.8,0,2.388,0
gtmpcnut,02/02/2011 13:01,1,2,,0.025,0,0.069,0,0.532,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],3.45,0,39.6,0,7.4,0,8.7,0,2.6,0,26.1,0,23.8,0,7.9,0,17.6,0,7.8,0,6.5,0,1.0,0,1360.0,0,124.8,0,2.388,0
gtmpcnut,03/21/2011 13:00,2,1,,0.022,0,0.071,0,0.326,<1> (CHB),0.016,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],1.44,0,52.4,0,6.9,0,9.0,0,3.8,0,19.4,0,31.0,0,9.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/21/2011 15:30,2,1,,0.024,0,0.066,0,0.313,<1> (CHB),0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0059,0,,<-4> [SCB],3.16,0,50.0,0,8.0,0,10.8,0,5.1,0,27.0,0,25.0,0,10.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/21/2011 18:00,2,1,,0.026,0,0.066,0,0.312,<1> (CHB),0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0031,0,,<-4> [SCB],3.88,0,49.2,0,8.0,0,10.7,0,4.8,0,29.0,0,26.0,0,10.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/21/2011 20:30,2,1,,0.026,0,0.068,0,0.381,<1> (CHB),0.0153,<-4> [SBL],0.0022,0,0.0004,0,0.0026,0,,<-4> [SCB],3.02,0,35.0,0,7.6,0,10.1,0,4.6,0,31.3,0,21.0,0,9.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/21/2011 23:00,2,1,,0.026,0,0.086,0,0.430,<1> (CHB),0.016,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],2.19,0,48.8,0,6.2,0,8.4,0,4.0,0,29.7,0,24.0,0,10.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/22/2011 01:30,2,1,,0.020,0,0.065,0,0.367,<1> (CHB),0.043,0,0.0022,0,0.0021,0,0.0043,0,0.047,0,2.57,0,56.6,0,3.4,0,4.7,0,2.4,0,20.3,0,31.0,0,8.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/22/2011 04:00,2,1,,0.026,0,0.085,0,0.347,<1> (CHB),0.032,0,0.0023,0,0.0039,0,0.0062,0,0.038,0,2.86,0,41.2,0,5.1,0,7.0,0,3.4,0,29.4,0,27.0,0,9.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/22/2011 06:30,2,1,,0.027,0,0.066,0,0.327,<1> (CHB),0.022,0,0.0022,0,0.002,0,0.0042,0,0.026,0,3.76,0,45.6,0,6.2,0,8.0,0,3.2,0,34.9,0,23.0,0,7.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/22/2011 09:00,2,1,,0.030,0,0.078,0,0.352,<1> (CHB),0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],3.19,0,46.8,0,6.9,0,8.3,0,2.6,0,36.8,0,21.0,0,4.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/22/2011 11:30,2,1,,0.023,0,0.067,0,0.385,<1> (CHB),0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],2.95,0,50.6,0,10.0,0,11.5,0,2.8,0,34.9,0,24.0,0,9.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,03/22/2011 12:00,1,1,,0.009,0,0.068,0,0.289,<1> (CHB),0.020,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0071,0,0.027,0,0.58,0,29.4,0,6.5,0,7.3,0,1.6,0,9.8,0,33.8,0,4.3,0,20.8,0,6.3,0,6.5,0,1.3,0,1941.0,0,672.2,0,1.060,0
gtmpinut,03/22/2011 12:01,1,2,,0.010,0,0.058,0,0.322,<1> (CHB),0.018,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0065,0,0.024,0,0.39,0,35.0,0,6.5,0,7.0,0,1.1,0,9.6,0,33.8,0,4.3,0,20.8,0,6.3,0,6.5,0,1.3,0,1941.0,0,672.2,0,1.060,0
gtmssnut,03/22/2011 13:18,1,1,,0.011,0,0.080,0,0.315,<1> (CHB),0.027,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0104,0,0.037,0,1.18,0,62.6,0,4.5,0,5.5,0,2.0,0,6.2,0,34.1,0,12.0,0,20.3,0,8.1,0,6.5,0,0.7,0,2022.0,0,254.1,0,2.074,0
gtmssnut,03/22/2011 13:19,1,2,,0.013,0,0.071,0,0.266,<1> (CHB),0.020,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0108,0,0.031,0,1.08,0,66.8,0,4.0,0,5.5,0,2.7,0,5.7,0,34.1,0,12.9,0,20.3,0,8.1,0,6.5,0,0.7,0,2022.0,0,254.1,0,2.074,0
gtmpcnut,03/22/2011 14:00,2,1,,0.022,0,0.091,0,0.316,<1> (CHB),0.016,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0037,0,0.020,0,2.48,0,65.2,0,10.9,0,13.0,0,3.8,0,30.3,0,27.0,0,11.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,03/22/2011 14:35,1,1,,0.011,0,0.033,0,0.161,<1> (CHB),0.027,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0096,0,0.037,0,0.74,0,34.6,0,3.4,0,3.8,0,0.8,0,4.2,0,34.3,0,5.4,0,21.1,0,6.9,0,6.5,0,1.0,0,1855.0,0,400.4,0,1.533,0
gtmfmnut,03/22/2011 14:36,1,2,,0.011,0,0.035,0,0.199,<1> (CHB),0.028,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0071,0,0.035,0,1.03,0,32.6,0,3.1,0,3.4,0,0.6,0,5.4,0,34.3,0,4.7,0,21.1,0,6.9,0,6.5,0,1.0,0,1855.0,0,400.4,0,1.533,0
gtmpcnut,03/22/2011 16:45,1,1,,0.029,0,0.079,0,0.310,<1> (CHB),0.028,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0043,0,0.032,0,2.46,0,44.0,0,11.2,0,12.9,0,3.3,0,29.0,0,23.6,0,10.7,0,23.0,0,5.9,0,6.5,0,0.6,0,1149.0,0,14.3,0,4.388,0
gtmpcnut,03/22/2011 16:46,1,2,,0.030,0,0.087,0,0.417,<1> (CHB),0.038,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0032,0,0.041,0,2.08,0,40.8,0,11.2,0,13.0,0,3.6,0,26.7,0,23.6,0,9.8,0,23.0,0,5.9,0,6.5,0,0.6,0,1149.0,0,14.3,0,4.388,0
gtmpcnut,04/18/2011 10:00,2,1,,0.018,0,0.115,0,0.460,<1> (CHB),0.024,<1> (CHB),0.0022,<-4> [SBL],,<-4> [SCB],0.0025,0,0.026,<1> (CHB),1.77,0,68.0,0,12.1,0,14.9,0,5.3,0,35.5,0,32.0,0,12.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/18/2011 12:30,2,1,,0.023,0,0.125,0,0.412,<1> (CHB),0.030,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0054,0,0.035,0,5.19,0,62.3,0,11.8,0,15.7,0,7.1,0,35.8,0,30.0,0,12.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/18/2011 15:00,2,1,,0.038,0,0.116,0,0.422,<1> (CHB),0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0029,0,,<-4> [SCB],3.12,0,62.7,0,8.3,0,12.0,0,6.7,0,32.6,0,29.0,0,13.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/18/2011 17:30,2,1,,0.033,0,0.126,0,0.430,<1> (CHB),0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0036,0,,<-4> [SCB],2.57,0,77.7,0,6.9,0,10.6,0,6.6,0,34.2,0,27.0,0,12.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/18/2011 20:00,2,1,,0.033,0,0.115,0,0.505,<1> (CHB),0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],0.330,<-4> [SBL],59.3,0,7.2,0,10.8,0,6.5,0,33.0,0,27.0,0,14.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/18/2011 22:30,2,1,,0.021,0,0.129,0,0.476,<1> (CHB),0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0036,0,,<-4> [SCB],3.20,0,94.3,0,6.2,0,10.1,0,6.9,0,23.0,0,33.0,0,26.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/19/2011 01:00,2,1,,0.020,0,0.128,0,0.458,<1> (CHB),0.021,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0031,0,0.024,0,1.47,0,86.0,0,5.8,0,9.3,0,6.2,0,31.4,0,31.0,0,18.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/19/2011 03:30,2,1,,0.033,0,0.130,0,0.428,<1> (CHB),0.021,0,0.0022,0,0.0014,0,0.0036,0,0.025,0,2.84,0,61.0,0,6.0,0,9.2,0,5.7,0,36.7,0,27.0,0,11.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/19/2011 06:00,2,1,,0.046,0,0.145,0,0.377,<1> (CHB),0.045,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0040,0,0.049,0,2.44,0,60.3,0,4.5,0,7.8,0,6.0,0,37.2,0,26.0,0,10.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/19/2011 08:30,2,1,,0.044,0,0.121,0,0.449,<1> (CHB),0.018,0,0.0022,0,0.0038,0,0.0060,0,0.024,0,2.60,0,82.0,0,6.7,0,8.6,0,3.6,0,39.5,0,26.0,0,14.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,04/19/2011 11:00,1,1,,0.011,0,0.052,0,0.352,<1> (CHB),0.055,0,0.0028,0,0.0078,0,0.0106,0,0.066,0,0.53,0,46.8,0,5.6,0,7.0,0,2.6,0,12.2,0,34.7,0,7.6,0,23.3,0,5.5,0,6.5,0,,<-2> [GDM],1756.0,0,230.1,0,2.032,0
gtmpcnut,04/19/2011 11:00,2,1,,0.019,0,0.116,0,0.460,<1> (CHB),0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0030,0,,<-4> [SCB],3.86,0,90.3,0,11.6,0,13.9,0,4.3,0,30.8,0,31.0,0,14.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,04/19/2011 11:01,1,2,,0.011,0,0.052,0,0.367,<1> (CHB),0.046,0,0.0025,0,0.0069,0,0.0094,0,0.055,0,0.81,0,35.8,0,5.6,0,6.9,0,2.4,0,12.0,0,34.7,0,6.6,0,23.3,0,5.5,0,6.5,0,,<-2> [GDM],1756.0,0,230.1,0,2.032,0
gtmssnut,04/19/2011 12:25,1,1,,0.008,0,0.114,0,0.356,<1> (CHB),0.020,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0093,0,0.029,0,0.44,<1> [SRD],57.4,0,4.5,0,5.9,0,2.6,0,6.4,0,34.2,0,10.6,0,23.6,0,6.6,0,6.5,0,,<-2> [GDM],1847.0,0,270.3,0,1.922,0
gtmssnut,04/19/2011 12:26,1,2,,0.011,0,0.116,0,0.269,<1> (CHB),0.029,0,0.0024,0,0.0114,0,0.0138,0,0.043,0,1.90,<1> [SRD],61.6,0,5.4,0,6.6,0,2.4,0,7.0,0,34.2,0,12.4,0,23.6,0,6.6,0,6.5,0,,<-2> [GDM],1847.0,0,270.3,0,1.922,0
gtmfmnut,04/19/2011 13:25,1,1,,0.008,0,0.047,0,0.258,<1> (CHB),0.0153,<-4> [SBL],0.0022,0,0.0067,0,0.0089,0,,<-4> [SCB],0.89,0,32.6,0,4.0,0,4.6,0,1.1,0,6.4,0,34.3,0,4.9,0,23.6,0,7.2,0,6.5,0,,<-2> [GDM],1784.0,0,504.2,0,1.264,0
